strain,location,collection_date,ID,serum,antigenic_distance,Tree_model_log2,Subs_model_log2
B/Stockholm/15/2011,Sweden,2011-02-20,EPI319552,B/Brisbane/60/2008,1.6,0.6,0.0
B/Stockholm/14/2011,Sweden,2011-03-10,EPI319564,B/Brisbane/60/2008,1.6,0.6,0.0
B/Stockholm/14/2011,Sweden,2011-03-10,EPI319564,B/Brisbane/60/2008,1.6,0.6,0.0
B/Stockholm/16/2011,Sweden,2011-02-04,EPI319546,B/Brisbane/60/2008,1.6,0.6,0.0
B/Stockholm/7/2010,Sweden,2010-11-08,EPI301284,B/Brisbane/60/2008,1.6,0.6,0.0
B/Stockholm/3/2011,Sweden,2011-01-11,EPI309625,B/Brisbane/60/2008,1.6,0.6,0.0
B/Stockholm/11/2011,Sweden,2011-02-27,EPI319556,B/Brisbane/60/2008,1.6,0.6,0.0
B/Stockholm/5/2011,Sweden,2011-03-02,EPI319562,B/Brisbane/60/2008,1.6,0.6,0.0
B/Stockholm/8/2011,Sweden,2011-02-07,EPI319550,B/Brisbane/60/2008,1.6,0.6,0.0
B/HongKong/2207/2010,Hong Kong,2010-12-13,EPI305395,B/Brisbane/60/2008,1.6,0.6,0.0
B/HongKong/2207/2010,Hong Kong,2010-12-13,EPI305395,B/Brisbane/60/2008,1.6,0.6,0.0
B/HongKong/2207/2010,Hong Kong,2010-12-13,EPI305395,B/Brisbane/60/2008,1.6,0.6,0.0
B/HongKong/2207/2010,Hong Kong,2010-12-13,EPI305395,B/Brisbane/60/2008,1.6,0.6,0.0
B/Stockholm/4/2011,Sweden,2011-03-01,EPI319560,B/Brisbane/60/2008,1.6,0.6,0.0
B/Stockholm/4/2011,Sweden,2011-03-01,EPI319560,B/Brisbane/60/2008,1.6,0.6,0.0
B/Athens/10051/2011,Greece,2011-03-16,EPI319317,B/Brisbane/60/2008,1.6,0.6,0.0
B/Athens/10051/2011,Greece,2011-03-16,EPI319317,B/Brisbane/60/2008,1.6,0.6,0.0
B/Denmark/24/2011,Denmark,2011-02-28,EPI357712,B/Brisbane/60/2008,1.4,0.35,0.0
B/Denmark/24/2011,Denmark,2011-02-28,EPI357712,B/Brisbane/60/2008,1.4,0.35,0.0
B/Denmark/24/2011,Denmark,2011-02-28,EPI357712,B/Brisbane/60/2008,1.4,0.35,0.0
B/Ghana/FS-718/2013,Ghana,2013-07-09,EPI467126,B/Brisbane/60/2008,2.4,1.36,0.46
B/Dakar/12/2013,Senegal,2013-03-25,EPI477355,B/Brisbane/60/2008,2.4,1.36,0.46
B/Dakar/18/2013,Senegal,2013-04-26,EPI468030,B/Brisbane/60/2008,2.4,1.36,0.46
B/Dakar/15/2013,Senegal,2013-04-17,EPI468026,B/Brisbane/60/2008,2.4,1.36,0.46
B/Dakar/15/2013,Senegal,2013-04-17,EPI468026,B/Brisbane/60/2008,2.4,1.36,0.46
B/Dakar/15/2013,Senegal,2013-04-17,EPI468026,B/Brisbane/60/2008,2.4,1.36,0.46
B/Gambia/G0068640/2012,Gambia,2012-11-06,EPI539418,B/Brisbane/60/2008,2.4,1.36,0.46
B/Gambia/G0068640/2012,Gambia,2012-11-06,EPI539418,B/Brisbane/60/2008,2.4,1.36,0.46
B/Denmark/23/2012,Denmark,2012-11-05,EPI408047,B/Brisbane/60/2008,2.4,1.36,0.46
B/Attecoube/GR887/2011,Ivory Coast,2011-09-22,EPI352447,B/Brisbane/60/2008,2.4,1.36,0.46
B/Attecoube/GR887/2011,Ivory Coast,2011-09-22,EPI352447,B/Brisbane/60/2008,2.4,1.36,0.46
B/Denmark/22/2012,Denmark,2012-11-07,EPI406227,B/Brisbane/60/2008,2.4,1.36,0.46
B/Denmark/22/2012,Denmark,2012-11-07,EPI406227,B/Brisbane/60/2008,2.4,1.36,0.46
B/Bolivia/812/2011,Bolivia,2011-08-30,EPI335768,B/Brisbane/60/2008,2.4,1.36,0.46
B/Leon/46/2011,Spain,2011-03-01,EPI319373,B/Brisbane/60/2008,1.6,0.61,0.46
B/Ghana/516/2011,Ghana,2011-04-06,EPI331094,B/Brisbane/60/2008,1.7,0.72,0.0
B/Paris/1762/2009,France,2009-02-09,EPI211562,B/Brisbane/60/2008,1.7,0.72,0.26
B/Johannesburg/103/2010,South Africa,2010-08-03,EPI287078,B/Brisbane/60/2008,1.7,0.72,0.0
B/Johannesburg/103/2010,South Africa,2010-08-03,EPI287078,B/Brisbane/60/2008,1.7,0.72,0.0
B/Agadir/156/2011,Morocco,2011-01-03,EPI346004,B/Brisbane/60/2008,1.4,0.42,0.0
B/Stockholm/8/2009,Sweden,2009-11-27,EPI237646,B/Brisbane/60/2008,1.4,0.42,0.0
B/Texas/26/2008,U S A,2008-11-24,EPI172488,B/Brisbane/60/2008,1.4,0.42,0.0
B/Mauritius/515/2009,Mauritius,2009-01-01,EPI210577,B/Brisbane/60/2008,1.4,0.35,0.0
B/CAMBODIA/3/2009,Cambodia,2009-04-02,EPI211755,B/Brisbane/60/2008,1.4,0.35,0.0
B/Stockholm/3/2010,Sweden,2010-03-29,EPI265943,B/Brisbane/60/2008,1.4,0.35,0.0
B/Brisbane/33/2008,Australia,2008-07-13,EPI163726,B/Brisbane/60/2008,1.4,0.35,0.0
B/Sabac/1232/2009,Serbia,2009-03-11,EPI605599,B/Brisbane/60/2008,1.6,0.58,0.0
B/OKINAWA/10/2009,Japan,2009-05-25,EPI187659,B/Brisbane/60/2008,1.4,0.35,0.0
B/Norway/1474/2009,Norway,2009-05-18,EPI210112,B/Brisbane/60/2008,1.4,0.35,0.0
B/Madagascar/1119/2011,Madagascar,2011-03-21,EPI319386,B/Brisbane/60/2008,1.6,0.63,0.0
B/Denmark/22/2011,Denmark,2011-02-16,EPI357710,B/Brisbane/60/2008,1.6,0.63,0.85
B/Israel/15/2011,Israel,2011-12-13,EPI352840,B/Brisbane/60/2008,2.7,1.68,0.0
B/Israel/15/2011,Israel,2011-12-13,EPI352840,B/Brisbane/60/2008,2.7,1.68,0.0
B/Israel/17/2011,Israel,2011-12-20,EPI352842,B/Brisbane/60/2008,2.7,1.68,0.0
B/Israel/15/2011,Israel,2011-12-13,EPI352840,B/Brisbane/60/2008,2.7,1.68,0.0
B/Israel/17/2011,Israel,2011-12-20,EPI352842,B/Brisbane/60/2008,2.7,1.68,0.0
B/Israel/17/2011,Israel,2011-12-20,EPI352842,B/Brisbane/60/2008,2.7,1.68,0.0
B/JOHANNESBURG/20/2010,South Africa,2010-06-24,EPI294084,B/Brisbane/60/2008,1.4,0.35,0.0
B/Johannesburg/107/2010,South Africa,2010-07-31,EPI287076,B/Brisbane/60/2008,1.4,0.35,0.0
B/Norway/1188/2011,Norway,2011-03-17,EPI326179,B/Brisbane/60/2008,1.8,0.79,0.0
B/Roma/1/2010,Italy,2010-11-27,EPI301318,B/Brisbane/60/2008,1.8,0.79,0.0
B/Stockholm/5/2010,Sweden,2010-04-09,EPI265947,B/Brisbane/60/2008,1.8,0.79,0.0
B/Serbia/2689/2011,Serbia,2011-04-13,EPI326175,B/Brisbane/60/2008,1.8,0.75,0.0
B/Slovenia/46/2011,Slovenia,2011-01-04,EPI319401,B/Brisbane/60/2008,1.8,0.75,0.0
B/Slovenia/46/2011,Slovenia,2011-01-04,EPI319401,B/Brisbane/60/2008,1.8,0.75,0.0
B/Moldova/284/2011,Moldova,2011-02-02,EPI319391,B/Brisbane/60/2008,1.8,0.75,0.0
B/Slovenia/46/2011,Slovenia,2011-01-04,EPI319401,B/Brisbane/60/2008,1.8,0.75,0.0
B/England/78/2010,United Kingdom,2010-10-12,EPI301292,B/Brisbane/60/2008,1.8,0.75,0.0
B/HongKong/259/2010,Hong Kong,2010-02-03,EPI604403,B/Brisbane/60/2008,1.7,0.66,0.0
B/Lisboa/8/2010,Portugal,2010-12-02,EPI301302,B/Brisbane/60/2008,1.8,0.8,0.0
B/Lisboa/8/2010,Portugal,2010-12-02,EPI301302,B/Brisbane/60/2008,1.8,0.8,0.0
B/Lisboa/8/2010,Portugal,2010-12-02,EPI301302,B/Brisbane/60/2008,1.8,0.8,0.0
B/Lisboa/8/2010,Portugal,2010-12-02,EPI301302,B/Brisbane/60/2008,1.8,0.8,0.0
B/Genova/2/2010,Italy,2010-12-01,EPI301296,B/Brisbane/60/2008,1.8,0.8,0.0
B/Odessa/3886/2010,Ukraine,2010-03-19,EPI271913,B/Brisbane/60/2008,1.7,0.66,0.0
B/Norway/1276/2011,Norway,2011-03-29,EPI326181,B/Brisbane/60/2008,1.7,0.66,0.0
B/Norway/1276/2011,Norway,2011-03-29,EPI326181,B/Brisbane/60/2008,1.7,0.66,0.0
B/Odessa/3886/2010,Ukraine,2010-03-19,EPI271913,B/Brisbane/60/2008,1.7,0.66,0.0
B/Norway/2075/2011,Norway,2011-10-11,EPI347669,B/Brisbane/60/2008,1.7,0.66,0.0
B/Odessa/3886/2010,Ukraine,2010-03-19,EPI271913,B/Brisbane/60/2008,1.7,0.66,0.0
B/Odessa/3886/2010,Ukraine,2010-03-19,EPI271913,B/Brisbane/60/2008,1.7,0.66,0.0
B/Switzerland/3822511/2010,Switzerland,2010-10-06,EPI301324,B/Brisbane/60/2008,1.7,0.66,0.85
B/Norway/2090/2012,Norway,2012-10-02,EPI417716,B/Brisbane/60/2008,2.4,1.43,0.85
B/HongKong/3514/2012,Hong Kong,2012-05-04,EPI392581,B/Brisbane/60/2008,2.4,1.43,0.85
B/Norway/710/2012,Norway,2012-02-13,EPI377686,B/Brisbane/60/2008,2.4,1.43,0.85
B/HongKong/3534/2012,Hong Kong,2012-05-08,EPI392583,B/Brisbane/60/2008,2.3,1.32,0.85
B/HongKong/1153/2011,Hong Kong,2011-12-16,EPI352432,B/Brisbane/60/2008,3.6,2.62,0.85
B/HongKong/3496/2012,Hong Kong,2012-04-30,EPI392575,B/Brisbane/60/2008,2.3,1.32,0.85
B/HongKong/3496/2012,Hong Kong,2012-04-30,EPI392575,B/Brisbane/60/2008,2.3,1.32,0.85
B/Moscow/18/2010,Russia,2010-05-24,EPI271921,B/Brisbane/60/2008,1.7,0.64,0.0
B/HongKong/270/2010,Hong Kong,2010-03-03,EPI271871,B/Brisbane/60/2008,2.3,1.32,0.85
B/Voronezh/20/2011,Russia,2011-02-28,EPI319417,B/Brisbane/60/2008,1.7,0.64,0.0
B/Voronezh/20/2011,Russia,2011-02-28,EPI319417,B/Brisbane/60/2008,1.7,0.64,0.0
B/Minsk/1559/2011,Belarus,2011-03-14,EPI334662,B/Brisbane/60/2008,1.7,0.64,0.0
B/Minsk/1559/2011,Belarus,2011-03-14,EPI334662,B/Brisbane/60/2008,1.7,0.64,0.0
B/Minsk/1559/2011,Belarus,2011-03-14,EPI334662,B/Brisbane/60/2008,1.7,0.64,0.0
B/Ekaterinburg/1/2010,Russia,2010-04-09,EPI271915,B/Brisbane/60/2008,1.7,0.64,0.0
B/Moscow/9/2010,Russia,2010-04-27,EPI271923,B/Brisbane/60/2008,1.7,0.64,0.0
B/Irkutsk/2/2010,Russia,2010-05-24,EPI271917,B/Brisbane/60/2008,1.7,0.64,0.0
B/Ekaterinburg/1/2010,Russia,2010-04-09,EPI271915,B/Brisbane/60/2008,1.7,0.64,0.0
B/Tsiroanomandidy/4477/2012,Madagascar,2012-08-29,EPI438795,B/Brisbane/60/2008,1.8,0.83,0.0
B/Tsiroanomandidy/4477/2012,Madagascar,2012-08-29,EPI438795,B/Brisbane/60/2008,1.8,0.83,0.0
B/HongKong/514/2009,Hong Kong,2009-10-11,EPI243627,B/Brisbane/60/2008,1.7,0.68,0.0
B/HIROSHIMA/9/2010,Japan,2010-09-03,EPI291761,B/Brisbane/60/2008,1.7,0.68,0.0
B/HongKong/514/2009,Hong Kong,2009-10-11,EPI243627,B/Brisbane/60/2008,1.7,0.68,0.0
B/Stockholm/2/2010,Sweden,2010-03-23,EPI249568,B/Brisbane/60/2008,1.7,0.64,0.0
B/Panama/307237/2010,Panama,2010-06-22,EPI278966,B/Brisbane/60/2008,1.7,0.64,0.0
B/Stockholm/2/2010,Sweden,2010-03-23,EPI249568,B/Brisbane/60/2008,1.7,0.64,0.0
B/HongKong/514/2009,Hong Kong,2009-10-11,EPI243627,B/Brisbane/60/2008,1.7,0.68,0.0
B/Mie/6/2010,Japan,2010-03-13,EPI604989,B/Brisbane/60/2008,1.7,0.64,0.0
B/Stockholm/9/2011,Sweden,2011-02-09,EPI319548,B/Brisbane/60/2008,1.7,0.64,0.0
B/Stockholm/9/2011,Sweden,2011-02-09,EPI319548,B/Brisbane/60/2008,1.7,0.64,0.0
B/Stockholm/9/2011,Sweden,2011-02-09,EPI319548,B/Brisbane/60/2008,1.7,0.64,0.0
B/Stockholm/9/2011,Sweden,2011-02-09,EPI319548,B/Brisbane/60/2008,1.7,0.64,0.0
B/LaReunion/845/2010,Reunion,2010-08-01,EPI301338,B/Brisbane/60/2008,1.7,0.64,0.0
B/Finland/235/2012,Finland,2012-02-01,EPI376427,B/Brisbane/60/2008,1.7,0.64,0.0
B/Stockholm/6/2011,Sweden,2011-01-15,EPI319544,B/Brisbane/60/2008,1.7,0.64,0.0
B/Stockholm/6/2011,Sweden,2011-01-15,EPI319544,B/Brisbane/60/2008,1.7,0.64,0.0
B/England/27/2010,United Kingdom,2010-03-05,EPI279855,B/Brisbane/60/2008,1.7,0.64,0.0
B/HongKong/2200/2010,Hong Kong,2010-12-02,EPI305393,B/Brisbane/60/2008,1.7,0.64,0.0
B/Lisboa/13/2010,Portugal,2010-12-07,EPI301300,B/Brisbane/60/2008,1.7,0.64,0.0
B/Lisboa/13/2010,Portugal,2010-12-07,EPI301300,B/Brisbane/60/2008,1.7,0.64,0.0
B/Lisboa/13/2010,Portugal,2010-12-07,EPI301300,B/Brisbane/60/2008,1.7,0.64,0.0
B/England/105/2010,United Kingdom,2010-11-15,EPI301290,B/Brisbane/60/2008,1.7,0.64,0.0
B/Malta/MV000738/2011,Malta,2011-03-25,EPI319387,B/Brisbane/60/2008,1.7,0.64,0.0
B/Malta/MV000738/2011,Malta,2011-03-25,EPI319387,B/Brisbane/60/2008,1.7,0.64,0.0
B/Valladolid/57/2010,Spain,2010-12-20,EPI319415,B/Brisbane/60/2008,1.7,0.64,0.0
B/Valladolid/57/2010,Spain,2010-12-20,EPI319415,B/Brisbane/60/2008,1.7,0.64,0.0
B/Madagascar/82/2010,Madagascar,2010-01-12,EPI279863,B/Brisbane/60/2008,2.0,0.95,0.28
B/Madagascar/1184/2010,Madagascar,2010-03-16,EPI279861,B/Brisbane/60/2008,2.0,0.95,0.28
B/Madagascar/7002/2009,Madagascar,2009-08-31,EPI243644,B/Brisbane/60/2008,2.0,0.95,0.28
B/Madagascar/7002/2009,Madagascar,2009-08-31,EPI243644,B/Brisbane/60/2008,2.0,0.95,0.28
B/Madagascar/7002/2009,Madagascar,2009-08-31,EPI243644,B/Brisbane/60/2008,2.0,0.95,0.28
B/Madagascar/4254/2009,Madagascar,2009-06-02,EPI210125,B/Brisbane/60/2008,2.0,0.95,0.28
B/Ghana/850/2011,Ghana,2011-03-31,EPI334674,B/Brisbane/60/2008,1.7,0.64,0.0
B/England/96/2010,United Kingdom,2010-11-02,EPI301294,B/Brisbane/60/2008,2.3,1.27,0.0
B/Madagascar/7002/2009,Madagascar,2009-08-31,EPI243644,B/Brisbane/60/2008,2.0,0.95,0.28
B/Lisboa/20/2010,Portugal,2010-12-07,EPI305405,B/Brisbane/60/2008,2.0,1.0,0.0
B/Lisboa/9/2010,Portugal,2010-12-05,EPI378414,B/Brisbane/60/2008,2.0,1.0,0.0
B/Zamora/52/2010,Spain,2010-12-01,EPI301330,B/Brisbane/60/2008,2.0,1.0,0.0
B/Zamora/52/2010,Spain,2010-12-01,EPI301330,B/Brisbane/60/2008,2.0,1.0,0.0
B/Zamora/52/2010,Spain,2010-12-01,EPI301330,B/Brisbane/60/2008,2.0,1.0,0.0
B/Zamora/52/2010,Spain,2010-12-01,EPI301330,B/Brisbane/60/2008,2.0,1.0,0.0
B/Slovenia/819/2011,Slovenia,2011-02-03,EPI331100,B/Brisbane/60/2008,2.0,1.0,0.0
B/Slovenia/819/2011,Slovenia,2011-02-03,EPI331100,B/Brisbane/60/2008,2.0,1.0,0.0
B/Milano/34/2010,Italy,2010-04-01,EPI271891,B/Brisbane/60/2008,2.0,1.0,0.0
B/Milano/34/2010,Italy,2010-04-01,EPI271891,B/Brisbane/60/2008,2.0,1.0,0.0
B/Slovenia/1141/2011,Slovenia,2011-02-24,EPI334676,B/Brisbane/60/2008,2.0,1.0,0.0
B/Slovenia/1141/2011,Slovenia,2011-02-24,EPI334676,B/Brisbane/60/2008,2.0,1.0,0.0
B/Slovenia/1141/2011,Slovenia,2011-02-24,EPI334676,B/Brisbane/60/2008,2.0,1.0,0.0
B/Slovenia/1141/2011,Slovenia,2011-02-24,EPI334676,B/Brisbane/60/2008,2.0,1.0,0.0
B/Norway/459/2010,Norway,2010-04-22,EPI279849,B/Brisbane/60/2008,1.8,0.75,0.0
B/Berlin/146/2011,Germany,2011-10-19,EPI352417,B/Brisbane/60/2008,1.8,0.75,0.0
B/Stockholm/1/2010,Sweden,2010-01-01,EPI237648,B/Brisbane/60/2008,1.8,0.75,0.0
B/India/8783/2008,India,2008-05-23,EPI171416,B/Brisbane/60/2008,1.4,0.35,0.0
B/Kiev/40/2008,Ukraine,2008-03-11,EPI163154,B/Brisbane/60/2008,1.4,0.35,0.74
B/Victoria/500/2007,Australia,2007-07-17,EPI484775,B/Brisbane/60/2008,1.4,0.35,0.74
B/Wellington/1/2006,New Zealand,2006-06-13,EPI479818,B/Brisbane/60/2008,1.4,0.35,0.74
B/Perth/14/2006,Australia,2006-07-18,EPI123943,B/Brisbane/60/2008,2.0,2.89,0.74
B/Perth/1/2006,Australia,2006-08-01,EPI123913,B/Brisbane/60/2008,2.0,2.89,0.74
B/Brisbane/8/2006,Australia,2006-07-04,EPI479930,B/Brisbane/60/2008,2.0,2.89,0.74
B/NewYork/1196/2007,U S A,2007-11-20,EPI520227,B/Brisbane/60/2008,0.4,1.28,0.74
B/Victoria/304/2006,Australia,2006-06-06,EPI502811,B/Brisbane/60/2008,0.4,1.28,0.74
B/Sydney/71/2006,Australia,2006-08-20,EPI480088,B/Brisbane/60/2008,0.4,1.28,0.74
B/Sydney/71/2006,Australia,2006-08-20,EPI480088,B/Brisbane/60/2008,0.4,1.28,0.74
B/Victoria/505/2006,Australia,2006-06-04,EPI479777,B/Brisbane/60/2008,0.4,1.28,0.74
B/HongKong/121/2007,Hong Kong,2007-03-07,EPI156114,B/Brisbane/60/2008,0.4,1.28,1.0
B/Victoria/304/2006,Australia,2006-06-06,EPI502811,B/Brisbane/60/2008,0.4,1.28,0.74
B/Sydney/14/2006,Australia,2006-07-24,EPI479986,B/Brisbane/60/2008,0.4,1.28,0.74
B/Odessa/394/2007,Ukraine,2007-03-19,EPI161733,B/Brisbane/60/2008,0.4,1.28,0.74
B/Sydney/83/2006,Australia,2006-09-09,EPI480175,B/Brisbane/60/2008,1.4,2.23,0.74
B/Sydney/83/2006,Australia,2006-09-09,EPI480175,B/Brisbane/60/2008,1.4,2.23,0.74
B/Astrakhan/88/2007,Russia,2007-06-04,EPI155738,B/Brisbane/60/2008,0.4,1.3,0.74
B/Astrakhan/88/2007,Russia,2007-06-04,EPI155738,B/Brisbane/60/2008,0.4,1.3,0.74
B/Astrakhan/88/2007,Russia,2007-06-04,EPI155738,B/Brisbane/60/2008,0.4,1.3,0.74
B/Madagascar/2866/2006,Madagascar,2006-12-05,EPI347317,B/Brisbane/60/2008,0.4,1.28,0.74
B/Madagascar/2866/2006,Madagascar,2006-12-05,EPI347317,B/Brisbane/60/2008,0.4,1.28,0.74
B/Christchurch/4/2006,New Zealand,2006-03-08,EPI479752,B/Brisbane/60/2008,0.4,1.28,0.74
B/Massachusetts/02/2007,U S A,2007-05-07,EPI134314,B/Brisbane/60/2008,0.4,1.28,0.74
B/Seoul/4887/2007,South Korea,2007-12-23,EPI296067,B/Brisbane/60/2008,0.3,1.41,0.74
B/Johannesburg/150/2007,South Africa,2007-07-23,EPI155956,B/Brisbane/60/2008,1.2,2.3,0.74
B/Seoul/4887/2007,South Korea,2007-12-23,EPI296067,B/Brisbane/60/2008,0.3,1.41,0.74
B/Johannesburg/449/2006,South Africa,2006-06-12,EPI123939,B/Brisbane/60/2008,0.3,1.41,0.74
B/Thailand/21/2007,Thailand,2007-01-15,EPI156064,B/Brisbane/60/2008,0.3,1.41,0.74
B/Bolivia/104/2010,Bolivia,2010-03-19,EPI278933,B/Brisbane/60/2008,0.3,1.41,0.0
B/Bolivia/1526/2010,Bolivia,2010-10-01,EPI294717,B/Brisbane/60/2008,0.3,1.41,0.0
B/Florida/16/2008,U S A,2008-12-10,EPI171422,B/Brisbane/60/2008,1.8,2.88,0.26
B/Wisconsin/27/2008,U S A,2008-12-21,EPI172547,B/Brisbane/60/2008,1.8,2.88,0.26
B/Uruguay/12/2008,Uruguay,2008-06-17,EPI163198,B/Brisbane/60/2008,1.8,2.88,0.0
B/Brazil/2937/2008,Brazil,2008-07-28,EPI171406,B/Brisbane/60/2008,0.3,1.41,0.0
B/HongKong/120/2008,Hong Kong,2008-02-09,EPI161961,B/Brisbane/60/2008,0.8,1.92,0.74
B/HONGKONG/998/2008,Hong Kong,2007-06-01,EPI169171,B/Brisbane/60/2008,0.8,1.92,0.74
B/Brazil/2937/2008,Brazil,2008-07-28,EPI171406,B/Brisbane/60/2008,0.3,1.41,0.0
B/Brisbane/2/2007,Australia,2007-02-06,EPI484769,B/Brisbane/60/2008,0.8,1.92,0.74
B/Osaka/16/2007,Japan,2007-03-01,EPI155948,B/Brisbane/60/2008,0.8,1.92,0.74
B/Osaka/16/2007,Japan,2007-03-01,EPI155948,B/Brisbane/60/2008,0.8,1.92,0.74
B/Osaka/16/2007,Japan,2007-03-01,EPI155948,B/Brisbane/60/2008,0.8,1.92,0.74
B/IWATE/17/2009,Japan,2009-03-23,EPI187434,B/Brisbane/60/2008,0.8,1.92,0.74
B/NewCaledonia/5/2006,New Caledonia,2006-04-24,EPI123929,B/Brisbane/60/2008,0.4,1.53,0.74
B/Brisbane/90/2006,Australia,2006-09-26,EPI480199,B/Brisbane/60/2008,0.4,1.53,0.74
B/Christchurch/75/2006,New Zealand,2006-09-19,EPI477759,B/Brisbane/60/2008,0.3,1.41,0.74
B/Wellington/85/2006,New Zealand,2006-09-12,EPI477753,B/Brisbane/60/2008,0.3,1.41,0.74
B/Philippines/2004/2008,Philippines,2008-04-22,EPI156073,B/Brisbane/60/2008,0.3,1.41,0.74
B/England/63/2010,United Kingdom,2010-05-02,EPI279859,B/Brisbane/60/2008,0.0,1.69,1.01
B/Nepal/1080/2005,Nepal,2005-11-01,EPI101551,B/Brisbane/60/2008,0.0,1.69,0.74
B/Sydney/10/2006,Australia,2006-07-18,EPI477737,B/Brisbane/60/2008,0.0,1.69,0.74
B/Sydney/10/2006,Australia,2006-07-18,EPI477737,B/Brisbane/60/2008,0.0,1.69,0.74
B/Sydney/10/2006,Australia,2006-07-18,EPI477737,B/Brisbane/60/2008,0.0,1.69,0.74
B/Sydney/10/2006,Australia,2006-07-18,EPI477737,B/Brisbane/60/2008,0.0,1.69,0.74
B/India/33215/2006,India,2006-10-31,EPI155705,B/Brisbane/60/2008,0.0,1.69,0.74
B/Johannesburg/403/2005,South Africa,2005-06-20,EPI347322,B/Brisbane/60/2008,0.0,1.69,0.74
B/Taiwan/872/2005,Taiwan,2005-05-01,EPI110550,B/Brisbane/60/2008,0.0,1.69,0.74
B/Romania/700/2005,Romania,2005-03-25,EPI157166,B/Brisbane/60/2008,0.0,1.69,0.74
B/Romania/700/2005,Romania,2005-03-25,EPI157166,B/Brisbane/60/2008,0.0,1.69,0.74
B/Laos/1232/2009,Laos,2009-07-15,EPI249545,B/Brisbane/60/2008,0.0,1.69,0.74
B/Shanxi/Taigu15/2008,China,2008-01-11,EPI161984,B/Brisbane/60/2008,0.0,1.69,0.74
B/Jilin-Chaoyang/1126/2007,China,2007-10-16,EPI554922,B/Brisbane/60/2008,0.0,1.69,0.74
B/Taiwan/52/2005,Taiwan,2005-10-01,EPI110536,B/Brisbane/60/2008,0.6,2.28,0.74
B/Taiwan/188/2005,Taiwan,2005-10-01,EPI110548,B/Brisbane/60/2008,0.6,2.28,0.74
B/Taiwan/68/2005,Taiwan,2005-10-01,EPI110556,B/Brisbane/60/2008,0.6,2.28,0.74
B/Taiwan/70/2005,Taiwan,2005-06-01,EPI110540,B/Brisbane/60/2008,0.6,2.28,0.74
B/HongKong/45/2005,Hong Kong,2005-02-07,EPI211555,B/Brisbane/60/2008,0.0,1.69,0.74
B/HongKong/45/2005,Hong Kong,2005-02-07,EPI211555,B/Brisbane/60/2008,0.0,1.69,0.74
B/HongKong/45/2005,Hong Kong,2005-02-07,EPI211555,B/Brisbane/60/2008,0.0,1.69,0.74
B/Taiwan/77/2005,Taiwan,2005-04-01,EPI110554,B/Brisbane/60/2008,0.8,2.49,0.74
B/Nepal/1101/2005,Nepal,2005-04-01,EPI101539,B/Brisbane/60/2008,0.0,1.69,0.74
B/Taiwan/39/2004,Taiwan,2004-12-01,EPI110502,B/Brisbane/60/2008,0.0,1.69,0.74
B/Nepal/1101/2005,Nepal,2005-04-01,EPI101539,B/Brisbane/60/2008,0.0,1.69,0.74
B/Nepal/1131/2005,Nepal,2005-11-01,EPI101517,B/Brisbane/60/2008,0.0,1.69,0.74
B/Taiwan/39/2004,Taiwan,2004-12-01,EPI110502,B/Brisbane/60/2008,0.0,1.69,0.74
B/CAMBODIA/30/2011,Cambodia,2011-01-04,EPI331319,B/Brisbane/60/2008,0.2,1.84,0.74
B/HongKong/235/2009,Hong Kong,2009-07-09,EPI243625,B/Brisbane/60/2008,0.2,1.84,0.74
B/Singapore/DSO_0100/2009,Singapore,2009-12-01,EPI355796,B/Brisbane/60/2008,0.2,1.84,0.74
B/HongKong/235/2009,Hong Kong,2009-07-09,EPI243625,B/Brisbane/60/2008,0.2,1.84,0.74
B/Nepal/1087/2005,Nepal,2005-03-01,EPI101549,B/Brisbane/60/2008,0.0,1.69,0.74
B/Nepal/1090/2005,Nepal,2005-07-01,EPI101543,B/Brisbane/60/2008,0.0,1.69,0.74
B/Nepal/1090/2005,Nepal,2005-07-01,EPI101543,B/Brisbane/60/2008,0.0,1.69,0.74
B/Philippines/1506/2006,Philippines,2006-07-05,EPI123945,B/Brisbane/60/2008,0.1,1.73,0.9
B/Hawaii/33/2004,U S A,2004-10-01,EPI159962,B/Brisbane/60/2008,0.1,1.73,0.9
B/Hawaii/33/2004,U S A,2004-10-01,EPI159962,B/Brisbane/60/2008,0.1,1.73,0.9
B/Hawaii/33/2004,U S A,2004-10-01,EPI159962,B/Brisbane/60/2008,0.1,1.73,0.9
B/Taiwan/75/2004,Taiwan,2004-02-01,EPI110512,B/Brisbane/60/2008,1.0,2.65,0.9
B/Taiwan/14/2004,Taiwan,2004-10-01,EPI110500,B/Brisbane/60/2008,2.5,4.13,0.9
B/Perth/12/2004,Australia,2004-09-08,EPI117489,B/Brisbane/60/2008,0.1,1.73,0.9
B/Taiwan/14/2004,Taiwan,2004-10-01,EPI110500,B/Brisbane/60/2008,2.5,4.13,0.9
B/Perth/12/2004,Australia,2004-09-08,EPI117489,B/Brisbane/60/2008,0.1,1.73,0.9
B/Taiwan/473/2005,Taiwan,2005-03-23,EPI157215,B/Brisbane/60/2008,0.1,1.73,0.9
B/Wellington/21/2005,New Zealand,2005-06-05,EPI117551,B/Brisbane/60/2008,0.4,2.08,1.0
B/Waikato/28/2005,New Zealand,2005-06-01,EPI117549,B/Brisbane/60/2008,0.4,2.08,1.0
