strain,location,collection_date,ID,serum,antigenic_distance,Tree_model_log2,Subs_model_log2
B/Stockholm/5/2011,Sweden,2011-03-02,EPI319562,B/HongKong/330/2001,1.6,1.63,2.72
B/Stockholm/8/2011,Sweden,2011-02-07,EPI319550,B/HongKong/330/2001,1.6,1.63,2.72
B/HongKong/2207/2010,Hong Kong,2010-12-13,EPI305395,B/HongKong/330/2001,1.6,1.63,2.72
B/HongKong/2207/2010,Hong Kong,2010-12-13,EPI305395,B/HongKong/330/2001,1.6,1.63,2.72
B/HongKong/2207/2010,Hong Kong,2010-12-13,EPI305395,B/HongKong/330/2001,1.6,1.63,2.72
B/HongKong/2207/2010,Hong Kong,2010-12-13,EPI305395,B/HongKong/330/2001,1.6,1.63,2.72
B/Stockholm/4/2011,Sweden,2011-03-01,EPI319560,B/HongKong/330/2001,1.6,1.63,2.72
B/Stockholm/4/2011,Sweden,2011-03-01,EPI319560,B/HongKong/330/2001,1.6,1.63,2.72
B/Athens/10051/2011,Greece,2011-03-16,EPI319317,B/HongKong/330/2001,1.6,1.63,2.72
B/Athens/10051/2011,Greece,2011-03-16,EPI319317,B/HongKong/330/2001,1.6,1.63,2.72
B/Denmark/24/2011,Denmark,2011-02-28,EPI357712,B/HongKong/330/2001,1.4,1.39,2.72
B/Denmark/24/2011,Denmark,2011-02-28,EPI357712,B/HongKong/330/2001,1.4,1.39,2.72
B/Denmark/24/2011,Denmark,2011-02-28,EPI357712,B/HongKong/330/2001,1.4,1.39,2.72
B/Ghana/FS-718/2013,Ghana,2013-07-09,EPI467126,B/HongKong/330/2001,2.4,2.39,3.18
B/Dakar/12/2013,Senegal,2013-03-25,EPI477355,B/HongKong/330/2001,2.4,2.39,2.74
B/Dakar/18/2013,Senegal,2013-04-26,EPI468030,B/HongKong/330/2001,2.4,2.39,2.74
B/Dakar/15/2013,Senegal,2013-04-17,EPI468026,B/HongKong/330/2001,2.4,2.39,3.18
B/Dakar/15/2013,Senegal,2013-04-17,EPI468026,B/HongKong/330/2001,2.4,2.39,3.18
B/Dakar/15/2013,Senegal,2013-04-17,EPI468026,B/HongKong/330/2001,2.4,2.39,3.18
B/Gambia/G0068640/2012,Gambia,2012-11-06,EPI539418,B/HongKong/330/2001,2.4,2.39,3.18
B/Gambia/G0068640/2012,Gambia,2012-11-06,EPI539418,B/HongKong/330/2001,2.4,2.39,3.18
B/Denmark/23/2012,Denmark,2012-11-05,EPI408047,B/HongKong/330/2001,2.4,2.39,3.18
B/Attecoube/GR887/2011,Ivory Coast,2011-09-22,EPI352447,B/HongKong/330/2001,2.4,2.39,3.18
B/Attecoube/GR887/2011,Ivory Coast,2011-09-22,EPI352447,B/HongKong/330/2001,2.4,2.39,3.18
B/Denmark/22/2012,Denmark,2012-11-07,EPI406227,B/HongKong/330/2001,2.4,2.39,3.18
B/Denmark/22/2012,Denmark,2012-11-07,EPI406227,B/HongKong/330/2001,2.4,2.39,3.18
B/Bolivia/812/2011,Bolivia,2011-08-30,EPI335768,B/HongKong/330/2001,2.4,2.39,3.18
B/Leon/46/2011,Spain,2011-03-01,EPI319373,B/HongKong/330/2001,1.6,1.64,3.18
B/Rheinland-Pfalz/1/2014,Germany,2014-12-16,EPI555219,B/HongKong/330/2001,1.7,1.74,2.72
B/Rheinland-Pfalz/1/2014,Germany,2014-12-16,EPI555219,B/HongKong/330/2001,1.7,1.74,2.72
B/Ghana/516/2011,Ghana,2011-04-06,EPI331094,B/HongKong/330/2001,1.7,1.75,2.72
B/Paris/1762/2009,France,2009-02-09,EPI211562,B/HongKong/330/2001,1.7,1.75,2.98
B/Johannesburg/103/2010,South Africa,2010-08-03,EPI287078,B/HongKong/330/2001,1.7,1.75,2.72
B/Johannesburg/103/2010,South Africa,2010-08-03,EPI287078,B/HongKong/330/2001,1.7,1.75,2.72
B/Agadir/156/2011,Morocco,2011-01-03,EPI346004,B/HongKong/330/2001,1.4,1.46,2.72
B/Stockholm/8/2009,Sweden,2009-11-27,EPI237646,B/HongKong/330/2001,1.4,1.46,2.72
B/Texas/34/2008,U S A,2008-12-28,EPI172551,B/HongKong/330/2001,1.4,1.46,2.72
B/Texas/26/2008,U S A,2008-11-24,EPI172488,B/HongKong/330/2001,1.4,1.46,2.72
B/Mauritius/515/2009,Mauritius,2009-01-01,EPI210577,B/HongKong/330/2001,1.4,1.39,2.72
B/CAMBODIA/3/2009,Cambodia,2009-04-02,EPI211755,B/HongKong/330/2001,1.4,1.39,2.72
B/Stockholm/3/2010,Sweden,2010-03-29,EPI265943,B/HongKong/330/2001,1.4,1.39,2.72
B/Brisbane/33/2008,Australia,2008-07-13,EPI163726,B/HongKong/330/2001,1.4,1.39,2.72
B/Sabac/1232/2009,Serbia,2009-03-11,EPI605599,B/HongKong/330/2001,1.6,1.61,2.72
B/Bayern/36/2008,Germany,2008-10-23,EPI187407,B/HongKong/330/2001,1.6,1.61,2.72
B/OKINAWA/10/2009,Japan,2009-05-25,EPI187659,B/HongKong/330/2001,1.4,1.39,2.72
B/Norway/1474/2009,Norway,2009-05-18,EPI210112,B/HongKong/330/2001,1.4,1.39,2.72
B/Madagascar/1119/2011,Madagascar,2011-03-21,EPI319386,B/HongKong/330/2001,1.6,1.67,2.72
B/Denmark/22/2011,Denmark,2011-02-16,EPI357710,B/HongKong/330/2001,1.6,1.67,3.57
B/Israel/15/2011,Israel,2011-12-13,EPI352840,B/HongKong/330/2001,2.7,2.72,2.72
B/Israel/15/2011,Israel,2011-12-13,EPI352840,B/HongKong/330/2001,2.7,2.72,2.72
B/Israel/17/2011,Israel,2011-12-20,EPI352842,B/HongKong/330/2001,2.7,2.72,2.72
B/Israel/15/2011,Israel,2011-12-13,EPI352840,B/HongKong/330/2001,2.7,2.72,2.72
B/Israel/17/2011,Israel,2011-12-20,EPI352842,B/HongKong/330/2001,2.7,2.72,2.72
B/Israel/17/2011,Israel,2011-12-20,EPI352842,B/HongKong/330/2001,2.7,2.72,2.72
B/JOHANNESBURG/20/2010,South Africa,2010-06-24,EPI294084,B/HongKong/330/2001,1.4,1.39,2.72
B/Johannesburg/107/2010,South Africa,2010-07-31,EPI287076,B/HongKong/330/2001,1.4,1.39,2.72
B/Norway/1188/2011,Norway,2011-03-17,EPI326179,B/HongKong/330/2001,1.8,1.83,2.72
B/Roma/1/2010,Italy,2010-11-27,EPI301318,B/HongKong/330/2001,1.8,1.83,2.72
B/Stockholm/5/2010,Sweden,2010-04-09,EPI265947,B/HongKong/330/2001,1.8,1.83,2.72
B/Serbia/2689/2011,Serbia,2011-04-13,EPI326175,B/HongKong/330/2001,1.8,1.78,2.72
B/Slovenia/46/2011,Slovenia,2011-01-04,EPI319401,B/HongKong/330/2001,1.8,1.78,2.72
B/Slovenia/46/2011,Slovenia,2011-01-04,EPI319401,B/HongKong/330/2001,1.8,1.78,2.72
B/Moldova/284/2011,Moldova,2011-02-02,EPI319391,B/HongKong/330/2001,1.8,1.78,2.72
B/Slovenia/46/2011,Slovenia,2011-01-04,EPI319401,B/HongKong/330/2001,1.8,1.78,2.72
B/England/78/2010,United Kingdom,2010-10-12,EPI301292,B/HongKong/330/2001,1.8,1.78,2.72
B/HongKong/259/2010,Hong Kong,2010-02-03,EPI604403,B/HongKong/330/2001,1.7,1.7,2.72
B/Lisboa/8/2010,Portugal,2010-12-02,EPI301302,B/HongKong/330/2001,1.8,1.84,2.72
B/Lisboa/8/2010,Portugal,2010-12-02,EPI301302,B/HongKong/330/2001,1.8,1.84,2.72
B/Lisboa/8/2010,Portugal,2010-12-02,EPI301302,B/HongKong/330/2001,1.8,1.84,2.72
B/Lisboa/8/2010,Portugal,2010-12-02,EPI301302,B/HongKong/330/2001,1.8,1.84,2.72
B/Genova/2/2010,Italy,2010-12-01,EPI301296,B/HongKong/330/2001,1.8,1.84,2.72
B/Odessa/3886/2010,Ukraine,2010-03-19,EPI271913,B/HongKong/330/2001,1.7,1.7,2.72
B/Norway/1276/2011,Norway,2011-03-29,EPI326181,B/HongKong/330/2001,1.7,1.7,2.72
B/Norway/1276/2011,Norway,2011-03-29,EPI326181,B/HongKong/330/2001,1.7,1.7,2.72
B/Odessa/3886/2010,Ukraine,2010-03-19,EPI271913,B/HongKong/330/2001,1.7,1.7,2.72
B/Norway/2075/2011,Norway,2011-10-11,EPI347669,B/HongKong/330/2001,1.7,1.7,2.72
B/Odessa/3886/2010,Ukraine,2010-03-19,EPI271913,B/HongKong/330/2001,1.7,1.7,2.72
B/Odessa/3886/2010,Ukraine,2010-03-19,EPI271913,B/HongKong/330/2001,1.7,1.7,2.72
B/Switzerland/3822511/2010,Switzerland,2010-10-06,EPI301324,B/HongKong/330/2001,1.7,1.7,3.57
B/Norway/2090/2012,Norway,2012-10-02,EPI417716,B/HongKong/330/2001,2.4,2.46,3.24
B/HongKong/3514/2012,Hong Kong,2012-05-04,EPI392581,B/HongKong/330/2001,2.4,2.46,3.24
B/Norway/710/2012,Norway,2012-02-13,EPI377686,B/HongKong/330/2001,2.4,2.46,3.24
B/HongKong/3534/2012,Hong Kong,2012-05-08,EPI392583,B/HongKong/330/2001,2.3,2.36,3.24
B/HongKong/1153/2011,Hong Kong,2011-12-16,EPI352432,B/HongKong/330/2001,3.6,3.65,1.95
B/HongKong/3496/2012,Hong Kong,2012-04-30,EPI392575,B/HongKong/330/2001,2.3,2.36,3.24
B/HongKong/3496/2012,Hong Kong,2012-04-30,EPI392575,B/HongKong/330/2001,2.3,2.36,3.24
B/Moscow/18/2010,Russia,2010-05-24,EPI271921,B/HongKong/330/2001,1.7,1.68,2.72
B/HongKong/270/2010,Hong Kong,2010-03-03,EPI271871,B/HongKong/330/2001,2.3,2.36,3.57
B/Voronezh/20/2011,Russia,2011-02-28,EPI319417,B/HongKong/330/2001,1.7,1.68,2.72
B/Voronezh/20/2011,Russia,2011-02-28,EPI319417,B/HongKong/330/2001,1.7,1.68,2.72
B/Minsk/1559/2011,Belarus,2011-03-14,EPI334662,B/HongKong/330/2001,1.7,1.68,2.72
B/Minsk/1559/2011,Belarus,2011-03-14,EPI334662,B/HongKong/330/2001,1.7,1.68,2.72
B/Minsk/1559/2011,Belarus,2011-03-14,EPI334662,B/HongKong/330/2001,1.7,1.68,2.72
B/Ekaterinburg/1/2010,Russia,2010-04-09,EPI271915,B/HongKong/330/2001,1.7,1.68,2.72
B/Moscow/9/2010,Russia,2010-04-27,EPI271923,B/HongKong/330/2001,1.7,1.68,2.72
B/Irkutsk/2/2010,Russia,2010-05-24,EPI271917,B/HongKong/330/2001,1.7,1.68,2.72
B/Ekaterinburg/1/2010,Russia,2010-04-09,EPI271915,B/HongKong/330/2001,1.7,1.68,2.72
B/Tsiroanomandidy/4477/2012,Madagascar,2012-08-29,EPI438795,B/HongKong/330/2001,1.8,1.87,2.72
B/Tsiroanomandidy/4477/2012,Madagascar,2012-08-29,EPI438795,B/HongKong/330/2001,1.8,1.87,2.72
B/HongKong/514/2009,Hong Kong,2009-10-11,EPI243627,B/HongKong/330/2001,1.7,1.72,2.72
B/HIROSHIMA/9/2010,Japan,2010-09-03,EPI291761,B/HongKong/330/2001,1.7,1.72,2.72
B/HongKong/514/2009,Hong Kong,2009-10-11,EPI243627,B/HongKong/330/2001,1.7,1.72,2.72
B/Stockholm/2/2010,Sweden,2010-03-23,EPI249568,B/HongKong/330/2001,1.7,1.68,2.72
B/Panama/307237/2010,Panama,2010-06-22,EPI278966,B/HongKong/330/2001,1.7,1.68,2.72
B/Stockholm/2/2010,Sweden,2010-03-23,EPI249568,B/HongKong/330/2001,1.7,1.68,2.72
B/HongKong/514/2009,Hong Kong,2009-10-11,EPI243627,B/HongKong/330/2001,1.7,1.72,2.72
B/Mie/6/2010,Japan,2010-03-13,EPI604989,B/HongKong/330/2001,1.7,1.68,2.72
B/Stockholm/9/2011,Sweden,2011-02-09,EPI319548,B/HongKong/330/2001,1.7,1.68,2.72
B/Stockholm/9/2011,Sweden,2011-02-09,EPI319548,B/HongKong/330/2001,1.7,1.68,2.72
B/Stockholm/9/2011,Sweden,2011-02-09,EPI319548,B/HongKong/330/2001,1.7,1.68,2.72
B/Stockholm/9/2011,Sweden,2011-02-09,EPI319548,B/HongKong/330/2001,1.7,1.68,2.72
B/LaReunion/845/2010,Reunion,2010-08-01,EPI301338,B/HongKong/330/2001,1.7,1.68,2.72
B/Finland/235/2012,Finland,2012-02-01,EPI376427,B/HongKong/330/2001,1.7,1.68,2.72
B/Stockholm/6/2011,Sweden,2011-01-15,EPI319544,B/HongKong/330/2001,1.7,1.68,2.72
B/Stockholm/6/2011,Sweden,2011-01-15,EPI319544,B/HongKong/330/2001,1.7,1.68,2.72
B/England/27/2010,United Kingdom,2010-03-05,EPI279855,B/HongKong/330/2001,1.7,1.68,2.72
B/HongKong/2200/2010,Hong Kong,2010-12-02,EPI305393,B/HongKong/330/2001,1.7,1.68,2.72
B/Lisboa/13/2010,Portugal,2010-12-07,EPI301300,B/HongKong/330/2001,1.7,1.68,2.72
B/Lisboa/13/2010,Portugal,2010-12-07,EPI301300,B/HongKong/330/2001,1.7,1.68,2.72
B/Lisboa/13/2010,Portugal,2010-12-07,EPI301300,B/HongKong/330/2001,1.7,1.68,2.72
B/England/105/2010,United Kingdom,2010-11-15,EPI301290,B/HongKong/330/2001,1.7,1.68,2.72
B/Malta/MV000738/2011,Malta,2011-03-25,EPI319387,B/HongKong/330/2001,1.7,1.68,2.72
B/Malta/MV000738/2011,Malta,2011-03-25,EPI319387,B/HongKong/330/2001,1.7,1.68,2.72
B/Valladolid/57/2010,Spain,2010-12-20,EPI319415,B/HongKong/330/2001,1.7,1.68,2.72
B/Valladolid/57/2010,Spain,2010-12-20,EPI319415,B/HongKong/330/2001,1.7,1.68,2.72
B/Madagascar/82/2010,Madagascar,2010-01-12,EPI279863,B/HongKong/330/2001,2.0,1.99,2.99
B/Madagascar/1184/2010,Madagascar,2010-03-16,EPI279861,B/HongKong/330/2001,2.0,1.99,2.99
B/Madagascar/7002/2009,Madagascar,2009-08-31,EPI243644,B/HongKong/330/2001,2.0,1.99,2.99
B/Madagascar/7002/2009,Madagascar,2009-08-31,EPI243644,B/HongKong/330/2001,2.0,1.99,2.99
B/Madagascar/7002/2009,Madagascar,2009-08-31,EPI243644,B/HongKong/330/2001,2.0,1.99,2.99
B/Madagascar/4254/2009,Madagascar,2009-06-02,EPI210125,B/HongKong/330/2001,2.0,1.99,2.99
B/Ghana/850/2011,Ghana,2011-03-31,EPI334674,B/HongKong/330/2001,1.7,1.68,2.24
B/England/96/2010,United Kingdom,2010-11-02,EPI301294,B/HongKong/330/2001,2.3,2.3,2.72
B/Madagascar/7002/2009,Madagascar,2009-08-31,EPI243644,B/HongKong/330/2001,2.0,1.99,2.99
B/Lisboa/20/2010,Portugal,2010-12-07,EPI305405,B/HongKong/330/2001,2.0,2.04,2.72
B/Lisboa/9/2010,Portugal,2010-12-05,EPI378414,B/HongKong/330/2001,2.0,2.04,2.72
B/Zamora/52/2010,Spain,2010-12-01,EPI301330,B/HongKong/330/2001,2.0,2.04,2.72
B/Zamora/52/2010,Spain,2010-12-01,EPI301330,B/HongKong/330/2001,2.0,2.04,2.72
B/Zamora/52/2010,Spain,2010-12-01,EPI301330,B/HongKong/330/2001,2.0,2.04,2.72
B/Zamora/52/2010,Spain,2010-12-01,EPI301330,B/HongKong/330/2001,2.0,2.04,2.72
B/Slovenia/819/2011,Slovenia,2011-02-03,EPI331100,B/HongKong/330/2001,2.0,2.04,2.72
B/Slovenia/819/2011,Slovenia,2011-02-03,EPI331100,B/HongKong/330/2001,2.0,2.04,2.72
B/Milano/34/2010,Italy,2010-04-01,EPI271891,B/HongKong/330/2001,2.0,2.04,2.72
B/Milano/34/2010,Italy,2010-04-01,EPI271891,B/HongKong/330/2001,2.0,2.04,2.72
B/Slovenia/1141/2011,Slovenia,2011-02-24,EPI334676,B/HongKong/330/2001,2.0,2.04,2.72
B/Slovenia/1141/2011,Slovenia,2011-02-24,EPI334676,B/HongKong/330/2001,2.0,2.04,2.72
B/Slovenia/1141/2011,Slovenia,2011-02-24,EPI334676,B/HongKong/330/2001,2.0,2.04,2.72
B/Slovenia/1141/2011,Slovenia,2011-02-24,EPI334676,B/HongKong/330/2001,2.0,2.04,2.72
B/Norway/459/2010,Norway,2010-04-22,EPI279849,B/HongKong/330/2001,1.8,1.78,2.72
B/Berlin/146/2011,Germany,2011-10-19,EPI352417,B/HongKong/330/2001,1.8,1.78,2.72
B/Stockholm/1/2010,Sweden,2010-01-01,EPI237648,B/HongKong/330/2001,1.8,1.78,2.72
B/India/8783/2008,India,2008-05-23,EPI171416,B/HongKong/330/2001,1.4,1.39,2.72
B/Kiev/40/2008,Ukraine,2008-03-11,EPI163154,B/HongKong/330/2001,1.4,1.39,2.54
B/Victoria/500/2007,Australia,2007-07-17,EPI484775,B/HongKong/330/2001,1.4,1.39,1.25
B/Wellington/1/2006,New Zealand,2006-06-13,EPI479818,B/HongKong/330/2001,1.4,1.39,1.25
B/Perth/14/2006,Australia,2006-07-18,EPI123943,B/HongKong/330/2001,2.0,2.07,1.25
B/Perth/1/2006,Australia,2006-08-01,EPI123913,B/HongKong/330/2001,2.0,2.07,1.25
B/Brisbane/8/2006,Australia,2006-07-04,EPI479930,B/HongKong/330/2001,2.0,2.07,1.25
B/NewYork/1196/2007,U S A,2007-11-20,EPI520227,B/HongKong/330/2001,0.4,0.46,1.25
B/Victoria/304/2006,Australia,2006-06-06,EPI502811,B/HongKong/330/2001,0.4,0.46,1.25
B/Sydney/71/2006,Australia,2006-08-20,EPI480088,B/HongKong/330/2001,0.4,0.46,1.25
B/Sydney/71/2006,Australia,2006-08-20,EPI480088,B/HongKong/330/2001,0.4,0.46,1.25
B/Victoria/505/2006,Australia,2006-06-04,EPI479777,B/HongKong/330/2001,0.4,0.46,1.25
B/HongKong/121/2007,Hong Kong,2007-03-07,EPI156114,B/HongKong/330/2001,0.4,0.46,1.51
B/Victoria/304/2006,Australia,2006-06-06,EPI502811,B/HongKong/330/2001,0.4,0.46,1.25
B/Sydney/14/2006,Australia,2006-07-24,EPI479986,B/HongKong/330/2001,0.4,0.46,1.25
B/Odessa/394/2007,Ukraine,2007-03-19,EPI161733,B/HongKong/330/2001,0.4,0.46,1.25
B/Sydney/83/2006,Australia,2006-09-09,EPI480175,B/HongKong/330/2001,1.4,1.4,1.25
B/Sydney/83/2006,Australia,2006-09-09,EPI480175,B/HongKong/330/2001,1.4,1.4,1.25
B/Astrakhan/88/2007,Russia,2007-06-04,EPI155738,B/HongKong/330/2001,0.4,0.47,1.25
B/Astrakhan/88/2007,Russia,2007-06-04,EPI155738,B/HongKong/330/2001,0.4,0.47,1.25
B/Astrakhan/88/2007,Russia,2007-06-04,EPI155738,B/HongKong/330/2001,0.4,0.47,1.25
B/Madagascar/2866/2006,Madagascar,2006-12-05,EPI347317,B/HongKong/330/2001,0.4,0.46,1.25
B/Madagascar/2866/2006,Madagascar,2006-12-05,EPI347317,B/HongKong/330/2001,0.4,0.46,1.25
B/Christchurch/4/2006,New Zealand,2006-03-08,EPI479752,B/HongKong/330/2001,0.4,0.46,1.25
B/Massachusetts/02/2007,U S A,2007-05-07,EPI134314,B/HongKong/330/2001,0.4,0.46,1.25
B/Seoul/4887/2007,South Korea,2007-12-23,EPI296067,B/HongKong/330/2001,0.3,0.33,1.43
B/Johannesburg/150/2007,South Africa,2007-07-23,EPI155956,B/HongKong/330/2001,1.2,1.22,1.43
B/Seoul/4887/2007,South Korea,2007-12-23,EPI296067,B/HongKong/330/2001,0.3,0.33,1.43
B/Johannesburg/449/2006,South Africa,2006-06-12,EPI123939,B/HongKong/330/2001,0.3,0.33,1.43
B/Thailand/21/2007,Thailand,2007-01-15,EPI156064,B/HongKong/330/2001,0.3,0.33,1.25
B/Bolivia/104/2010,Bolivia,2010-03-19,EPI278933,B/HongKong/330/2001,0.3,0.33,0.81
B/Bolivia/1526/2010,Bolivia,2010-10-01,EPI294717,B/HongKong/330/2001,0.3,0.33,1.25
B/Florida/16/2008,U S A,2008-12-10,EPI171422,B/HongKong/330/2001,1.8,1.81,1.51
B/Wisconsin/27/2008,U S A,2008-12-21,EPI172547,B/HongKong/330/2001,1.8,1.81,1.51
B/Uruguay/12/2008,Uruguay,2008-06-17,EPI163198,B/HongKong/330/2001,1.8,1.81,1.25
B/Brazil/2937/2008,Brazil,2008-07-28,EPI171406,B/HongKong/330/2001,0.3,0.33,1.25
B/HongKong/120/2008,Hong Kong,2008-02-09,EPI161961,B/HongKong/330/2001,0.8,0.84,1.25
B/HONGKONG/998/2008,Hong Kong,2007-06-01,EPI169171,B/HongKong/330/2001,0.8,0.84,1.25
B/Brazil/2937/2008,Brazil,2008-07-28,EPI171406,B/HongKong/330/2001,0.3,0.33,1.25
B/Brisbane/2/2007,Australia,2007-02-06,EPI484769,B/HongKong/330/2001,0.8,0.84,2.54
B/Osaka/16/2007,Japan,2007-03-01,EPI155948,B/HongKong/330/2001,0.8,0.84,1.25
B/Osaka/16/2007,Japan,2007-03-01,EPI155948,B/HongKong/330/2001,0.8,0.84,1.25
B/Osaka/16/2007,Japan,2007-03-01,EPI155948,B/HongKong/330/2001,0.8,0.84,1.25
B/IWATE/17/2009,Japan,2009-03-23,EPI187434,B/HongKong/330/2001,0.8,0.84,1.25
B/NewCaledonia/5/2006,New Caledonia,2006-04-24,EPI123929,B/HongKong/330/2001,0.4,0.45,1.25
B/Brisbane/90/2006,Australia,2006-09-26,EPI480199,B/HongKong/330/2001,0.4,0.45,1.25
B/Christchurch/75/2006,New Zealand,2006-09-19,EPI477759,B/HongKong/330/2001,0.3,0.33,1.25
B/Wellington/85/2006,New Zealand,2006-09-12,EPI477753,B/HongKong/330/2001,0.3,0.33,1.25
B/Philippines/2004/2008,Philippines,2008-04-22,EPI156073,B/HongKong/330/2001,0.3,0.33,1.25
B/England/63/2010,United Kingdom,2010-05-02,EPI279859,B/HongKong/330/2001,0.0,0.05,1.52
B/Nepal/1080/2005,Nepal,2005-11-01,EPI101551,B/HongKong/330/2001,0.0,0.05,1.25
B/Sydney/10/2006,Australia,2006-07-18,EPI477737,B/HongKong/330/2001,0.0,0.05,1.25
B/Sydney/10/2006,Australia,2006-07-18,EPI477737,B/HongKong/330/2001,0.0,0.05,1.25
B/Sydney/10/2006,Australia,2006-07-18,EPI477737,B/HongKong/330/2001,0.0,0.05,1.25
B/Sydney/10/2006,Australia,2006-07-18,EPI477737,B/HongKong/330/2001,0.0,0.05,1.25
B/India/33215/2006,India,2006-10-31,EPI155705,B/HongKong/330/2001,0.0,0.05,1.25
B/Johannesburg/403/2005,South Africa,2005-06-20,EPI347322,B/HongKong/330/2001,0.0,0.05,1.25
B/Taiwan/872/2005,Taiwan,2005-05-01,EPI110550,B/HongKong/330/2001,0.0,0.05,1.25
B/Romania/700/2005,Romania,2005-03-25,EPI157166,B/HongKong/330/2001,0.0,0.05,1.25
B/Romania/700/2005,Romania,2005-03-25,EPI157166,B/HongKong/330/2001,0.0,0.05,1.25
B/Laos/1232/2009,Laos,2009-07-15,EPI249545,B/HongKong/330/2001,0.0,0.05,1.25
B/Shanxi/Taigu15/2008,China,2008-01-11,EPI161984,B/HongKong/330/2001,0.0,0.05,1.25
B/Jilin-Chaoyang/1126/2007,China,2007-10-16,EPI554922,B/HongKong/330/2001,0.0,0.05,0.77
B/Taiwan/52/2005,Taiwan,2005-10-01,EPI110536,B/HongKong/330/2001,0.6,0.65,1.25
B/Taiwan/188/2005,Taiwan,2005-10-01,EPI110548,B/HongKong/330/2001,0.6,0.65,1.25
B/Taiwan/68/2005,Taiwan,2005-10-01,EPI110556,B/HongKong/330/2001,0.6,0.65,1.25
B/Taiwan/70/2005,Taiwan,2005-06-01,EPI110540,B/HongKong/330/2001,0.6,0.65,1.25
B/HongKong/45/2005,Hong Kong,2005-02-07,EPI211555,B/HongKong/330/2001,0.0,0.05,1.25
B/HongKong/45/2005,Hong Kong,2005-02-07,EPI211555,B/HongKong/330/2001,0.0,0.05,1.25
B/HongKong/45/2005,Hong Kong,2005-02-07,EPI211555,B/HongKong/330/2001,0.0,0.05,1.25
B/Taiwan/77/2005,Taiwan,2005-04-01,EPI110554,B/HongKong/330/2001,0.8,0.85,1.25
B/Nepal/1101/2005,Nepal,2005-04-01,EPI101539,B/HongKong/330/2001,0.0,0.05,1.25
B/Taiwan/39/2004,Taiwan,2004-12-01,EPI110502,B/HongKong/330/2001,0.0,0.05,1.25
B/Nepal/1101/2005,Nepal,2005-04-01,EPI101539,B/HongKong/330/2001,0.0,0.05,1.25
B/Nepal/1131/2005,Nepal,2005-11-01,EPI101517,B/HongKong/330/2001,0.0,0.05,1.25
B/Taiwan/39/2004,Taiwan,2004-12-01,EPI110502,B/HongKong/330/2001,0.0,0.05,1.25
B/CAMBODIA/30/2011,Cambodia,2011-01-04,EPI331319,B/HongKong/330/2001,0.2,0.21,1.25
B/HongKong/235/2009,Hong Kong,2009-07-09,EPI243625,B/HongKong/330/2001,0.2,0.21,1.25
B/Singapore/DSO_0100/2009,Singapore,2009-12-01,EPI355796,B/HongKong/330/2001,0.2,0.21,1.25
B/HongKong/235/2009,Hong Kong,2009-07-09,EPI243625,B/HongKong/330/2001,0.2,0.21,1.25
B/Nepal/1087/2005,Nepal,2005-03-01,EPI101549,B/HongKong/330/2001,0.0,0.05,1.25
B/Nepal/1090/2005,Nepal,2005-07-01,EPI101543,B/HongKong/330/2001,0.0,0.05,1.25
B/Nepal/1090/2005,Nepal,2005-07-01,EPI101543,B/HongKong/330/2001,0.0,0.05,1.25
B/Philippines/1506/2006,Philippines,2006-07-05,EPI123945,B/HongKong/330/2001,0.1,0.09,1.47
B/Hawaii/33/2004,U S A,2004-10-01,EPI159962,B/HongKong/330/2001,0.1,0.09,1.47
B/Hawaii/33/2004,U S A,2004-10-01,EPI159962,B/HongKong/330/2001,0.1,0.09,1.47
B/Hawaii/33/2004,U S A,2004-10-01,EPI159962,B/HongKong/330/2001,0.1,0.09,1.47
B/Taiwan/75/2004,Taiwan,2004-02-01,EPI110512,B/HongKong/330/2001,1.0,1.02,1.47
B/Taiwan/14/2004,Taiwan,2004-10-01,EPI110500,B/HongKong/330/2001,2.5,2.5,1.47
B/Perth/12/2004,Australia,2004-09-08,EPI117489,B/HongKong/330/2001,0.1,0.09,1.47
B/Taiwan/14/2004,Taiwan,2004-10-01,EPI110500,B/HongKong/330/2001,2.5,2.5,1.47
B/Perth/12/2004,Australia,2004-09-08,EPI117489,B/HongKong/330/2001,0.1,0.09,1.47
B/Taiwan/473/2005,Taiwan,2005-03-23,EPI157215,B/HongKong/330/2001,0.1,0.09,1.47
B/Wellington/21/2005,New Zealand,2005-06-05,EPI117551,B/HongKong/330/2001,0.4,0.45,1.57
B/Waikato/28/2005,New Zealand,2005-06-01,EPI117549,B/HongKong/330/2001,0.4,0.45,1.57
B/Arizona/162/2005,U S A,2005-02-01,EPI101497,B/HongKong/330/2001,0.4,0.45,1.57
B/Arizona/146/2005,U S A,2005-09-01,EPI99975,B/HongKong/330/2001,0.4,0.45,1.57
B/Arizona/146/2005,U S A,2005-09-01,EPI99975,B/HongKong/330/2001,0.4,0.45,1.57
B/Arizona/162/2005,U S A,2005-02-01,EPI101497,B/HongKong/330/2001,0.4,0.45,1.57
B/Arizona/146/2005,U S A,2005-09-01,EPI99975,B/HongKong/330/2001,0.4,0.45,1.57
B/Arizona/164/2005,U S A,2005-10-01,EPI101493,B/HongKong/330/2001,0.4,0.45,1.57
B/Arizona/164/2005,U S A,2005-10-01,EPI101493,B/HongKong/330/2001,0.4,0.45,1.57
B/Arizona/164/2005,U S A,2005-10-01,EPI101493,B/HongKong/330/2001,0.4,0.45,1.57
