strain,location,collection_date,ID,serum,antigenic_distance,Tree_model_log2,Subs_model_log2
B/HongKong/3298/2014,Hong Kong,2014-05-21,EPI536445,B/HongKong/330/2001,2.6,2.59,3.51
B/HongKong/3298/2014,Hong Kong,2014-05-21,EPI536445,B/HongKong/330/2001,2.6,2.59,3.51
B/HongKong/3221/2014,Hong Kong,2014-05-08,EPI536441,B/HongKong/330/2001,2.6,2.59,3.51
B/HongKong/3221/2014,Hong Kong,2014-05-08,EPI536441,B/HongKong/330/2001,2.6,2.59,3.51
B/HongKong/3224/2014,Hong Kong,2014-05-09,EPI536443,B/HongKong/330/2001,2.6,2.59,3.51
B/HongKong/3224/2014,Hong Kong,2014-05-09,EPI536443,B/HongKong/330/2001,2.6,2.59,3.51
B/HongKong/3224/2014,Hong Kong,2014-05-09,EPI536443,B/HongKong/330/2001,2.6,2.59,3.51
B/HongKong/3224/2014,Hong Kong,2014-05-09,EPI536443,B/HongKong/330/2001,2.6,2.59,3.51
B/BuenosAires/R335/2012,Argentina,2012-11-01,EPI406242,B/HongKong/330/2001,2.3,2.36,2.72
B/BuenosAires/770/2012,Argentina,2012-07-06,EPI406282,B/HongKong/330/2001,2.3,2.36,2.72
B/SantaFe/915530/2012,U S A,2012-08-21,EPI406323,B/HongKong/330/2001,2.3,2.36,2.72
B/Slovenia/1190/2013,Slovenia,2013-03-11,EPI460614,B/HongKong/330/2001,2.3,2.36,2.72
B/Slovenia/527/2013,Slovenia,2013-02-03,EPI460624,B/HongKong/330/2001,2.3,2.36,2.72
B/Hungary/05/2013,Hungary,2013-02-27,EPI461894,B/HongKong/330/2001,2.3,2.36,2.72
B/Hungary/05/2013,Hungary,2013-02-27,EPI461894,B/HongKong/330/2001,2.3,2.36,2.72
B/Hungary/05/2013,Hungary,2013-02-27,EPI461894,B/HongKong/330/2001,2.3,2.36,2.72
B/Caen/1623/2012,France,2012-10-24,EPI416268,B/HongKong/330/2001,2.3,2.36,2.72
B/Caen/1623/2012,France,2012-10-24,EPI416268,B/HongKong/330/2001,2.3,2.36,2.72
B/Caen/1623/2012,France,2012-10-24,EPI416268,B/HongKong/330/2001,2.3,2.36,2.72
B/Valladolid/99/2012,Spain,2012-12-20,EPI417765,B/HongKong/330/2001,2.3,2.36,2.72
B/Ireland/87829/2012,Ireland,2012-11-19,EPI445951,B/HongKong/330/2001,2.3,2.36,2.72
B/Valladolid/93/2013,Spain,2013-03-13,EPI460638,B/HongKong/330/2001,2.3,2.36,2.72
B/Valladolid/93/2013,Spain,2013-03-13,EPI460638,B/HongKong/330/2001,2.3,2.36,2.72
B/Valladolid/93/2013,Spain,2013-03-13,EPI460638,B/HongKong/330/2001,2.3,2.36,2.72
B/Norway/2402/2012,Norway,2012-11-27,EPI417718,B/HongKong/330/2001,2.5,2.52,3.51
B/Norway/1958/2013,Norway,2013-03-25,EPI468229,B/HongKong/330/2001,2.5,2.52,3.51
B/England/322/2012,United Kingdom,2012-02-29,EPI377703,B/HongKong/330/2001,2.8,2.86,2.72
B/SachenAnhalt/1/2012,Unknown,2012-01-01,EPI352438,B/HongKong/330/2001,2.3,2.36,2.72
B/England/322/2012,United Kingdom,2012-02-29,EPI377703,B/HongKong/330/2001,2.8,2.86,2.72
B/Lyon/2696/2012,France,2012-12-06,EPI431358,B/HongKong/330/2001,2.3,2.36,2.72
B/Picardie/1254/2013,France,2013-03-06,EPI465874,B/HongKong/330/2001,2.3,2.36,2.72
B/Lyon/2696/2012,France,2012-12-06,EPI431358,B/HongKong/330/2001,2.3,2.36,2.72
B/Denmark/5/2012,Denmark,2012-02-27,EPI379920,B/HongKong/330/2001,2.3,2.36,2.72
B/NAGASAKI/68/2015,Japan,2015-05-25,EPIHA,B/HongKong/330/2001,2.3,2.31,2.39
B/Victoria/847/2015,Australia,2015-08-03,EPIHA,B/HongKong/330/2001,2.3,2.31,2.39
B/Hawaii/14/2015,U S A,2015-06-11,EPIHA,B/HongKong/330/2001,2.3,2.31,2.39
B/Hawaii/14/2015,U S A,2015-06-11,EPIHA,B/HongKong/330/2001,2.3,2.31,2.39
B/Wisconsin/45/2015,U S A,2015-04-27,EPIHA,B/HongKong/330/2001,2.3,2.31,2.39
B/BuenosAires/10987831/2014,Argentina,2014-06-19,EPI543163,B/HongKong/330/2001,2.3,2.31,2.39
B/BuenosAires/10987831/2014,Argentina,2014-06-19,EPI543163,B/HongKong/330/2001,2.3,2.31,2.39
B/SantaFe/1211/2014,U S A,2014-06-19,EPI543170,B/HongKong/330/2001,2.3,2.31,2.39
B/Berlin/1/2014,Germany,2014-01-15,EPI505323,B/HongKong/330/2001,2.6,2.61,2.39
B/BuenosAires/10978573/2014,Argentina,2014-07-07,EPI543159,B/HongKong/330/2001,2.6,2.61,2.39
B/VICTORIA/813/2013,Australia,2013-08-21,EPI491353,B/HongKong/330/2001,2.6,2.61,2.39
B/Iceland/66/2014,Iceland,2014-03-18,EPI536455,B/HongKong/330/2001,2.3,2.31,2.39
B/Florida/07/2013,U S A,2013-11-07,EPI492847,B/HongKong/330/2001,2.6,2.61,2.39
B/Norway/2090/2013,Norway,2013-04-14,EPI468231,B/HongKong/330/2001,2.3,2.31,2.39
B/England/226/2013,United Kingdom,2013-02-01,EPI445937,B/HongKong/330/2001,2.3,2.31,2.39
B/England/226/2013,United Kingdom,2013-02-01,EPI445937,B/HongKong/330/2001,2.3,2.31,2.39
B/England/226/2013,United Kingdom,2013-02-01,EPI445937,B/HongKong/330/2001,2.3,2.31,2.39
B/Hungary/07/2013,Hungary,2013-02-27,EPI461896,B/HongKong/330/2001,2.3,2.31,2.39
B/Florida/30/2014,U S A,2014-08-26,EPI550831,B/HongKong/330/2001,2.3,2.31,2.39
B/Florida/30/2014,U S A,2014-08-26,EPI550831,B/HongKong/330/2001,2.3,2.31,2.39
B/Florida/30/2014,U S A,2014-08-26,EPI550831,B/HongKong/330/2001,2.3,2.31,2.39
B/Florida/30/2014,U S A,2014-08-26,EPI550831,B/HongKong/330/2001,2.3,2.31,2.39
B/Zamora/102/2013,Spain,2013-03-19,EPI460644,B/HongKong/330/2001,2.3,2.31,2.39
B/Bretagne/1591/2013,France,2013-04-17,EPI477341,B/HongKong/330/2001,2.3,2.31,2.39
B/Uruguay/177/2013,Uruguay,2013-06-10,EPI468104,B/HongKong/330/2001,2.3,2.31,2.39
B/HongKong/3608/2012,Hong Kong,2012-11-09,EPI431334,B/HongKong/330/2001,2.3,2.31,2.39
B/St.Petersburg/18/2012,Russia,2012-04-13,EPI379930,B/HongKong/330/2001,2.3,2.31,2.72
B/Darwin/17/2015,Australia,2015-07-07,EPIHA,B/HongKong/330/2001,2.0,2.0,2.72
B/Brandenburg/2/2014,Germany,2014-02-10,EPI515241,B/HongKong/330/2001,2.8,2.78,2.72
B/SachsenAnhalt/13/2013,Germany,2013-11-29,EPI500373,B/HongKong/330/2001,2.8,2.78,2.72
B/Darwin/17/2015,Australia,2015-07-07,EPIHA,B/HongKong/330/2001,2.0,2.0,2.72
B/AICHI/62/2013,Japan,2013-10-15,EPI497547,B/HongKong/330/2001,2.0,2.0,2.72
B/AICHI/62/2013,Japan,2013-10-15,EPI497547,B/HongKong/330/2001,2.0,2.0,2.72
B/Mauritius/678/2012,Mauritius,2012-07-21,EPI406295,B/HongKong/330/2001,1.6,1.67,2.72
B/Mauritius/678/2012,Mauritius,2012-07-21,EPI406295,B/HongKong/330/2001,1.6,1.67,2.72
B/Mauritius/614/2012,Mauritius,2012-07-11,EPI406293,B/HongKong/330/2001,1.6,1.67,2.72
B/Mauritius/571/2012,Mauritius,2012-06-29,EPI406291,B/HongKong/330/2001,1.6,1.67,2.72
B/Norway/2389/2012,Norway,2012-11-28,EPI417717,B/HongKong/330/2001,1.8,1.8,2.72
B/Sachsen/26/2012,Germany,2012-12-18,EPI417763,B/HongKong/330/2001,1.8,1.8,2.72
B/Sachsen/26/2012,Germany,2012-12-18,EPI417763,B/HongKong/330/2001,1.8,1.8,2.72
B/Sachsen/26/2012,Germany,2012-12-18,EPI417763,B/HongKong/330/2001,1.8,1.8,2.72
B/Sachsen/26/2012,Germany,2012-12-18,EPI417763,B/HongKong/330/2001,1.8,1.8,2.72
B/PaysdeLoire/1222/2013,France,2013-03-05,EPI477389,B/HongKong/330/2001,1.8,1.8,2.72
B/Blida/113/2012,Algeria,2012-11-08,EPI431320,B/HongKong/330/2001,1.8,1.8,2.72
B/Djibouti/IP1157/2012,Djibouti,2012-03-24,EPI392566,B/HongKong/330/2001,1.8,1.8,2.72
B/Finland/310/2013,Finland,2013-01-14,EPI433372,B/HongKong/330/2001,2.2,2.22,2.72
B/Finland/293/2012,Finland,2012-11-08,EPI398731,B/HongKong/330/2001,2.2,2.22,2.72
B/HongKong/3501/2012,Hong Kong,2012-05-01,EPI392577,B/HongKong/330/2001,2.2,2.18,2.72
B/England/507/2012,United Kingdom,2012-04-04,EPI377707,B/HongKong/330/2001,2.2,2.18,2.72
B/Norway/2368/2011,Norway,2011-12-05,EPI352434,B/HongKong/330/2001,2.2,2.18,2.72
B/Ukraine/5376/2012,Ukraine,2012-03-26,EPI379946,B/HongKong/330/2001,2.2,2.18,2.72
B/Ukraine/5376/2012,Ukraine,2012-03-26,EPI379946,B/HongKong/330/2001,2.2,2.18,2.72
B/England/626/2012,United Kingdom,2012-12-06,EPI416451,B/HongKong/330/2001,2.3,2.33,3.15
B/England/579/2012,United Kingdom,2012-10-30,EPI408059,B/HongKong/330/2001,2.3,2.33,3.15
B/England/579/2012,United Kingdom,2012-10-30,EPI408059,B/HongKong/330/2001,2.3,2.33,3.15
B/England/579/2012,United Kingdom,2012-10-30,EPI408059,B/HongKong/330/2001,2.3,2.33,3.15
B/Formosa/V2367/2012,Argentina,2012-08-06,EPI406250,B/HongKong/330/2001,2.1,2.09,3.15
B/Formosa/V2367/2012,Argentina,2012-08-06,EPI406250,B/HongKong/330/2001,2.1,2.09,3.15
B/Milano/101/2013,Italy,2013-02-19,EPI464757,B/HongKong/330/2001,2.1,2.09,3.15
B/Milano/101/2013,Italy,2013-02-19,EPI464757,B/HongKong/330/2001,2.1,2.09,3.15
B/Leon/116/2013,Spain,2013-03-26,EPI460594,B/HongKong/330/2001,2.1,2.09,3.15
B/Reims/1624/2012,France,2012-10-22,EPI416270,B/HongKong/330/2001,2.1,2.09,3.15
B/Estonia/77361/2013,Estonia,2013-04-05,EPI467118,B/HongKong/330/2001,1.9,1.96,2.72
B/Jordan/30306/2013,Jordan,2013-04-25,EPI468060,B/HongKong/330/2001,1.9,1.93,2.72
B/Jordan/30266/2013,Jordan,2013-04-10,EPI468054,B/HongKong/330/2001,1.9,1.93,2.72
B/Jordan/30242/2013,Jordan,2013-03-31,EPI468046,B/HongKong/330/2001,1.9,1.93,2.72
B/Jordan/30306/2013,Jordan,2013-04-25,EPI468060,B/HongKong/330/2001,1.9,1.93,2.72
B/Jordan/30242/2013,Jordan,2013-03-31,EPI468046,B/HongKong/330/2001,1.9,1.93,2.72
B/Jordan/30242/2013,Jordan,2013-03-31,EPI468046,B/HongKong/330/2001,1.9,1.93,2.72
B/Jordan/30187/2013,Jordan,2013-03-11,EPI468044,B/HongKong/330/2001,1.9,1.93,2.72
B/Jordan/30244/2013,Jordan,2013-04-01,EPI468048,B/HongKong/330/2001,1.9,1.93,2.72
B/Jordan/30250/2013,Jordan,2013-04-06,EPI468050,B/HongKong/330/2001,1.9,1.93,2.72
B/Jordan/20440/2012,Jordan,2012-12-10,EPI417747,B/HongKong/330/2001,1.9,1.93,2.72
B/Jordan/20440/2012,Jordan,2012-12-10,EPI417747,B/HongKong/330/2001,1.9,1.93,2.72
B/Jordan/20440/2012,Jordan,2012-12-10,EPI417747,B/HongKong/330/2001,1.9,1.93,2.72
B/Jordan/20440/2012,Jordan,2012-12-10,EPI417747,B/HongKong/330/2001,1.9,1.93,2.72
B/Switzerland/5867933/2012,Switzerland,2012-01-20,EPI357700,B/HongKong/330/2001,1.9,1.93,2.72
B/England/22/2013,United Kingdom,2013-01-02,EPI445935,B/HongKong/330/2001,2.2,2.25,2.72
B/Tbilisi/524/2013,Georgia Country,2013-02-20,EPI461926,B/HongKong/330/2001,1.9,1.89,2.72
B/Tbilisi/524/2013,Georgia Country,2013-02-20,EPI461926,B/HongKong/330/2001,1.9,1.89,2.72
B/Georgia/655/2012,U S A,2012-04-12,EPI387451,B/HongKong/330/2001,1.9,1.89,2.72
B/Tbilisi/524/2013,Georgia Country,2013-02-20,EPI461926,B/HongKong/330/2001,1.9,1.89,2.72
B/Kutaisi/384/2013,Georgia Country,2013-02-14,EPI461910,B/HongKong/330/2001,1.9,1.89,2.72
B/Kutaisi/384/2013,Georgia Country,2013-02-14,EPI461910,B/HongKong/330/2001,1.9,1.89,2.72
B/BuenosAires/R146/2012,Argentina,2012-07-01,EPI406240,B/HongKong/330/2001,2.2,2.18,2.72
B/Ozirgeti/542/2013,Georgia Country,2013-02-19,EPI461914,B/HongKong/330/2001,1.9,1.89,2.72
B/Ozirgeti/542/2013,Georgia Country,2013-02-19,EPI461914,B/HongKong/330/2001,1.9,1.89,2.72
B/BuenosAires/R146/2012,Argentina,2012-07-01,EPI406240,B/HongKong/330/2001,2.2,2.18,2.72
B/Milano/03/2012,Italy,2012-02-16,EPI387455,B/HongKong/330/2001,2.2,2.18,2.72
B/Norway/2429/2011,Norway,2011-12-14,EPI352436,B/HongKong/330/2001,2.2,2.18,2.72
B/Milano/03/2012,Italy,2012-02-16,EPI387455,B/HongKong/330/2001,2.2,2.18,2.72
B/Milano/03/2012,Italy,2012-02-16,EPI387455,B/HongKong/330/2001,2.2,2.18,2.72
B/Denmark/15/2012,Denmark,2012-04-16,EPI379916,B/HongKong/330/2001,2.5,2.53,2.72
B/Praha/52/2012,Czech Republic,2012-02-01,EPI377726,B/HongKong/330/2001,2.5,2.55,2.72
B/Vsetin/51/2012,Unknown,2012-10-01,EPI377722,B/HongKong/330/2001,2.5,2.55,2.72
B/Praha/90/2012,Czech Republic,2012-10-01,EPI377730,B/HongKong/330/2001,2.5,2.55,2.72
B/HongKong/3546/2012,Hong Kong,2012-05-13,EPI392585,B/HongKong/330/2001,1.6,1.67,2.72
B/Austria/653113/2012,Austria,2012-01-01,EPI357732,B/HongKong/330/2001,2.2,2.22,2.72
B/HongKong/3546/2012,Hong Kong,2012-05-13,EPI392585,B/HongKong/330/2001,1.6,1.67,2.72
B/HongKong/3546/2012,Hong Kong,2012-05-13,EPI392585,B/HongKong/330/2001,1.6,1.67,2.72
B/Austria/723800/2013,Austria,2013-03-07,EPI467102,B/HongKong/330/2001,2.2,2.27,2.72
B/Austria/723800/2013,Austria,2013-03-07,EPI467102,B/HongKong/330/2001,2.2,2.27,2.72
B/Austria/723800/2013,Austria,2013-03-07,EPI467102,B/HongKong/330/2001,2.2,2.27,2.72
B/Austria/723800/2013,Austria,2013-03-07,EPI467102,B/HongKong/330/2001,2.2,2.27,2.72
B/Switzerland/5632623/2011,Switzerland,2011-11-21,EPI357702,B/HongKong/330/2001,2.2,2.27,2.72
B/HongKong/6/2013,Hong Kong,2013-01-07,EPI431338,B/HongKong/330/2001,1.7,1.76,2.72
B/HongKong/6/2013,Hong Kong,2013-01-07,EPI431338,B/HongKong/330/2001,1.7,1.76,2.72
B/HongKong/6/2013,Hong Kong,2013-01-07,EPI431338,B/HongKong/330/2001,1.7,1.76,2.72
B/PaysdeLoire/1240/2012,France,2012-04-03,EPI392618,B/HongKong/330/2001,1.7,1.76,2.72
B/Trnava/783/2013,Slovakia,2013-03-05,EPI464785,B/HongKong/330/2001,1.6,1.67,2.72
B/Trnava/783/2013,Slovakia,2013-03-05,EPI464785,B/HongKong/330/2001,1.6,1.67,2.72
B/HauteNormandie/1452/2013,France,2013-03-23,EPI465877,B/HongKong/330/2001,2.1,2.15,2.72
B/Lyon/2760/2012,France,2012-12-17,EPI416459,B/HongKong/330/2001,2.1,2.15,2.72
B/Lyon/2760/2012,France,2012-12-17,EPI416459,B/HongKong/330/2001,2.1,2.15,2.72
B/Ireland/00125/2013,Ireland,2013-01-03,EPI431342,B/HongKong/330/2001,1.6,1.67,2.72
B/SouthAustralia/81/2012,Australia,2012-11-28,EPI566499,B/HongKong/330/2001,1.6,1.67,2.72
B/SouthAustralia/81/2012,Australia,2012-11-28,EPI566499,B/HongKong/330/2001,1.6,1.67,2.72
B/Firenze/3/2013,Italy,2013-01-21,EPI464733,B/HongKong/330/2001,1.6,1.67,2.72
B/Firenze/3/2013,Italy,2013-01-21,EPI464733,B/HongKong/330/2001,1.6,1.67,2.72
B/Firenze/3/2013,Italy,2013-01-21,EPI464733,B/HongKong/330/2001,1.6,1.67,2.72
B/Praha/27/2012,Czech Republic,2012-10-01,EPI377724,B/HongKong/330/2001,1.6,1.67,2.72
B/Praha/27/2012,Czech Republic,2012-10-01,EPI377724,B/HongKong/330/2001,1.6,1.67,2.72
B/Praha/27/2012,Czech Republic,2012-10-01,EPI377724,B/HongKong/330/2001,1.6,1.67,2.72
B/Malta/MV636714/2011,Malta,2011-03-07,EPI346734,B/HongKong/330/2001,1.6,1.63,2.72
B/Malta/MV636714/2011,Malta,2011-03-07,EPI346734,B/HongKong/330/2001,1.6,1.63,2.72
B/HongKong/762/2011,Hong Kong,2011-06-22,EPI334692,B/HongKong/330/2001,1.6,1.63,2.72
B/Malta/MV636714/2011,Malta,2011-03-07,EPI346734,B/HongKong/330/2001,1.6,1.63,2.72
B/Malmoe/2/2011,Sweden,2011-05-04,EPI326189,B/HongKong/330/2001,1.6,1.63,2.72
B/HongKong/767/2011,Hong Kong,2011-06-27,EPI334700,B/HongKong/330/2001,1.6,1.63,2.72
B/HongKong/767/2011,Hong Kong,2011-06-27,EPI334700,B/HongKong/330/2001,1.6,1.63,2.72
B/Latvia/3-39620p/2011,Latvia,2011-03-16,EPI319371,B/HongKong/330/2001,1.6,1.63,2.72
B/Latvia/3-39620p/2011,Latvia,2011-03-16,EPI319371,B/HongKong/330/2001,1.6,1.63,2.72
B/Ireland/21653/2011,Ireland,2011-03-14,EPI326155,B/HongKong/330/2001,1.6,1.63,2.72
B/Slovenia/955/2012,Slovenia,2012-03-26,EPI377682,B/HongKong/330/2001,1.6,1.63,2.72
B/Maevatanana/5151/2012,Madagascar,2012-11-05,EPI438765,B/HongKong/330/2001,2.2,2.21,3.01
B/Madagascar/01593/2012,Madagascar,2012-02-27,EPI392604,B/HongKong/330/2001,2.2,2.21,3.01
B/Madagascar/01593/2012,Madagascar,2012-02-27,EPI392604,B/HongKong/330/2001,2.2,2.21,3.01
B/Antsirabe/4171/2012,Madagascar,2012-07-31,EPI445917,B/HongKong/330/2001,2.2,2.21,3.01
B/Antsirabe/4171/2012,Madagascar,2012-07-31,EPI445917,B/HongKong/330/2001,2.2,2.21,3.01
B/Antsirabe/4171/2012,Madagascar,2012-07-31,EPI445917,B/HongKong/330/2001,2.2,2.21,3.01
B/Antsirabe/4171/2012,Madagascar,2012-07-31,EPI445917,B/HongKong/330/2001,2.2,2.21,3.01
B/Madagascar/01732/2012,Madagascar,2012-03-07,EPI392608,B/HongKong/330/2001,2.1,2.1,2.72
B/Madagascar/01732/2012,Madagascar,2012-03-07,EPI392608,B/HongKong/330/2001,2.1,2.1,2.72
B/Madagascar/01732/2012,Madagascar,2012-03-07,EPI392608,B/HongKong/330/2001,2.1,2.1,2.72
B/Madagascar/01732/2012,Madagascar,2012-03-07,EPI392608,B/HongKong/330/2001,2.1,2.1,2.72
B/Malta/MV642476/2011,Malta,2011-04-02,EPI319388,B/HongKong/330/2001,1.6,1.63,2.72
B/Dakar/14/2012,Senegal,2012-04-11,EPI406244,B/HongKong/330/2001,2.1,2.13,2.99
B/Dakar/14/2012,Senegal,2012-04-11,EPI406244,B/HongKong/330/2001,2.1,2.13,2.99
B/Dakar/01/2012,Senegal,2012-04-12,EPI393560,B/HongKong/330/2001,2.1,2.13,2.99
B/Dakar/01/2012,Senegal,2012-04-12,EPI393560,B/HongKong/330/2001,2.1,2.13,2.99
B/Dakar/01/2012,Senegal,2012-04-12,EPI393560,B/HongKong/330/2001,2.1,2.13,2.99
B/Dakar/04/2012,Senegal,2012-04-13,EPI393564,B/HongKong/330/2001,2.1,2.13,2.99
B/Dakar/06/2012,Senegal,2012-04-15,EPI393568,B/HongKong/330/2001,2.1,2.13,2.99
B/Dakar/06/2012,Senegal,2012-04-15,EPI393568,B/HongKong/330/2001,2.1,2.13,2.99
B/Dakar/06/2012,Senegal,2012-04-15,EPI393568,B/HongKong/330/2001,2.1,2.13,2.99
B/Dakar/06/2012,Senegal,2012-04-15,EPI393568,B/HongKong/330/2001,2.1,2.13,2.99
B/Stockholm/10/2011,Sweden,2011-02-27,EPI319554,B/HongKong/330/2001,1.6,1.63,2.72
B/Stockholm/7/2011,Sweden,2011-02-02,EPI319537,B/HongKong/330/2001,1.6,1.63,2.72
B/Stockholm/15/2011,Sweden,2011-02-20,EPI319552,B/HongKong/330/2001,1.6,1.63,2.72
B/Stockholm/14/2011,Sweden,2011-03-10,EPI319564,B/HongKong/330/2001,1.6,1.63,2.72
B/Stockholm/14/2011,Sweden,2011-03-10,EPI319564,B/HongKong/330/2001,1.6,1.63,2.72
B/Stockholm/16/2011,Sweden,2011-02-04,EPI319546,B/HongKong/330/2001,1.6,1.63,2.72
B/Stockholm/7/2010,Sweden,2010-11-08,EPI301284,B/HongKong/330/2001,1.6,1.63,2.72
B/Stockholm/3/2011,Sweden,2011-01-11,EPI309625,B/HongKong/330/2001,1.6,1.63,2.72
B/Stockholm/11/2011,Sweden,2011-02-27,EPI319556,B/HongKong/330/2001,1.6,1.63,2.72
