strain,location,collection_date,ID,serum,antigenic_distance,Tree_model_log2,Subs_model_log2
B/Kadoma/122/1999,Zimbabwe,1999-03-01,EPI437,B/Massachusetts/02/2012,0.6,2.72,1.38
B/Shiga/T30/1998,Japan,1998-11-01,EPI5182,B/Massachusetts/02/2012,0.6,2.72,1.38
B/Shiga/T30/1998,Japan,1998-11-01,EPI5182,B/Massachusetts/02/2012,0.6,2.72,1.38
B/NewYork/1020/1999,U S A,1999-11-01,EPI517962,B/Massachusetts/02/2012,0.6,2.72,1.38
B/Yamagata/K520/2001,Japan,2001-12-01,EPI931,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Yamagata/K501/2001,Japan,2001-07-01,EPI921,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Yamagata/K501/2001,Japan,2001-07-01,EPI921,B/Massachusetts/02/2012,1.2,3.32,1.38
B/HongKong/110/1999,Hong Kong,1999-08-01,EPI9020,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Malaysia/13367/1997,Malaysia,1997-08-06,EPI374263,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Bangkok/269/1999,Thailand,1999-09-13,EPI116941,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Bangkok/269/1999,Thailand,1999-09-13,EPI116941,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Quebec/173/1998,Canada,1998-12-01,EPI12501,B/Massachusetts/02/2012,1.2,3.32,1.07
B/Yamanashi/166/1998,Japan,1998-06-01,EPI116551,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Houston/B65/1998,U S A,1998-05-04,EPI49998,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Quebec/465/1998,Canada,1998-01-01,EPI12503,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Yamanashi/166/1998,Japan,1998-06-01,EPI116551,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Lisboa/3/1997,Portugal,1997-06-01,EPI127598,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Lisboa/2/1997,Portugal,1997-12-01,EPI127596,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Lisboa/2/1997,Portugal,1997-12-01,EPI127596,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Argentina/113/2000,Argentina,2000-08-09,EPI158332,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Argentina/218/1997,Argentina,1997-05-01,EPI5174,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Fatick/27/1997,Unknown,1997-10-13,EPI347349,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Netherlands/1/1997,Netherlands,1997-07-01,EPI6659,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Houston/B63/1997,U S A,1997-03-05,EPI50097,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Houston/B63/1997,U S A,1997-03-05,EPI50097,B/Massachusetts/02/2012,1.2,3.32,1.38
B/Scotland/18/1997,United Kingdom,1997-01-04,EPI314869,B/Massachusetts/02/2012,0.6,2.72,1.38
B/Lusaka/432/1999,Zambia,1999-01-01,EPI390,B/Massachusetts/02/2012,0.3,2.41,1.38
B/Lusaka/270/1999,Zambia,1999-01-01,EPI371,B/Massachusetts/02/2012,0.3,2.41,1.38
B/England/362/1996,United Kingdom,1996-12-11,EPI314866,B/Massachusetts/02/2012,0.3,2.41,1.38
B/Malaysia/10928/1996,Malaysia,1996-10-05,EPI374223,B/Massachusetts/02/2012,0.3,2.41,1.38
B/Wellington/1/1996,New Zealand,1996-08-01,EPI4487,B/Massachusetts/02/2012,0.3,2.41,1.38
B/Singapore/21/1998,Singapore,1998-07-20,EPI116943,B/Massachusetts/02/2012,0.3,2.41,1.38
B/Singapore/11/1995,Singapore,1995-11-01,EPI347353,B/Massachusetts/02/2012,0.3,2.41,1.38
B/England/296/1996,United Kingdom,1996-11-14,EPI314864,B/Massachusetts/02/2012,0.3,2.41,1.06
B/Russia/222/1995,Russia,1995-10-01,EPI4513,B/Massachusetts/02/2012,0.3,2.41,1.06
B/England/296/1996,United Kingdom,1996-11-14,EPI314864,B/Massachusetts/02/2012,0.3,2.41,1.06
B/Argentina/4105/1995,Argentina,1995-12-01,EPI4567,B/Massachusetts/02/2012,0.0,2.09,1.21
