,R0_v_mean,R0_y_mean,w_v_mean,w_y_mean,cv_mean,cy_mean,tv_0_mean,ty_0_mean,det_prob_v_mean,det_prob_y_mean,confirmed_dispersion_v_mean,confirmed_dispersion_y_mean,S_rate_ini_mean,Rcv_rate_ini_mean,Rcy_rate_ini_mean,Rv_rate_ini_mean,Ry_rate_ini_mean,R_rate_ini_mean,R0_v_std,R0_y_std,w_v_std,w_y_std,cv_std,cy_std,tv_0_std,ty_0_std,det_prob_v_std,det_prob_y_std,confirmed_dispersion_v_std,confirmed_dispersion_y_std,S_rate_ini_std,Rcv_rate_ini_std,Rcy_rate_ini_std,Rv_rate_ini_std,Ry_rate_ini_std,R_rate_ini_std,R0_v_neff,R0_y_neff,w_v_neff,w_y_neff,cv_neff,cy_neff,tv_0_neff,ty_0_neff,det_prob_v_neff,det_prob_y_neff,confirmed_dispersion_v_neff,confirmed_dispersion_y_neff,S_rate_ini_neff,Rcv_rate_ini_neff,Rcy_rate_ini_neff,Rv_rate_ini_neff,Ry_rate_ini_neff,R_rate_ini_neff,R0_v_rhat,R0_y_rhat,w_v_rhat,w_y_rhat,cv_rhat,cy_rhat,tv_0_rhat,ty_0_rhat,det_prob_v_rhat,det_prob_y_rhat,confirmed_dispersion_v_rhat,confirmed_dispersion_y_rhat,S_rate_ini_rhat,Rcv_rate_ini_rhat,Rcy_rate_ini_rhat,Rv_rate_ini_rhat,Ry_rate_ini_rhat,R_rate_ini_rhat,bv_log_likelihood_mean,bv_log_likelihood_std,by_log_likelihood_mean,by_log_likelihood_std,runtime,bv_rmse,by_rmse,bv_mape,by_mape,bv_mae,by_mae,bv_corr,by_corr,bv_r2,by_r2,file_num,log_likelihood_sum,log_likelihood_std,neff_mean,rhat_mean
720,1.568,1.248,0.82,0.634,0.123,0.188,16.083,18.805,0.393,0.503,0.939,1.441,0.384,0.091,0.013,0.787,0.645,0.837,0.018,0.002,0.019,0.016,0.02,0.019,0.169,0.162,0.016,0.016,0.086,0.096,0.017,0.008,0.003,0.019,0.018,0.019,1225.0,1130.0,1011.0,976.0,946.0,1248.0,1104.0,1525.0,1042.0,995.0,1012.0,1438.0,1109.0,618.0,801.0,1028.0,1024.0,766.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-588.6842745218447,5.399848750114433,-852.7931045430738,10.103377334955752,0.080549964706103,182.57771646348195,155.96530534252878,117741166728641.69,0.8138537361681625,52.71568627450981,68.36601307189542,0.607549095827319,0.5034927895805067,-59.0233391415956,-0.5785241388997093,721,-1441.4773790649185,15.503226085070185,1055.4444444444443,1.001111111111111
721,2.609,1.149,0.919,0.681,0.042,0.261,21.384,19.67,0.763,0.835,1.232,1.342,0.286,0.09,0.023,0.705,0.536,0.57,0.02,0.013,0.02,0.019,0.018,0.019,0.19,0.171,0.019,0.019,0.087,0.087,0.021,0.009,0.011,0.021,0.021,0.02,1661.0,1139.0,1042.0,1187.0,487.0,1220.0,1268.0,1296.0,1026.0,1248.0,1030.0,944.0,857.0,1232.0,799.0,1295.0,1367.0,1117.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,-621.3835412185094,5.106035141693616,-824.9740044957514,7.214464805500058,0.076826278037495,690.325458433985,138.35758114912932,353223500185928.8,0.8308144578836092,211.30718954248368,68.42483660130719,0.3163842441428387,0.4782253474687105,-857.0891090582584,-0.2422275294008364,722,-1446.3575457142608,12.320499947193674,1123.0555555555557,1.001111111111111
722,1.893,1.069,0.658,0.672,0.327,0.554,21.457,13.71,0.516,0.617,1.398,1.822,0.807,0.094,0.037,0.251,0.376,0.455,0.02,0.014,0.022,0.02,0.02,0.019,0.178,0.172,0.017,0.017,0.091,0.094,0.021,0.006,0.017,0.02,0.021,0.019,1146.0,1037.0,1151.0,1141.0,1269.0,1100.0,1317.0,1371.0,1629.0,1371.0,1324.0,1337.0,1138.0,964.0,1138.0,906.0,1518.0,1708.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,-654.8389462843484,6.840036095401012,-930.7565235026548,10.588748591406985,0.0717434471845626,537.8482562322073,115.39228347236796,353223500185927.6,0.808750922854866,146.1013071895425,63.03921568627451,0.1425590986206393,0.5238317185484931,-519.8877449473656,0.1359303259470674,723,-1585.5954697870031,17.428784686807997,1253.611111111111,1.0005555555555554
723,1.461,1.248,0.493,0.419,0.55,0.308,19.288,18.018,0.35,0.454,0.877,1.375,0.525,0.069,0.071,0.82,0.544,0.646,0.016,0.002,0.017,0.015,0.02,0.019,0.181,0.172,0.015,0.016,0.088,0.093,0.017,0.017,0.016,0.02,0.018,0.02,1247.0,1431.0,1090.0,1281.0,1339.0,1413.0,1385.0,1244.0,1147.0,1115.0,1498.0,1174.0,1229.0,700.0,1083.0,1141.0,1201.0,1424.0,1.01,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,-567.3811760578474,6.6055574899488105,-835.882984043014,9.988393600818332,0.0759852272934383,102.47413191834464,116.94726061223444,323788208503762.3,0.7447119170698427,35.94117647058823,57.26470588235294,0.5468865589431879,0.5017378552564448,-17.90832706816366,0.112485750668313,724,-1403.2641601008613,16.593951090767142,1230.111111111111,1.0022222222222221
724,1.43,1.244,0.797,0.383,0.48,0.855,16.659,16.753,0.771,0.83,0.812,0.545,0.77,0.096,0.015,0.613,0.278,0.776,0.019,0.005,0.019,0.014,0.019,0.02,0.178,0.165,0.019,0.019,0.078,0.063,0.019,0.004,0.005,0.018,0.019,0.019,1092.0,650.0,707.0,901.0,1005.0,1021.0,1259.0,986.0,1356.0,1279.0,1269.0,1201.0,1518.0,625.0,645.0,929.0,982.0,1038.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-554.0079646928881,3.6544566685585647,-683.1135207841116,5.364717200409092,0.0791632005241182,369.98992434611927,177.72349916896962,353223500185923.2,0.6684319659168638,105.74183006535948,72.11437908496733,0.649098925092001,0.636501791673373,-245.49289457069395,-1.0496746918790365,725,-1237.1214854769996,9.019173868967655,1025.7222222222222,1.0005555555555554
725,2.044,1.096,0.209,0.312,0.394,0.685,19.26,17.913,0.854,0.926,1.197,0.613,0.826,0.049,0.063,0.878,0.156,0.432,0.037,0.013,0.02,0.016,0.02,0.019,0.223,0.185,0.022,0.023,0.091,0.08,0.036,0.022,0.024,0.017,0.028,0.032,7.0,184.0,10.0,869.0,509.0,1066.0,39.0,1233.0,1500.0,31.0,123.0,15.0,7.0,14.0,8.0,28.0,9.0,10.0,1.21,1.01,1.14,1.01,1.01,1.01,1.04,1.01,1.0,1.05,1.03,1.09,1.22,1.1,1.18,1.06,1.17,1.14,-614.0813939971938,6.900635454523894,-692.2485273378899,10.384594330259109,0.1185441734393437,122.92521904444256,101.77077600997843,1412894000743688.0,0.5336401052665275,65.09477124183006,42.6797385620915,0.7966634633392743,0.5998184431220301,-26.208624784872764,0.3278883859452275,726,-1306.3299213350838,17.285229784783002,314.55555555555554,1.082222222222222
726,2.054,1.217,0.623,0.323,0.94,0.296,14.884,14.769,0.866,0.877,1.484,0.578,0.678,0.092,0.017,0.564,0.422,0.369,0.022,0.013,0.023,0.015,0.019,0.019,0.196,0.171,0.019,0.019,0.091,0.063,0.02,0.006,0.006,0.02,0.019,0.02,1345.0,696.0,997.0,1037.0,817.0,1133.0,946.0,996.0,1303.0,1203.0,970.0,906.0,1094.0,1133.0,1190.0,1072.0,1129.0,1233.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-667.3324135729239,7.002406250952458,-688.5378571119018,4.492257487201536,0.0855747550063663,744.6423473656303,111.41912861902225,412094083550269.94,0.6491294867748035,214.62745098039213,54.96732026143791,0.0578828032743702,0.61512348823622,-997.435631092964,0.1944087449011179,727,-1355.8702706848258,11.494663738153994,1066.6666666666667,1.001111111111111
727,2.492,1.112,0.592,0.382,0.11,0.37,20.193,20.701,0.865,0.909,1.437,1.175,0.658,0.08,0.023,0.125,0.276,0.12,0.021,0.014,0.019,0.018,0.02,0.019,0.186,0.203,0.019,0.019,0.08,0.086,0.02,0.014,0.01,0.016,0.019,0.013,1313.0,1173.0,1758.0,1121.0,865.0,1745.0,1337.0,1185.0,990.0,1281.0,1339.0,855.0,1799.0,693.0,784.0,514.0,1174.0,615.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,-655.1805241946564,4.159131375563503,-791.5518295946565,6.809794611725126,0.1018166142702102,1249.6024478920397,122.4991329834597,382658791868144.56,0.9097507962599132,303.6078431372549,60.25816993464052,0.0318883879674103,0.3839242324441601,-2810.695880010578,0.0262190870191937,728,-1446.732353789313,10.968925987288628,1141.1666666666667,1.0016666666666667
728,1.455,1.203,0.239,0.421,0.34,0.848,13.153,16.691,0.766,0.822,1.147,0.748,0.415,0.075,0.068,0.637,0.369,0.414,0.018,0.014,0.016,0.017,0.02,0.02,0.199,0.168,0.02,0.019,0.086,0.074,0.018,0.016,0.017,0.02,0.019,0.019,1206.0,928.0,1461.0,1189.0,1295.0,1418.0,1276.0,1425.0,1513.0,1491.0,1223.0,1407.0,1253.0,548.0,550.0,1432.0,1186.0,1722.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-608.7906553042894,5.34112528356502,-720.1181793886974,6.087175166141406,0.0666075834963056,140.56877924826125,107.94672342428562,1162694021445326.0,0.5795904406810048,50.39869281045752,53.69607843137255,0.4466019885240108,0.6104746728010509,-34.57970611162109,0.2438392045005115,729,-1328.9088346929868,11.428300449706427,1251.2777777777778,1.001111111111111
729,2.339,1.247,0.577,0.298,0.853,0.129,14.063,17.816,0.332,0.414,1.357,1.283,0.465,0.092,0.013,0.595,0.103,0.685,0.02,0.003,0.021,0.012,0.019,0.019,0.179,0.177,0.016,0.015,0.093,0.097,0.014,0.007,0.003,0.017,0.003,0.019,1219.0,1006.0,1013.0,1325.0,1164.0,1253.0,1128.0,1165.0,1397.0,1101.0,1145.0,1202.0,1338.0,781.0,913.0,1089.0,958.0,1362.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-657.8336249268043,9.28736904767398,-815.5359076630494,10.39885916071367,0.1006263066000408,130.83042334718104,118.22086618957916,88305875046482.11,0.7160740222462197,53.630718954248366,56.95424836601307,0.5195834095593311,0.4962863088072993,-29.820671979253632,0.0930496723653756,730,-1473.3695325898539,19.68622820838765,1142.1666666666667,1.001111111111111
730,1.657,1.248,0.262,0.47,0.654,0.433,16.915,20.401,0.507,0.673,0.671,1.415,0.506,0.028,0.079,0.801,0.64,0.678,0.016,0.002,0.013,0.014,0.021,0.02,0.172,0.183,0.019,0.018,0.076,0.092,0.018,0.012,0.013,0.02,0.019,0.018,1108.0,1073.0,1089.0,1359.0,1063.0,1518.0,1300.0,1347.0,1364.0,1264.0,1127.0,1470.0,1432.0,709.0,831.0,999.0,1376.0,1416.0,1.01,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-533.1363898879113,4.526749813351942,-838.4994241417327,8.97106158618321,0.0738984158966276,156.5769194336969,173.17752707078637,735882292054004.0,1.0109993242843638,51.748366013071895,83.12091503267973,0.6586933687764,0.2860399006287006,-43.14485539573027,-0.9461588944335456,731,-1371.6358140296438,13.497811399535152,1213.611111111111,1.0016666666666667
731,1.942,1.228,0.363,0.93,0.175,0.139,18.992,14.54,0.819,0.946,0.903,1.504,0.242,0.094,0.019,0.338,0.347,0.771,0.02,0.013,0.017,0.019,0.019,0.02,0.19,0.181,0.02,0.018,0.081,0.093,0.015,0.006,0.008,0.018,0.018,0.019,1123.0,860.0,1051.0,803.0,1011.0,1244.0,1606.0,1029.0,1103.0,1038.0,1072.0,1127.0,1298.0,492.0,914.0,1280.0,965.0,794.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,-567.5757384565237,4.2680712370936735,-862.4132526845051,9.454990493243445,0.0898031810919443,300.2634464181445,178.5715789915333,912494042146966.8,0.962417141378952,96.8627450980392,80.33660130718954,0.6313971534161001,0.7608857979777961,-161.34149466872137,-1.0692830749006728,732,-1429.9889911410287,13.723061730337118,1045.0,1.0016666666666667
732,2.257,1.085,0.952,0.696,0.723,0.036,16.253,17.691,0.579,0.613,1.755,1.347,0.807,0.045,0.035,0.551,0.75,0.356,0.02,0.013,0.02,0.019,0.02,0.016,0.179,0.164,0.016,0.017,0.091,0.088,0.02,0.018,0.015,0.02,0.021,0.02,1381.0,1078.0,563.0,993.0,957.0,560.0,809.0,1220.0,1007.0,917.0,966.0,659.0,1412.0,875.0,596.0,1161.0,867.0,900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,1.0,1.0,-728.092973613584,7.253814009589993,-833.3997098853429,7.974843893922178,0.0892560994625091,674.2806430714996,119.32936925171887,88305875046515.4,0.7113162365645296,162.7058823529412,54.83986928104575,0.0950851348684152,0.4818023565452631,-817.6645683540395,0.0759618157857067,733,-1561.492683498927,15.228657903512172,940.0555555555555,1.001111111111111
733,1.713,1.249,0.384,0.406,0.601,0.275,16.783,18.675,0.45,0.623,0.638,1.386,0.603,0.098,0.012,0.331,0.3,0.766,0.02,0.001,0.018,0.014,0.02,0.019,0.187,0.18,0.019,0.018,0.075,0.102,0.017,0.002,0.002,0.018,0.02,0.019,1734.0,800.0,1269.0,1308.0,1529.0,1349.0,1447.0,1093.0,1363.0,1066.0,1429.0,1341.0,1324.0,789.0,947.0,1110.0,1312.0,1239.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-528.3364767553347,3.7815887285359913,-833.7426812610229,11.904770165060327,0.067993535929256,190.99227476421092,147.5386678018072,426811729391322.8,0.8574864803522569,55.69281045751634,74.58496732026144,0.6597272442725429,0.4013702573498953,-64.68348882030662,-0.412560127815013,734,-1362.0791580163577,15.686358893596319,1247.1666666666667,1.0005555555555556
734,2.48,1.238,0.603,0.282,0.109,0.837,13.525,16.496,0.553,0.584,1.368,0.47,0.26,0.094,0.012,0.894,0.259,0.376,0.022,0.008,0.022,0.012,0.02,0.019,0.182,0.177,0.018,0.018,0.092,0.071,0.016,0.005,0.002,0.005,0.014,0.018,1305.0,420.0,1376.0,1344.0,1293.0,1684.0,1186.0,1197.0,1301.0,1456.0,1633.0,1154.0,1587.0,1041.0,658.0,828.0,1221.0,1305.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,1.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-649.3770354162015,7.015604024663795,-667.1611129164761,9.468916690411689,0.1128202533721923,243.192784416308,89.32942814115707,353223500185924.7,0.5342837922745685,98.44771241830064,42.18627450980392,0.4294005532319637,0.715811637772855,-105.4942061026214,0.4821734241459858,735,-1316.5381483326776,16.484520715075483,1221.611111111111,1.0022222222222221
735,1.593,1.229,0.522,0.382,0.822,0.594,17.486,13.744,0.869,0.911,0.783,0.634,0.749,0.091,0.016,0.774,0.255,0.546,0.018,0.015,0.018,0.018,0.02,0.019,0.194,0.174,0.02,0.02,0.074,0.073,0.019,0.008,0.006,0.019,0.017,0.018,1327.0,616.0,1752.0,959.0,1090.0,2084.0,1522.0,1423.0,1323.0,1231.0,1321.0,1025.0,1475.0,1103.0,933.0,1225.0,1242.0,1418.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-548.7219478111957,3.7100217494668977,-700.1726370957308,7.063152870410171,0.0954707547028859,409.2159129343492,141.94729989581492,691729354530764.6,1.019938279355336,110.88235294117646,73.44444444444444,0.624703258668696,0.7699400135871424,-300.52938156890923,-0.3075234893970289,736,-1248.8945849069264,10.773174619877068,1281.611111111111,1.0027777777777778
736,2.258,1.249,0.08,0.26,0.471,0.836,20.227,13.555,0.222,0.494,1.033,1.455,0.444,0.098,0.011,0.66,0.555,0.333,0.02,0.001,0.012,0.013,0.02,0.019,0.205,0.185,0.022,0.017,0.095,0.113,0.019,0.002,0.001,0.018,0.024,0.019,1465.0,865.0,1029.0,803.0,1338.0,1293.0,653.0,1022.0,1191.0,839.0,1279.0,1429.0,1179.0,669.0,833.0,1085.0,1388.0,1073.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-590.1250252032348,6.785075339142441,-850.1930202362868,14.203728368299526,0.0681203784545262,67.22627870869849,102.08780502410912,1972164542704729.2,0.6813316819246265,35.908496732026144,53.85294117647059,0.4787366227860332,0.851753731092041,-7.137720198214739,0.3236944360752537,737,-1440.3180454395215,20.988803707441967,1079.611111111111,1.0
737,2.135,1.247,0.241,0.239,0.961,0.563,16.277,13.375,0.675,0.763,1.172,0.718,0.581,0.096,0.013,0.881,0.635,0.32,0.02,0.003,0.015,0.011,0.02,0.019,0.184,0.18,0.02,0.019,0.086,0.087,0.02,0.004,0.003,0.013,0.02,0.018,1470.0,1137.0,1054.0,1283.0,504.0,1329.0,1252.0,1253.0,1155.0,1149.0,1286.0,1229.0,1268.0,672.0,1153.0,843.0,1575.0,1279.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-609.9042654476536,4.535179673143888,-714.8092722433882,8.989709431285826,0.087160761753718,367.4143157414592,69.8987362785146,971364625511290.0,0.5464478958121349,139.0032679738562,35.31372549019608,0.3931828349285198,0.8608785953165641,-242.0730205525257,0.6829455332160641,738,-1324.713537691042,13.524889104429715,1160.611111111111,1.0022222222222223
738,2.563,1.224,0.277,0.246,0.334,0.314,18.455,14.712,0.513,0.574,1.544,0.909,0.692,0.091,0.019,0.392,0.38,0.183,0.02,0.013,0.018,0.015,0.021,0.019,0.19,0.184,0.019,0.018,0.088,0.08,0.021,0.008,0.008,0.021,0.02,0.019,952.0,442.0,1065.0,971.0,1097.0,1386.0,1317.0,1092.0,921.0,1401.0,1158.0,1041.0,1069.0,933.0,783.0,999.0,892.0,961.0,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-678.7651883888848,6.015228371818668,-746.6657703913764,6.799649468460744,0.0870493242475721,464.506117297217,109.97789439201844,441529375232430.2,0.6300863289060766,134.37581699346404,52.27450980392157,0.0733466493034895,0.561976424249272,-387.5147267832196,0.215115000573469,739,-1425.4309587802613,12.814877840279411,1026.6666666666667,1.001111111111111
739,2.632,1.054,0.465,0.56,0.324,0.671,18.033,15.192,0.341,0.421,1.714,1.65,0.745,0.063,0.053,0.675,0.419,0.315,0.021,0.014,0.022,0.021,0.02,0.019,0.202,0.163,0.014,0.015,0.095,0.098,0.02,0.019,0.018,0.022,0.02,0.02,1653.0,683.0,1626.0,1280.0,1420.0,2309.0,1433.0,1627.0,1414.0,1091.0,1407.0,1467.0,2205.0,1512.0,751.0,1519.0,1491.0,1061.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-721.6414622308749,9.346409080025383,-897.2607672857287,11.16509854984174,0.0735389717419942,262.43315364244467,122.72535627121,58870583364332.86,0.7951909519559287,80.07843137254902,60.36601307189542,0.1681806624652808,0.45283577556644,-123.01151372037543,0.0226191377856215,740,-1618.9022295166037,20.511507629867126,1441.611111111111,1.001111111111111
740,1.692,1.248,0.41,0.245,0.455,0.213,18.837,18.529,0.432,0.524,0.681,0.855,0.421,0.067,0.015,0.38,0.11,0.356,0.019,0.002,0.018,0.013,0.02,0.019,0.174,0.182,0.017,0.017,0.073,0.081,0.016,0.016,0.005,0.017,0.008,0.016,1414.0,1131.0,1650.0,1330.0,1256.0,1399.0,1741.0,1604.0,1757.0,1517.0,1458.0,1594.0,1823.0,770.0,872.0,1267.0,636.0,1535.0,1.0,1.0,1.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-534.8287951609972,2.623297831882428,-736.4887375031267,7.702830668592711,0.0944877082109451,189.916304235258,121.1366038709424,382658791868082.56,0.7328825507986758,53.11111111111112,59.68300653594771,0.6209045882640846,0.451413084859655,-63.945506869533546,0.0477608880351443,741,-1271.317532664124,10.32612850047514,1375.2222222222222,1.0016666666666667
741,2.68,1.068,0.749,0.825,0.602,0.594,15.282,17.742,0.715,0.755,1.673,1.257,0.881,0.037,0.035,0.364,0.461,0.755,0.02,0.014,0.02,0.019,0.019,0.02,0.18,0.155,0.018,0.018,0.089,0.088,0.014,0.016,0.015,0.019,0.019,0.02,1548.0,1376.0,1454.0,1583.0,1456.0,1271.0,1240.0,1430.0,1771.0,1457.0,1338.0,1314.0,661.0,974.0,925.0,1372.0,1380.0,1497.0,1.0,1.0,1.01,1.0,1.0,1.01,1.01,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,-705.1723183973065,6.43014328047428,-815.6226202884445,6.566360108685759,0.0947585864861806,757.742742443298,129.7694410989631,353223500185966.56,0.7709336045888271,197.72222222222223,64.74509803921569,0.0762717232227669,0.5175153038023586,-1032.8753499495324,-0.0927985153245489,742,-1520.794938685751,12.99650338916004,1335.9444444444443,1.0027777777777778
742,1.866,1.172,0.329,0.862,0.388,0.11,18.706,17.633,0.628,0.75,1.206,1.567,0.407,0.095,0.026,0.253,0.705,0.398,0.023,0.015,0.021,0.019,0.019,0.019,0.194,0.168,0.02,0.018,0.097,0.09,0.022,0.005,0.013,0.022,0.022,0.022,1210.0,1102.0,1380.0,1273.0,1661.0,1574.0,1791.0,1714.0,1386.0,1478.0,1225.0,1419.0,1731.0,869.0,1281.0,1409.0,1442.0,1720.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.01,-616.658536568735,8.630151575918708,-873.7509013466826,7.986139937952053,0.0647456750604841,451.9140701476173,121.45821519854344,588705833643210.2,0.7596825183340391,147.83660130718954,59.38562091503268,0.1935498447351571,0.539312999239284,-366.7361595132967,0.0426978861808884,743,-1490.4094379154176,16.61629151387076,1425.8333333333333,1.0016666666666667
743,1.569,1.247,0.512,0.715,0.225,0.384,15.694,17.857,0.397,0.482,0.86,1.267,0.48,0.018,0.09,0.68,0.32,0.661,0.016,0.004,0.018,0.024,0.02,0.02,0.17,0.158,0.016,0.017,0.091,0.094,0.017,0.007,0.009,0.021,0.019,0.02,1292.0,192.0,1089.0,75.0,1086.0,1489.0,1305.0,1046.0,1267.0,1590.0,1338.0,1374.0,195.0,895.0,743.0,322.0,147.0,141.0,1.0,1.01,1.0,1.02,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.01,1.01,1.01,-569.0439508146043,6.643229153686818,-825.8853462600498,8.103286338382576,0.1230074924892849,147.258476236614,129.76715572856776,353223500185922.25,0.7308749244547599,42.89542483660131,54.94444444444444,0.5835319927224188,0.6000647046090347,-38.04677901050472,-0.0927600251012334,744,-1394.9292970746542,14.746515492069394,865.8888888888889,1.0050000000000001
744,2.375,1.249,0.334,0.259,0.475,0.63,14.858,14.287,0.386,0.517,0.926,0.608,0.339,0.097,0.011,0.665,0.226,0.36,0.02,0.001,0.019,0.014,0.02,0.02,0.18,0.174,0.019,0.017,0.082,0.095,0.015,0.003,0.001,0.018,0.018,0.018,1206.0,996.0,1026.0,1054.0,807.0,1206.0,1121.0,1156.0,1313.0,1179.0,1009.0,1106.0,1003.0,394.0,1077.0,777.0,942.0,1183.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,1.0,1.0,1.0,-573.7119716912346,4.507875687634067,-697.5501161301229,13.809249551101605,0.0828230016099082,153.37056240284414,75.3440908508676,353223500185923.06,0.5501533438649328,64.82352941176471,36.35294117647059,0.6848834512807987,0.8485749362045992,-41.355384653726496,0.6316220544517868,745,-1271.2620878213575,18.31712523873567,1030.8333333333333,1.001111111111111
745,1.856,1.231,0.886,0.705,0.905,0.609,20.126,15.701,0.345,0.433,1.566,1.866,0.485,0.09,0.023,0.517,0.761,0.606,0.022,0.012,0.022,0.018,0.02,0.019,0.178,0.159,0.015,0.014,0.097,0.097,0.02,0.008,0.011,0.019,0.021,0.019,1648.0,729.0,1234.0,977.0,1200.0,1191.0,1353.0,1348.0,1374.0,1282.0,1556.0,1274.0,1093.0,1015.0,914.0,1459.0,1524.0,1801.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-698.767964336235,9.870189272088414,-946.8739802838976,10.600169320046968,0.0892494239409764,303.20336582193744,113.8039536627838,3.478616694384224,0.8336201205351662,86.90849673202614,55.64705882352941,0.2414819674436248,0.5557886541857198,-164.5360721470633,0.1595537800322499,746,-1645.6419446201326,20.470358592135383,1276.2222222222222,1.0
746,2.701,1.112,0.615,0.63,0.156,0.811,21.475,18.498,0.37,0.466,1.477,1.671,0.198,0.085,0.014,0.887,0.745,0.22,0.02,0.013,0.022,0.019,0.02,0.019,0.185,0.166,0.014,0.016,0.089,0.095,0.023,0.012,0.004,0.011,0.022,0.019,1127.0,931.0,946.0,1128.0,910.0,1205.0,1057.0,1143.0,1236.0,1010.0,1240.0,1206.0,937.0,664.0,1058.0,911.0,1160.0,1086.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,-673.3234699203147,7.950443514031487,-897.1738210405754,10.42211365959098,0.0887620284159978,296.5733770483389,115.15540082805182,58870583364325.375,0.7449909403054225,95.32679738562092,49.78104575163399,0.2214209226813984,0.539285755013582,-157.37584129806007,0.1394742894012717,747,-1570.49729096089,18.372557173622468,1053.0555555555557,1.0016666666666667
747,1.918,1.207,0.214,0.522,0.921,0.704,21.267,17.464,0.753,0.857,1.226,1.045,0.725,0.091,0.016,0.226,0.501,0.559,0.019,0.014,0.015,0.017,0.02,0.018,0.19,0.166,0.021,0.019,0.086,0.082,0.019,0.008,0.005,0.019,0.02,0.019,1899.0,782.0,1769.0,1663.0,1406.0,2014.0,1650.0,1362.0,1627.0,1278.0,1411.0,1465.0,1261.0,669.0,1201.0,1498.0,1374.0,1371.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-618.9616180690385,4.480654770245872,-772.0865525345502,6.55736440496378,0.0636938969956504,462.49505031797634,141.40456723170905,1383458709061532.0,0.68966036646581,166.140522875817,64.68627450980392,0.3109422361367541,0.5737355260346884,-384.15788071809226,-0.2975440242246663,748,-1391.0481706035887,11.038019175209651,1427.7777777777778,1.0005555555555554
