,R0_v_mean,R0_y_mean,w_v_mean,w_y_mean,cv_mean,cy_mean,tv_0_mean,ty_0_mean,det_prob_v_mean,det_prob_y_mean,confirmed_dispersion_v_mean,confirmed_dispersion_y_mean,S_rate_ini_mean,Rcv_rate_ini_mean,Rcy_rate_ini_mean,Rv_rate_ini_mean,Ry_rate_ini_mean,R_rate_ini_mean,R0_v_std,R0_y_std,w_v_std,w_y_std,cv_std,cy_std,tv_0_std,ty_0_std,det_prob_v_std,det_prob_y_std,confirmed_dispersion_v_std,confirmed_dispersion_y_std,S_rate_ini_std,Rcv_rate_ini_std,Rcy_rate_ini_std,Rv_rate_ini_std,Ry_rate_ini_std,R_rate_ini_std,R0_v_neff,R0_y_neff,w_v_neff,w_y_neff,cv_neff,cy_neff,tv_0_neff,ty_0_neff,det_prob_v_neff,det_prob_y_neff,confirmed_dispersion_v_neff,confirmed_dispersion_y_neff,S_rate_ini_neff,Rcv_rate_ini_neff,Rcy_rate_ini_neff,Rv_rate_ini_neff,Ry_rate_ini_neff,R_rate_ini_neff,R0_v_rhat,R0_y_rhat,w_v_rhat,w_y_rhat,cv_rhat,cy_rhat,tv_0_rhat,ty_0_rhat,det_prob_v_rhat,det_prob_y_rhat,confirmed_dispersion_v_rhat,confirmed_dispersion_y_rhat,S_rate_ini_rhat,Rcv_rate_ini_rhat,Rcy_rate_ini_rhat,Rv_rate_ini_rhat,Ry_rate_ini_rhat,R_rate_ini_rhat,bv_log_likelihood_mean,bv_log_likelihood_std,by_log_likelihood_mean,by_log_likelihood_std,runtime,bv_rmse,by_rmse,bv_mape,by_mape,bv_mae,by_mae,bv_corr,by_corr,bv_r2,by_r2,file_num,log_likelihood_sum,log_likelihood_std,neff_mean,rhat_mean
2847,1.554,1.249,0.483,0.263,0.276,0.264,16.477,16.538,0.303,0.393,0.698,0.884,0.751,0.095,0.013,0.751,0.355,0.555,0.018,0.001,0.019,0.012,0.02,0.02,0.175,0.171,0.014,0.016,0.079,0.092,0.018,0.005,0.003,0.018,0.018,0.019,1617.0,1069.0,1515.0,1189.0,1631.0,1600.0,1077.0,1491.0,1258.0,1150.0,1404.0,1673.0,1751.0,663.0,1169.0,1046.0,1281.0,1342.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-548.9323343845057,5.2184391381982485,-745.5008060615919,10.132414954604023,0.0826361027028825,123.42766662660722,102.81578170358996,323788208503761.94,0.6291211438746976,34.450980392156865,51.40522875816993,0.6318640814354965,0.64101725042712,-26.431505772955788,0.3140147280965909,2848,-1294.4331404460977,15.350854092802273,1329.2222222222222,1.0005555555555554
2848,2.807,1.247,0.154,0.409,0.038,0.638,17.594,19.73,0.592,0.687,1.609,1.423,0.605,0.097,0.014,0.374,0.693,0.364,0.021,0.003,0.014,0.015,0.017,0.02,0.185,0.178,0.019,0.018,0.089,0.094,0.019,0.003,0.003,0.019,0.02,0.02,1081.0,960.0,1149.0,1049.0,532.0,1054.0,1084.0,935.0,1014.0,980.0,913.0,973.0,1033.0,1103.0,808.0,980.0,1232.0,1192.0,1.0,1.0,1.0,1.0,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,-691.5161424962671,6.442641700552395,-840.5596866996998,8.798451728635875,0.0811478659179475,575.4198169043838,127.30214688412444,1000799917193482.6,0.8998284454333283,152.34313725490196,64.95424836601308,0.0449092673672514,0.3513753742430962,-595.2031124739874,-0.0516390003237339,2849,-1532.075829195967,15.24109342918827,1004.0,1.0016666666666667
2849,1.532,1.244,0.832,0.285,0.067,0.123,20.906,19.593,0.92,0.98,1.021,1.094,0.884,0.09,0.016,0.777,0.584,0.828,0.02,0.005,0.02,0.014,0.019,0.018,0.186,0.191,0.02,0.014,0.082,0.085,0.012,0.009,0.006,0.02,0.02,0.018,1186.0,735.0,1182.0,898.0,1071.0,1215.0,1204.0,1122.0,969.0,613.0,1080.0,1082.0,683.0,808.0,884.0,1077.0,1103.0,1094.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.01,1.0,1.01,1.0,-584.2428965691261,2.902925180539517,-776.97169058714,7.439723521267887,0.1021140107843611,689.9089288198549,111.179042142684,412094083550247.0,0.6830840449207366,219.65359477124184,52.369281045751634,0.4410166447029493,0.5854902561524996,-856.0539112658134,0.1978767882454214,2850,-1361.2145871562661,10.342648701807404,1000.3333333333334,1.0022222222222223
2850,2.962,1.249,0.867,0.332,0.596,0.147,20.942,15.201,0.49,0.579,1.461,1.738,0.42,0.097,0.013,0.771,0.607,0.721,0.018,0.001,0.021,0.013,0.021,0.019,0.176,0.175,0.017,0.017,0.09,0.114,0.02,0.003,0.003,0.02,0.022,0.022,650.0,854.0,1280.0,1006.0,1002.0,1265.0,1344.0,1183.0,1202.0,1328.0,1049.0,1172.0,1036.0,898.0,1061.0,1140.0,1047.0,1689.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-666.7814966473477,6.455919354907178,-906.137533932524,13.61895699883425,0.0983483443657557,425.5706069540846,112.13435860201352,58870583364327.67,0.7580554770047517,128.1078431372549,58.59477124183007,0.2801818206169743,0.7587911725796996,-325.1128106104975,0.1840329258589106,2851,-1572.9190305798716,20.074876353741427,1122.5555555555557,1.0016666666666667
2851,2.968,1.084,0.717,0.908,0.494,0.512,15.301,17.026,0.781,0.82,1.637,1.18,0.281,0.061,0.022,0.863,0.872,0.425,0.018,0.013,0.02,0.019,0.02,0.02,0.181,0.151,0.019,0.019,0.089,0.083,0.021,0.018,0.01,0.018,0.017,0.019,605.0,862.0,1251.0,1007.0,1225.0,1356.0,1358.0,874.0,1229.0,1405.0,1283.0,1182.0,1214.0,1450.0,798.0,686.0,583.0,1451.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,-696.1045727209356,6.518067305632514,-803.5499136246564,5.844947986067855,0.0999393706851535,729.3812177348096,143.64702336025428,353223500185962.9,0.7753887759363476,207.9346405228758,70.27450980392157,0.048234591811836,0.5476906026791277,-956.9299706333152,-0.3390243971201174,2852,-1499.654486345592,12.36301529170037,1101.0555555555557,1.0005555555555554
2852,1.573,1.24,0.517,0.394,0.772,0.076,14.784,17.319,0.536,0.649,0.834,0.884,0.357,0.097,0.014,0.546,0.446,0.319,0.02,0.008,0.019,0.017,0.02,0.019,0.181,0.174,0.019,0.018,0.082,0.083,0.018,0.003,0.004,0.018,0.018,0.017,1179.0,630.0,1215.0,1220.0,1203.0,1226.0,1138.0,1397.0,1170.0,1733.0,1089.0,933.0,1345.0,1172.0,696.0,1176.0,1447.0,1316.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-559.3412526140227,5.283178206480526,-744.0376655641948,7.92220674186617,0.0879973145325978,195.5115420426513,117.22118219654482,353223500185922.75,0.6274711209097447,65.87908496732027,55.369281045751634,0.6838965976185585,0.5747984294465492,-67.82867547390298,0.1083232927992337,2853,-1303.3789181782174,13.205384948346698,1182.5,1.0005555555555554
2853,2.821,1.245,0.172,0.513,0.871,0.553,17.009,18.675,0.283,0.546,0.732,1.426,0.327,0.08,0.033,0.893,0.488,0.838,0.019,0.005,0.014,0.015,0.021,0.02,0.182,0.171,0.023,0.016,0.079,0.09,0.017,0.013,0.014,0.007,0.017,0.018,1296.0,797.0,1025.0,1141.0,1289.0,1534.0,1468.0,1215.0,1377.0,1378.0,930.0,1435.0,1328.0,763.0,849.0,656.0,1263.0,1083.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,-541.1465981065159,4.914224598343738,-844.3003043361059,8.824746969417701,0.0917316576507356,109.89623001972824,123.713470874505,588705833643203.5,0.7856147967427509,50.532679738562095,60.65359477124183,0.8672505230104315,0.4458493553646435,-20.746541522498536,0.0068171515589769,2854,-1385.4469024426216,13.738971567761439,1157.0555555555557,1.0016666666666667
2854,1.89,1.145,0.079,0.531,0.844,0.237,12.98,14.613,0.088,0.523,0.094,1.312,0.406,0.096,0.014,0.31,0.319,0.27,0.02,0.014,0.004,0.021,0.021,0.019,0.164,0.165,0.004,0.017,0.029,0.093,0.017,0.004,0.004,0.016,0.018,0.018,1117.0,1135.0,820.0,1261.0,762.0,1436.0,975.0,1943.0,1416.0,1156.0,996.0,1531.0,1428.0,518.0,502.0,1255.0,1240.0,1049.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,-438.41581719347977,4.383763868000744,-829.8174773010539,10.475816857912912,0.1457507888476054,7.83938022760353,97.1170794669146,647576417007522.6,0.6855874434776172,4.983660130718954,47.78104575163399,0.9431297530768036,0.6981888542789138,0.8893406618511396,0.3879506298735606,2855,-1268.2332944945338,14.859580725913656,1141.111111111111,1.0016666666666667
2855,1.872,1.218,0.378,0.663,0.254,0.265,19.968,15.433,0.795,0.898,1.072,1.197,0.201,0.089,0.019,0.521,0.7,0.236,0.02,0.014,0.018,0.019,0.02,0.019,0.197,0.169,0.019,0.019,0.081,0.086,0.019,0.009,0.008,0.018,0.019,0.019,1229.0,605.0,1222.0,1457.0,1121.0,1270.0,1379.0,1019.0,1272.0,1546.0,1177.0,1142.0,1382.0,936.0,929.0,1474.0,1787.0,1710.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-593.0995717125505,3.7857526596959095,-802.6549442115687,6.819452618951668,0.0806783612569173,555.3449584499863,132.81363792284532,735882292054007.9,0.7683914610027749,186.4640522875817,62.92483660130719,0.4338929011157521,0.615353751085543,-554.3289023699648,-0.1446707183468374,2856,-1395.7545159241192,10.605205278647578,1258.7222222222222,1.0005555555555554
2856,1.485,1.174,0.306,0.468,0.662,0.796,18.12,18.669,0.649,0.757,0.75,0.907,0.635,0.037,0.036,0.661,0.36,0.252,0.017,0.016,0.016,0.019,0.02,0.019,0.19,0.177,0.02,0.019,0.074,0.08,0.018,0.016,0.015,0.019,0.018,0.016,1364.0,994.0,1177.0,1151.0,961.0,1209.0,1444.0,1415.0,1207.0,1244.0,1163.0,1110.0,1671.0,745.0,377.0,1280.0,1018.0,1240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,-544.5597504164302,3.7436672824544,-747.1078238801882,6.469647401345871,0.0767314060529073,200.9096592413381,210.06380527730545,765317583736164.5,1.00041497792155,62.80718954248366,98.09477124183006,0.629704425042568,0.3749132634583604,-71.68189535574395,-1.863503278902141,2857,-1291.6675742966186,10.213314683800272,1153.888888888889,1.0005555555555554
2857,1.459,1.203,0.462,0.771,0.433,0.049,18.184,18.562,0.778,0.901,0.683,1.24,0.269,0.089,0.062,0.613,0.779,0.65,0.017,0.014,0.016,0.018,0.02,0.018,0.174,0.166,0.019,0.019,0.07,0.084,0.018,0.009,0.018,0.018,0.019,0.019,1519.0,903.0,1280.0,1196.0,1195.0,1031.0,1667.0,1085.0,1298.0,1186.0,1287.0,1315.0,1336.0,652.0,1267.0,1224.0,1113.0,1884.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-533.7933267636333,2.8171947243650663,-808.0533124234657,6.523834332040385,0.0954347479343414,271.3896488506295,269.7580312517805,735882292054004.5,0.9039891483106548,77.1797385620915,94.11764705882354,0.6166121223656053,0.4923458743496043,-131.62065487984026,-3.72219584470973,2858,-1341.846639187099,9.341029056405452,1246.5555555555557,1.0005555555555554
2858,2.498,1.212,0.113,0.514,0.822,0.706,21.108,14.688,0.321,0.506,1.138,1.085,0.349,0.09,0.018,0.538,0.341,0.177,0.019,0.016,0.013,0.022,0.02,0.02,0.197,0.17,0.023,0.017,0.093,0.095,0.02,0.008,0.007,0.018,0.018,0.016,1136.0,526.0,1188.0,1114.0,1008.0,1403.0,1328.0,1009.0,1114.0,1171.0,1300.0,1323.0,1105.0,1116.0,774.0,1392.0,1078.0,896.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-606.0797114691464,7.308401311844817,-790.7241418575625,9.304274999201716,0.1168097503317727,138.375035056174,103.0328569333256,1177411667286408.8,0.7284343465990493,63.09803921568628,51.46732026143791,0.2758761863304501,0.6606633423787289,-33.477843798589674,0.311115025239812,2859,-1396.803853326709,16.612676311046535,1110.0555555555557,1.0005555555555554
2859,2.699,1.241,0.504,0.388,0.747,0.359,18.39,16.956,0.352,0.393,1.776,1.362,0.734,0.092,0.03,0.548,0.731,0.243,0.019,0.008,0.019,0.016,0.021,0.018,0.183,0.169,0.014,0.015,0.091,0.096,0.019,0.007,0.014,0.02,0.019,0.02,1520.0,499.0,1200.0,806.0,1203.0,1196.0,1067.0,958.0,1118.0,1065.0,1224.0,1194.0,1071.0,906.0,888.0,1271.0,914.0,1106.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,-734.7404255238264,8.400112428962583,-834.5872519650259,9.602183949807149,0.0988073473506503,362.26404987255546,114.21547546896308,21.029627402723005,0.6750440213013302,95.13071895424837,48.833333333333336,0.1001071888522391,0.5775513986751637,-235.30618334170995,0.1534645842902584,2860,-1569.3276774888523,18.00229637876973,1067.0,1.001111111111111
2860,1.672,1.244,0.672,0.465,0.789,0.336,20.387,18.12,0.903,0.972,0.815,0.884,0.422,0.094,0.013,0.355,0.164,0.748,0.019,0.005,0.019,0.016,0.021,0.02,0.184,0.181,0.02,0.016,0.071,0.079,0.016,0.005,0.003,0.018,0.017,0.019,1494.0,1075.0,1180.0,933.0,1500.0,1284.0,1413.0,1221.0,1241.0,694.0,1418.0,1468.0,1119.0,893.0,1115.0,1335.0,924.0,1621.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,-553.419597705634,3.062952492999263,-742.3588867229352,6.549317896379631,0.0910992769400278,500.1638947071524,253.6590849399032,677011708689684.8,0.8117286960763366,122.73856209150328,90.09150326797386,0.5655411752169219,0.4830314149291116,-449.45279523487113,-3.1753806169480967,2861,-1295.7784844285693,9.612270389378894,1218.2222222222222,1.001111111111111
2861,2.785,1.158,0.337,0.486,0.099,0.892,21.075,17.189,0.485,0.627,1.049,1.187,0.477,0.095,0.013,0.841,0.396,0.615,0.021,0.013,0.019,0.018,0.02,0.019,0.191,0.176,0.019,0.017,0.089,0.09,0.022,0.005,0.003,0.02,0.022,0.019,1316.0,1181.0,1187.0,1571.0,1013.0,952.0,1267.0,1425.0,1551.0,1076.0,1099.0,1309.0,1189.0,582.0,833.0,964.0,1512.0,1752.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-589.3971571561709,5.806784483079105,-799.6765686585101,8.379714174157694,0.0773677631219228,285.4308977416792,104.88037848353558,382658791868084.94,0.6419542392713675,112.67320261437908,47.20588235294117,0.4955164041205335,0.6092187381131701,-145.6988052563735,0.2861882052455526,2862,-1389.073725814681,14.1864986572368,1209.9444444444443,1.0005555555555554
2862,2.17,1.183,0.319,0.55,0.545,0.477,20.654,14.152,0.48,0.626,0.913,1.235,0.336,0.087,0.022,0.889,0.396,0.658,0.019,0.014,0.016,0.019,0.019,0.02,0.196,0.173,0.019,0.018,0.078,0.098,0.017,0.011,0.01,0.01,0.017,0.019,1047.0,838.0,1253.0,1098.0,937.0,1167.0,1703.0,1136.0,1144.0,1325.0,1143.0,1262.0,1689.0,576.0,613.0,493.0,1538.0,1041.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.01,1.0,1.01,-568.6087706205808,3.2023942308201363,-815.2261242383079,9.150048254580396,0.0772354434596167,205.9482730601803,94.56037771011566,677011708689685.8,0.7682222366175737,68.8921568627451,51.59803921568628,0.5985148220432214,0.710516561438813,-75.37318794678275,0.4197520370260605,2863,-1383.8348948588887,12.352442485400532,1111.2777777777778,1.0027777777777778
2863,2.548,1.246,0.053,0.219,0.273,0.28,18.642,17.114,0.07,0.355,0.134,0.846,0.445,0.089,0.013,0.552,0.113,0.257,0.02,0.004,0.005,0.013,0.02,0.019,0.178,0.177,0.004,0.014,0.046,0.082,0.016,0.009,0.003,0.016,0.008,0.014,766.0,507.0,863.0,815.0,898.0,955.0,714.0,1015.0,895.0,1082.0,727.0,798.0,699.0,645.0,860.0,979.0,463.0,844.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,-451.5941584364247,6.865663299966975,-736.7339119986617,7.700799917641326,0.1765720813141928,8.628214092810433,113.63681972576327,618141125325362.6,0.5077337874254298,5.088235294117647,47.70588235294117,0.9317983189790328,0.5162006739803928,0.8659501181728688,0.1620205474019835,2864,-1188.3280704350864,14.566463217608302,806.9444444444445,1.001111111111111
2864,1.272,1.208,0.731,0.2,0.85,0.163,15.755,14.639,0.529,0.576,0.756,0.414,0.741,0.087,0.014,0.825,0.368,0.299,0.009,0.011,0.019,0.01,0.02,0.019,0.179,0.161,0.018,0.018,0.079,0.052,0.018,0.01,0.004,0.019,0.018,0.017,516.0,797.0,1004.0,1136.0,897.0,1015.0,1446.0,1046.0,1238.0,1418.0,1278.0,1210.0,918.0,743.0,760.0,1102.0,1132.0,1061.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,-551.7948178977911,3.7123872684911015,-655.5904893829905,4.609879702827373,0.0901224902603361,209.95060888202883,87.88058222398247,353223500185922.4,0.5036805801295571,58.50326797385621,36.1764705882353,0.6426898446005673,0.7592248901725167,-78.37045809812986,0.4988346012253191,2865,-1207.3853072807815,8.322266971318474,1039.8333333333333,1.0022222222222221
2865,1.336,1.004,0.529,0.663,0.333,0.709,17.554,16.024,0.859,0.936,0.878,0.848,0.778,0.03,0.096,0.557,0.189,0.226,0.043,0.004,0.03,0.021,0.02,0.019,0.178,0.17,0.021,0.019,0.134,0.076,0.034,0.015,0.004,0.026,0.018,0.04,3.0,167.0,3.0,7.0,1296.0,1650.0,735.0,17.0,15.0,824.0,3.0,45.0,3.0,6.0,726.0,4.0,10.0,3.0,1.82,1.03,1.7,1.2,1.0,1.0,1.01,1.08,1.1,1.0,1.75,1.05,1.68,1.23,1.0,1.45,1.14,1.82,-562.8058026692735,17.265092507504427,-741.0012018676325,6.0783448221164855,0.1176365249686771,96.93897581819058,222.67642634475973,677011708689683.9,0.9482968536900898,46.72222222222222,90.69934640522877,0.8112255832271813,0.4960316841167877,-15.920822274097365,-2.2176863906060627,2866,-1303.8070045369059,23.34343732962091,306.5,1.2811111111111113
2866,1.642,1.099,0.409,0.877,0.734,0.149,15.104,17.062,0.285,0.433,0.752,1.514,0.74,0.061,0.016,0.415,0.253,0.656,0.018,0.015,0.019,0.019,0.02,0.019,0.17,0.145,0.016,0.015,0.085,0.093,0.017,0.018,0.006,0.019,0.017,0.017,1418.0,646.0,1273.0,1089.0,1163.0,1012.0,1285.0,979.0,988.0,1324.0,1220.0,1215.0,1227.0,346.0,537.0,898.0,1713.0,708.0,1.01,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,-556.1718630575,6.078574742135717,-882.5712341441083,9.317994199110943,0.0875336841079923,100.55473585048486,110.1141119342059,323788208503762.0,0.8079442090381113,32.79738562091503,51.47058823529412,0.6559652505477246,0.6018669551535448,-17.206634295469556,0.2131694947404278,2867,-1438.7430972016082,15.39656894124666,1057.8333333333333,1.0016666666666667
2867,1.361,1.057,0.464,0.789,0.488,0.065,14.798,17.36,0.708,0.824,0.753,1.075,0.243,0.051,0.038,0.603,0.594,0.197,0.017,0.013,0.017,0.019,0.02,0.02,0.176,0.157,0.021,0.019,0.078,0.082,0.017,0.017,0.016,0.018,0.017,0.017,1227.0,1048.0,1168.0,1244.0,1379.0,1235.0,1287.0,1428.0,1743.0,1600.0,1401.0,1344.0,1456.0,1006.0,558.0,940.0,1510.0,1289.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,-545.7351864110061,3.170590181735351,-783.2073840536422,5.946667902852074,0.0816089404291576,211.4661200633343,159.4062153846831,677011708689683.9,0.7668919088136588,64.50653594771242,71.40196078431373,0.6630679282901323,0.5806425815848028,-79.52045197141697,-0.6489433278764476,2868,-1328.9425704646483,9.117258084587425,1270.1666666666667,1.001111111111111
2868,2.068,1.148,0.538,0.372,0.604,0.263,18.368,17.148,0.877,0.923,0.856,0.473,0.362,0.076,0.054,0.885,0.15,0.484,0.02,0.014,0.018,0.016,0.021,0.019,0.179,0.163,0.02,0.019,0.073,0.054,0.017,0.015,0.017,0.012,0.017,0.017,1629.0,1329.0,1313.0,1570.0,1245.0,1687.0,1719.0,1250.0,1226.0,1077.0,1543.0,1687.0,1140.0,1204.0,1021.0,692.0,799.0,1570.0,1.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,-559.4547455614772,2.767112935936813,-666.8136814250973,4.439920249411564,0.0922266540262434,502.15111616330427,168.69227407718864,706447000371845.5,0.6458196021910215,128.4803921568627,64.97712418300654,0.497892115616438,0.5862672299744963,-453.0393305545056,-0.8466543508393716,2869,-1226.2684269865745,7.207033185348378,1316.7222222222222,1.0016666666666667
2869,1.472,1.248,0.357,0.32,0.109,0.405,16.423,17.806,0.813,0.927,0.802,0.948,0.816,0.096,0.014,0.655,0.692,0.688,0.017,0.002,0.016,0.014,0.019,0.02,0.187,0.181,0.02,0.019,0.076,0.098,0.018,0.004,0.004,0.019,0.02,0.019,1127.0,1301.0,937.0,1139.0,1074.0,1388.0,948.0,1025.0,1273.0,1142.0,935.0,1088.0,1211.0,881.0,952.0,980.0,1145.0,1172.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.01,-552.3620778563146,3.7231151995875247,-752.550148620591,11.334545610732636,0.0820355667008294,263.1530780432943,161.87882783724615,853623458782644.9,0.808190525986707,81.2483660130719,76.9673202614379,0.6866197930053703,0.4666834037851113,-123.69284053793233,-0.7004948850714461,2870,-1304.9122264769057,15.057660810320161,1095.4444444444443,1.0022222222222223
2870,1.804,1.119,0.248,0.601,0.288,0.217,14.16,16.596,0.75,0.842,0.927,0.686,0.46,0.09,0.015,0.468,0.253,0.321,0.019,0.018,0.014,0.021,0.02,0.019,0.191,0.163,0.02,0.019,0.084,0.071,0.018,0.008,0.004,0.018,0.016,0.017,1337.0,821.0,1148.0,1115.0,719.0,1151.0,1146.0,1069.0,1212.0,1063.0,1314.0,1127.0,1158.0,508.0,1027.0,1251.0,1340.0,1061.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.02,1.0,-573.2520990250213,4.343735562547929,-713.7846191348856,5.435979120495974,0.0752271918455759,279.34316340511447,237.94491178790025,1147976375604246.5,0.7630098092704105,82.20588235294117,87.49019607843137,0.4679053475426218,0.6657426340889133,-139.50788736401813,-2.674075465792342,2871,-1287.0367181599067,9.779714683043903,1087.0555555555557,1.0027777777777778
2871,1.419,1.164,0.234,0.416,0.179,0.186,17.443,17.653,0.228,0.401,0.517,1.302,0.543,0.017,0.072,0.367,0.257,0.246,0.016,0.014,0.014,0.019,0.019,0.02,0.183,0.174,0.013,0.015,0.071,0.097,0.018,0.006,0.016,0.018,0.018,0.017,1143.0,1049.0,750.0,971.0,701.0,1202.0,724.0,923.0,1160.0,1755.0,1025.0,830.0,1108.0,729.0,394.0,684.0,1377.0,1100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-509.8078150692241,4.355659807150774,-823.8855328274993,10.743874246654345,0.0745237811406453,40.6240535334695,113.78268761107728,382658791868082.06,0.6947008126495509,18.47712418300653,51.13725490196079,0.6793765687364915,0.551293840966006,-1.9716052818495609,0.1598678517718111,2872,-1333.6933478967235,15.099534053805119,979.1666666666666,1.0
2872,2.892,1.247,0.755,0.293,0.657,0.511,14.314,14.129,0.602,0.595,1.841,0.809,0.496,0.096,0.012,0.373,0.172,0.413,0.02,0.003,0.021,0.014,0.021,0.019,0.185,0.177,0.017,0.017,0.092,0.093,0.018,0.004,0.002,0.019,0.021,0.02,1111.0,977.0,1057.0,1298.0,1187.0,1600.0,1167.0,1451.0,1287.0,1152.0,1300.0,1024.0,1200.0,946.0,890.0,1204.0,1348.0,1296.0,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,-743.3810827625504,8.64305631529004,-732.567692430657,9.57483727150307,0.0876373788383272,457.3467259943792,83.14942451626241,294352916821627.6,0.5832172490513872,140.26470588235293,39.1437908496732,0.0256297744678707,0.8043781524635719,-375.6307359185985,0.5513437485215926,2873,-1475.9487751932074,18.21789358679311,1194.1666666666667,1.0022222222222221
2873,1.716,1.172,0.327,0.865,0.709,0.606,14.534,15.268,0.348,0.489,0.767,1.551,0.559,0.036,0.09,0.488,0.225,0.663,0.017,0.015,0.016,0.02,0.02,0.019,0.173,0.158,0.016,0.017,0.084,0.102,0.016,0.015,0.008,0.018,0.017,0.018,1186.0,907.0,1234.0,1412.0,1476.0,1313.0,1365.0,1068.0,1260.0,1393.0,1112.0,1202.0,1006.0,1003.0,536.0,1096.0,1360.0,1410.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-553.3328664479772,5.76025310455998,-887.7901203203686,9.509535043541003,0.0827724798520406,130.99647627850766,97.67253880493384,382658791868082.4,0.7818893564853551,39.27777777777778,50.849673202614376,0.4953940955015743,0.6820528408646702,-29.89895821651041,0.380929398145498,2874,-1441.1229867683458,15.269788148100982,1185.5,1.0005555555555554
