,w_v_mean,w_y_mean,cv_mean,cy_mean,tv_0_mean,ty_0_mean,r_mean,S_rate_ini_mean,Rcv_rate_ini_mean,Rcy_rate_ini_mean,Rv_rate_ini_mean,Ry_rate_ini_mean,R_rate_ini_mean,w_v_std,w_y_std,cv_std,cy_std,tv_0_std,ty_0_std,r_std,S_rate_ini_std,Rcv_rate_ini_std,Rcy_rate_ini_std,Rv_rate_ini_std,Ry_rate_ini_std,R_rate_ini_std,w_v_neff,w_y_neff,cv_neff,cy_neff,tv_0_neff,ty_0_neff,r_neff,S_rate_ini_neff,Rcv_rate_ini_neff,Rcy_rate_ini_neff,Rv_rate_ini_neff,Ry_rate_ini_neff,R_rate_ini_neff,w_v_rhat,w_y_rhat,cv_rhat,cy_rhat,tv_0_rhat,ty_0_rhat,r_rhat,S_rate_ini_rhat,Rcv_rate_ini_rhat,Rcy_rate_ini_rhat,Rv_rate_ini_rhat,Ry_rate_ini_rhat,R_rate_ini_rhat,bv_log_likelihood_mean,bv_log_likelihood_std,by_log_likelihood_mean,by_log_likelihood_std,runtime,bv_rmse,by_rmse,bv_mape,by_mape,bv_mae,by_mae,bv_corr,by_corr,bv_r2,by_r2,file_num,log_likelihood_sum,log_likelihood_std,neff_mean,rhat_mean,mae,mape,rmse,S_rate_ini_adjust_mean,Rcv_rate_ini_adjust_mean,Rcy_rate_ini_adjust_mean,Rv_rate_ini_adjust_mean,Ry_rate_ini_adjust_mean,R_rate_ini_adjust_mean,Iv_rate_ini_adjust_mean,Iy_rate_ini_adjust_mean,Jv_rate_ini_adjust_mean,Jy_rate_ini_adjust_mean
159,0.122,0.341,0.047,0.763,14.448,14.294,0.361,0.745,0.011,0.015,0.22,0.212,0.186,0.004,0.006,0.018,0.02,0.122,0.049,0.004,0.018,0.001,0.004,0.013,0.014,0.01,728.0,674.0,557.0,978.0,1047.0,985.0,775.0,711.0,614.0,161.0,693.0,642.0,599.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.03,1.01,1.0,1.01,-1802.5418655165247,31.132332053545117,-4205.803537691381,36.667312508748765,0.6938133868906233,38.36328752942531,88.1508103166223,1707246917565287.8,0.6003144797240143,21.705882352941178,41.44444444444444,0.7968290052130006,0.7210216054437666,-1.650063274752266,0.4957477489356147,1476,-6008.345403207906,67.79964456229388,704.9230769230769,1.0053846153846153,63.15032679738562,1707246917565288.2,126.5140978460476,0.536341646028912,0.007919138397742324,0.010798825087830444,0.15838276795484652,0.15262339457467028,0.1339054310890975,7.199216725220296e-06,7.199216725220296e-06,7.199216725220296e-06,7.199216725220296e-06
160,0.117,0.294,0.016,0.692,12.076,13.85,0.383,0.627,0.011,0.011,0.149,0.133,0.161,0.003,0.005,0.006,0.02,0.063,0.051,0.004,0.019,0.001,0.001,0.013,0.013,0.01,839.0,664.0,809.0,653.0,705.0,1125.0,566.0,750.0,537.0,415.0,352.0,324.0,486.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.01,-1979.4336405815743,33.33290111299243,-3753.97947107796,31.19054576039937,0.7184292587969038,41.444505773667146,85.11749856575616,1972164542704728.8,0.5663024902066549,24.705882352941178,39.77450980392157,0.817951130602648,0.75300205483504,-2.092847737685307,0.5298537979717614,2089,-5733.4131116595345,64.5234468733918,632.6923076923077,1.0023076923076923,64.48039215686275,1972164542704729.2,126.56200433942331,0.5741547928647301,0.010072891102890003,0.010072891102890003,0.13644188857551004,0.12179041060767004,0.14743049705139005,9.157173729900004e-06,9.157173729900004e-06,9.157173729900004e-06,9.157173729900004e-06
161,0.147,0.38,0.015,0.472,14.352,14.349,0.34,0.691,0.011,0.014,0.317,0.318,0.133,0.005,0.006,0.005,0.019,0.114,0.048,0.004,0.017,0.001,0.004,0.014,0.014,0.01,787.0,733.0,729.0,1335.0,1256.0,994.0,1371.0,390.0,795.0,122.0,610.0,517.0,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.03,1.01,1.0,1.0,-1659.2731052975794,31.038814791036,-4391.151669005618,40.90833113452732,0.241798638039165,39.470515180669366,87.15673096000094,1265717542332885.8,0.6249726782609604,20.65359477124183,42.25816993464052,0.8119249892705388,0.7291639016196306,-1.8052411432653923,0.5070565582669504,2777,-6050.424774303197,71.94714592556332,760.6923076923077,1.0038461538461538,62.91176470588235,1265717542332886.2,126.62724614067031,0.46562087275275593,0.007412199132098864,0.009433707986307646,0.21360610226139456,0.21427993854613084,0.08962022586992265,6.738362847362605e-06,6.738362847362605e-06,6.738362847362605e-06,6.738362847362605e-06
162,0.133,0.315,0.044,0.58,12.748,13.878,0.363,0.649,0.01,0.013,0.299,0.274,0.1,0.004,0.005,0.018,0.02,0.124,0.05,0.004,0.014,0.0,0.003,0.012,0.012,0.0,859.0,1149.0,425.0,1011.0,1006.0,972.0,1191.0,747.0,613.0,100.0,712.0,550.0,561.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.04,1.0,1.0,1.0,-1823.692099032968,33.54393560122646,-3998.699643743968,36.30426558394368,0.9121406132645076,40.63091083193533,86.0409729117927,1560070459154487.2,0.576463534610912,23.12745098039216,40.8562091503268,0.819694478892241,0.7454520619160506,-1.9726085743519877,0.5195968426770382,2301,-5822.391742776936,69.84820118517014,761.2307692307693,1.0053846153846153,63.98366013071896,1560070459154487.8,126.67188374372802,0.4825135311960982,0.007434723130910603,0.009665140070183785,0.22229822161422705,0.20371141378695054,0.07434723130910605,7.4347231309106045e-06,7.4347231309106045e-06,7.4347231309106045e-06,7.4347231309106045e-06
163,0.128,0.308,0.039,0.496,12.547,13.941,0.366,0.588,0.01,0.015,0.236,0.215,0.103,0.004,0.005,0.017,0.021,0.128,0.048,0.004,0.015,0.0,0.004,0.012,0.012,0.002,1043.0,1029.0,569.0,668.0,864.0,867.0,1089.0,694.0,798.0,138.0,728.0,672.0,283.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,-1838.1791252147195,33.11211369599379,-3945.2872084322353,35.67166334576821,0.2493831563658184,40.57708713054696,86.11173202390522,1589505750836647.0,0.5609088162074909,23.24836601307189,40.22549019607843,0.8206226712286446,0.746253010601563,-1.9647381712904308,0.518806361644483,3933,-5783.466333646955,68.783777041762,726.3076923076923,1.0015384615384615,63.47385620915033,1589505750836647.5,126.68881915445218,0.5038387715930901,0.008568686591719221,0.01285302988757883,0.2022210035645736,0.18422676172196326,0.08825747189470796,8.56868659171922e-06,8.56868659171922e-06,8.56868659171922e-06,8.56868659171922e-06
164,0.139,0.348,0.072,0.885,13.015,13.972,0.358,0.899,0.011,0.014,0.52,0.499,0.104,0.004,0.005,0.02,0.021,0.124,0.047,0.004,0.001,0.001,0.004,0.01,0.01,0.003,991.0,744.0,650.0,704.0,1088.0,836.0,727.0,747.0,779.0,378.0,769.0,725.0,327.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1816.1653628718527,32.89628125321391,-4129.39026317143,37.52398640075919,0.2587541625897089,41.01364749745811,85.68624366221907,1412894000743686.8,0.6219672285560119,22.983660130718956,41.8921568627451,0.8184636778891407,0.7406913580324663,-2.0288753362769247,0.5235498840418524,4442,-5945.555626043282,70.4202676539731,728.0769230769231,1.0,64.87581699346406,1412894000743687.2,126.69989115967718,0.43917070501797717,0.0053736126309207434,0.006839143348444584,0.25402532437079883,0.24376660934813194,0.05080506487415976,4.885102391746132e-06,4.885102391746132e-06,4.885102391746132e-06,4.885102391746132e-06
165,0.123,0.308,0.02,0.322,12.707,13.769,0.385,0.659,0.011,0.011,0.285,0.268,0.102,0.004,0.005,0.009,0.021,0.118,0.051,0.004,0.015,0.001,0.001,0.012,0.011,0.002,997.0,1044.0,952.0,1096.0,1017.0,848.0,1195.0,661.0,586.0,207.0,693.0,758.0,307.0,1.01,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.02,1.0,1.0,1.0,-1959.263961830893,35.31587716288682,-3800.964370872489,33.657312647662245,0.4790264742241965,42.04932133621899,84.65222008909791,1766117500929608.0,0.5897545588959396,24.591503267973856,41.01633986928105,0.8192666284581545,0.7496173966386694,-2.1837766373553644,0.5349796777941334,2143,-5760.228332703382,68.97318981054906,797.0,1.0038461538461538,65.6078431372549,1766117500929608.5,126.70154142531689,0.4932487051285889,0.008233286428550042,0.008233286428550042,0.21331696655788746,0.2005927966228556,0.0763450196101913,7.484805844136403e-06,7.484805844136403e-06,7.484805844136403e-06,7.484805844136403e-06
166,0.114,0.324,0.25,0.486,15.353,13.849,0.375,0.855,0.011,0.078,0.235,0.151,0.218,0.003,0.005,0.02,0.02,0.128,0.05,0.004,0.02,0.001,0.014,0.016,0.017,0.011,1110.0,1088.0,1222.0,1434.0,1170.0,1230.0,1105.0,245.0,741.0,50.0,251.0,296.0,347.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.02,1.0,1.04,1.01,1.01,1.0,-1945.23986894886,33.00532123246996,-4096.7532381411465,32.60585677507298,0.5770409989356995,38.91342829873493,87.80023188439908,2075188063592289.2,0.5998088908321333,22.601307189542485,42.55228758169935,0.7460415921919831,0.7218781855221205,-1.726613610025379,0.4997506261267602,78,-6041.993107090007,65.61117800754295,791.4615384615385,1.0069230769230768,65.15359477124184,2075188063592289.8,126.71366018313401,0.5523113097852769,0.0071057595410971295,0.05038629492777965,0.15180486292343867,0.0975426991550606,0.14082323454174311,6.459781400997391e-06,6.459781400997391e-06,6.459781400997391e-06,6.459781400997391e-06
167,0.126,0.299,0.198,0.657,13.067,13.671,0.366,0.701,0.011,0.012,0.125,0.101,0.212,0.004,0.005,0.02,0.02,0.118,0.051,0.004,0.019,0.001,0.002,0.005,0.001,0.008,781.0,812.0,1226.0,864.0,903.0,721.0,876.0,593.0,510.0,263.0,376.0,540.0,525.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,1.01,1.0,1.01,-1828.240031092047,31.87381953492081,-3996.824944241993,33.50669223554443,0.3298024722602632,40.03038061958716,86.70737166270003,1618941042518807.5,0.5827505190918738,23.045751633986928,41.330065359477125,0.8230264731033455,0.743058446942073,-1.8853868551894293,0.5121264523099542,4616,-5825.06497533404,65.38051177046523,691.5384615384615,1.003076923076923,64.37581699346406,1618941042518808.0,126.73775228228719,0.603249457849988,0.00946611132146914,0.010326666896148154,0.1075694468348766,0.0869161130425803,0.1824377818319507,8.605555746790128e-06,8.605555746790128e-06,8.605555746790128e-06,8.605555746790128e-06
168,0.1,0.289,0.072,0.781,15.399,13.752,0.474,0.61,0.01,0.025,0.3,0.348,0.13,0.003,0.005,0.021,0.021,0.141,0.053,0.005,0.017,0.001,0.012,0.014,0.016,0.01,1361.0,1051.0,570.0,1287.0,1058.0,1098.0,1501.0,618.0,728.0,110.0,506.0,521.0,397.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,1.0,1.0,1.0,-2798.3467357422805,45.49995412307969,-3994.349875206133,46.41839258286996,0.17219274673197,47.9051520691798,78.86699733078378,3267317376719775.5,0.5696624923904378,30.140522875816995,38.3921568627451,0.6709104830657684,0.8235643088636766,-3.1322734812328745,0.596367766770229,417,-6792.696610948414,91.91834670594966,831.2307692307693,1.0015384615384615,68.5326797385621,3267317376719776.0,126.77214939996358,0.42865977063188665,0.0070272093546210924,0.017568023386552733,0.21081628063863275,0.244546885540814,0.0913537216100742,7.027209354621093e-06,7.027209354621093e-06,7.027209354621093e-06,7.027209354621093e-06
169,0.112,0.298,0.385,0.552,12.415,13.629,0.385,0.89,0.011,0.012,0.209,0.189,0.23,0.003,0.005,0.02,0.019,0.13,0.051,0.004,0.008,0.002,0.002,0.013,0.013,0.008,1071.0,910.0,1019.0,1310.0,1019.0,922.0,1111.0,425.0,417.0,508.0,786.0,728.0,706.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,-1956.9491208835493,32.051608094495435,-3878.882065693483,31.1886893551684,0.4940042522218492,40.23072753391985,86.5486564577436,2001599834386888.8,0.5968278202458844,24.46732026143791,41.73202614379085,0.8156453206419354,0.7355848365180234,-1.9143411118357012,0.5139108929936392,1898,-5835.831186577032,63.240297449663835,840.9230769230769,1.0015384615384615,66.19934640522875,2001599834386889.2,126.77938399166345,0.5775320562736852,0.007138036650573637,0.007786949073353059,0.1356226963608991,0.12264444790531069,0.14924985723926698,6.489124227794216e-06,6.489124227794216e-06,6.489124227794216e-06,6.489124227794216e-06
170,0.12,0.327,0.221,0.846,12.859,14.24,0.37,0.791,0.011,0.011,0.119,0.113,0.258,0.004,0.006,0.022,0.02,0.124,0.05,0.004,0.017,0.001,0.001,0.01,0.009,0.009,765.0,752.0,611.0,1072.0,1043.0,769.0,1047.0,699.0,677.0,603.0,166.0,108.0,318.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,1.03,1.01,-1848.6677015948603,32.83591004052594,-4044.31252941876,38.7897343503793,0.4605838270319832,39.40011777959238,87.4337938136828,1736682209247447.8,0.5711734977461711,23.26143790849673,40.54575163398693,0.8228486268117337,0.727330039080515,-1.7952435247221517,0.5039175374101075,1664,-5892.98023101362,71.62564439090524,663.8461538461538,1.0046153846153845,63.80718954248366,1736682209247448.2,126.83391159327518,0.6070419941060903,0.008441797642436147,0.008441797642436147,0.09132490176817287,0.08672028487229862,0.19799852652259328,7.674361493123772e-06,7.674361493123772e-06,7.674361493123772e-06,7.674361493123772e-06
171,0.12,0.317,0.014,0.563,13.388,14.188,0.374,0.666,0.011,0.033,0.255,0.223,0.122,0.004,0.005,0.003,0.02,0.124,0.046,0.004,0.018,0.001,0.013,0.014,0.016,0.009,1084.0,935.0,1192.0,1059.0,848.0,920.0,841.0,356.0,972.0,111.0,369.0,242.0,140.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.02,1.0,1.0,1.02,-1856.7903479425595,32.03049749753464,-3974.1586254820218,35.06581680797725,0.2906613049242231,39.95092986884812,86.94360917554889,1766117500929608.0,0.5542897746329899,23.107843137254903,40.29738562091503,0.8235505425293311,0.7323029814614175,-1.873944613130965,0.5094643709144706,4523,-5830.948973424582,67.0963143055119,697.6153846153846,1.0038461538461538,63.40522875816993,1766117500929608.5,126.894539044397,0.5083814234679856,0.008396690177399163,0.02519007053219749,0.19465054502152604,0.17022380996000122,0.09312692742206344,7.633354706726511e-06,7.633354706726511e-06,7.633354706726511e-06,7.633354706726511e-06
172,0.125,0.336,0.293,0.658,13.132,14.007,0.364,0.642,0.011,0.071,0.283,0.217,0.104,0.004,0.006,0.02,0.021,0.122,0.051,0.004,0.016,0.001,0.014,0.013,0.015,0.003,1005.0,777.0,790.0,830.0,1022.0,916.0,950.0,343.0,264.0,129.0,310.0,305.0,176.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,1.0,1.01,1.02,1.0,1.01,1.01,-1805.9498482318213,32.750003647919165,-4107.61049999362,38.02959122017399,0.1998621867100397,39.97658628472912,86.97725267942263,1648376334200967.5,0.6058147352320006,22.73202614379085,41.790849673202615,0.8189128535705863,0.7299232354614787,-1.8776370826047044,0.5090846643312943,713,-5913.560348225441,70.77959486809316,601.3076923076923,1.0053846153846153,64.52287581699346,1648376334200968.0,126.95383896415176,0.4834191741212614,0.008282883045691393,0.053462245113098994,0.21309599108460583,0.1633986928104575,0.07831089425017318,7.529893677901268e-06,7.529893677901268e-06,7.529893677901268e-06,7.529893677901268e-06
173,0.133,0.322,0.174,0.875,12.825,13.803,0.361,0.643,0.011,0.02,0.292,0.262,0.104,0.004,0.005,0.019,0.021,0.122,0.051,0.004,0.015,0.001,0.008,0.013,0.013,0.004,861.0,1163.0,1116.0,792.0,918.0,1067.0,1049.0,665.0,600.0,250.0,662.0,511.0,214.0,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,-1828.0932614218807,33.56693202268744,-4069.300762365756,37.974941051607885,0.2757137952910529,40.66562197308085,86.3205475428914,1530635167472327.0,0.6007433016939547,23.11764705882353,41.63725490196079,0.8213351742527567,0.7402950663108708,-1.9776897654126635,0.5164698036252495,2883,-5897.394023787637,71.54187307429532,759.0769230769231,1.0023076923076923,64.75490196078431,1530635167472327.5,126.98616951597225,0.48271823668958885,0.008258010269961862,0.015014564127203386,0.2192126362571694,0.19669079006636436,0.0780757334614576,7.507282063601694e-06,7.507282063601694e-06,7.507282063601694e-06,7.507282063601694e-06
174,0.106,0.304,0.394,0.56,15.474,13.705,0.382,0.674,0.011,0.014,0.127,0.106,0.197,0.003,0.005,0.02,0.02,0.124,0.051,0.004,0.018,0.001,0.004,0.007,0.005,0.008,648.0,981.0,713.0,898.0,1013.0,811.0,748.0,648.0,457.0,391.0,493.0,352.0,548.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-2017.6771590292576,35.53753354205938,-4055.6351000211102,31.32079949886331,0.7269736764828364,38.26586133606363,88.72427363481847,2325388042890650.5,0.5988184685397642,22.97058823529412,42.65359477124183,0.7331473285813248,0.7157402216695222,-1.6366203321024524,0.489165602647634,2470,-6073.312259050368,66.85833304092269,669.3076923076923,1.0007692307692309,65.62418300653594,2325388042890651.0,126.99013497088211,0.5969673350811309,0.009742790335151987,0.01239991497201162,0.11248494296039113,0.09388507050237369,0.17448451782044924,8.857082122865444e-06,8.857082122865444e-06,8.857082122865444e-06,8.857082122865444e-06
175,0.113,0.288,0.239,0.622,12.583,13.566,0.39,0.481,0.011,0.016,0.127,0.106,0.113,0.003,0.005,0.019,0.021,0.12,0.051,0.004,0.017,0.001,0.005,0.008,0.005,0.007,680.0,929.0,894.0,685.0,874.0,954.0,1217.0,326.0,789.0,463.0,339.0,400.0,239.0,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.01,1.0,1.01,1.01,1.0,1.02,-1998.9391053763943,34.1717539004959,-3808.2011714508394,31.64716502355412,1.2159224205546908,40.94642203079755,86.05510090724933,2001599834386888.8,0.5955666445108208,24.898692810457515,41.42483660130719,0.8198530881499864,0.7416567675974177,-2.0189542151092352,0.5194390645715463,1583,-5807.140276827234,65.81891892405002,676.0769230769231,1.0053846153846153,66.32352941176471,2001599834386889.2,127.00152293804688,0.5632054704697672,0.01287995878413189,0.01873448550419184,0.14870497868952273,0.12411596646527094,0.13231230387335488,1.17090534401199e-05,1.17090534401199e-05,1.17090534401199e-05,1.17090534401199e-05
176,0.129,0.334,0.108,0.732,13.621,14.16,0.367,0.853,0.011,0.012,0.113,0.102,0.295,0.004,0.006,0.02,0.021,0.12,0.048,0.004,0.017,0.001,0.002,0.005,0.002,0.008,1085.0,740.0,1220.0,1038.0,1256.0,1026.0,988.0,339.0,511.0,545.0,601.0,535.0,415.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.01,-1843.6977040526904,33.00207503177145,-4048.169188241309,37.65296554655618,0.2048873875538508,40.58691150630848,86.54200121245296,1618941042518807.5,0.5898516159479199,22.934640522875817,41.06209150326797,0.8181041296690685,0.7335444862626387,-1.966173968185399,0.5139856467331364,392,-5891.866892294,70.65504057832763,792.2307692307693,1.003076923076923,63.99673202614379,1618941042518808.0,127.12891271876144,0.6154223543332082,0.007936278895269978,0.008657758794839977,0.08152722865140978,0.07359094975613979,0.2128365703731494,7.214798995699981e-06,7.214798995699981e-06,7.214798995699981e-06,7.214798995699981e-06
177,0.119,0.291,0.155,0.805,12.093,13.641,0.383,0.566,0.01,0.014,0.184,0.159,0.119,0.003,0.005,0.02,0.02,0.072,0.052,0.004,0.018,0.0,0.004,0.014,0.014,0.01,898.0,1083.0,1059.0,1069.0,874.0,1161.0,1157.0,433.0,753.0,187.0,329.0,218.0,112.0,1.02,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.01,1.02,-1982.4472780373,34.38817584681218,-3821.590707542632,32.919287907116185,1.1562675621112188,41.35532700747783,85.77465155669944,1942729251022568.5,0.5822356956810667,24.80065359477124,40.888888888888886,0.8158204356537472,0.7474694282398601,-2.0795519053730924,0.5225662096570081,233,-5804.037985579932,67.30746375392837,717.9230769230769,1.0061538461538462,65.68954248366012,1942729251022569.0,127.12997856417726,0.5380023573248165,0.00950534200220524,0.013307478803087334,0.1748982928405764,0.1511349378350633,0.11311356982624234,9.505342002205239e-06,9.505342002205239e-06,9.505342002205239e-06,9.505342002205239e-06
178,0.114,0.315,0.214,0.663,14.743,13.977,0.377,0.416,0.011,0.012,0.113,0.102,0.101,0.003,0.005,0.019,0.02,0.126,0.048,0.004,0.007,0.001,0.002,0.004,0.002,0.001,759.0,813.0,774.0,983.0,777.0,980.0,759.0,466.0,345.0,304.0,533.0,370.0,349.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-1932.8113116762247,34.59297675577456,-4063.428183756683,34.023341189912,0.3017140153381559,38.80199442350651,88.35239343015333,2001599834386888.8,0.576578726155047,22.745098039215687,41.794117647058826,0.7777672967551124,0.7186997343664563,-1.711019914239865,0.493438865705046,4765,-5996.239495432908,68.61631794568656,631.6923076923077,1.0007692307692309,64.53921568627452,2001599834386889.2,127.15438785365984,0.5509641873278236,0.014568764568764566,0.01589319771137953,0.14966094511549058,0.13509218054672598,0.13376774740411104,1.3244331426149609e-05,1.3244331426149609e-05,1.3244331426149609e-05,1.3244331426149609e-05
179,0.129,0.334,0.138,0.864,13.446,13.978,0.369,0.654,0.01,0.058,0.314,0.25,0.101,0.004,0.006,0.02,0.02,0.117,0.05,0.004,0.015,0.0,0.014,0.013,0.016,0.001,832.0,669.0,915.0,682.0,696.0,786.0,1127.0,690.0,547.0,339.0,603.0,425.0,465.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,1.0,1.0,-1870.4854491742528,33.343176044569795,-4067.613423383566,36.232730364114246,0.1609888979461458,40.54032528059203,86.62501827330065,1618941042518807.5,0.6036804812607168,23.34967320261438,41.88562091503268,0.8105129368881762,0.732145908318055,-1.9593686439680609,0.513052762477681,3271,-5938.098872557819,69.57590640868403,675.0769230769231,1.0015384615384615,65.23529411764706,1618941042518808.0,127.16534355389268,0.4715076710116507,0.0072095974160802856,0.04181566501326566,0.22638135886492097,0.18023993540200714,0.0728169339024109,7.209597416080286e-06,7.209597416080286e-06,7.209597416080286e-06,7.209597416080286e-06
180,0.112,0.296,0.079,0.257,14.162,14.117,0.385,0.894,0.011,0.058,0.174,0.108,0.254,0.003,0.005,0.02,0.02,0.12,0.048,0.004,0.005,0.001,0.012,0.013,0.006,0.008,791.0,744.0,723.0,704.0,735.0,756.0,1074.0,479.0,765.0,478.0,448.0,204.0,478.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-1917.8066091162627,30.295203783489665,-3900.822474272844,32.375862260614085,0.2275843371947606,39.60517972990287,87.5820996722877,2031035126069048.8,0.552433884498943,23.46078431372549,40.01307189542484,0.8028302236985716,0.7287362098103699,-1.8244155046680703,0.5022331925137777,3899,-5818.629083389107,62.67106604410375,644.5384615384615,1.0015384615384615,63.47385620915033,2031035126069049.2,127.18727940219057,0.5963816842779378,0.007338029672323619,0.038691429181342725,0.11607428754402815,0.07204610951008644,0.16944177607001812,6.670936065748746e-06,6.670936065748746e-06,6.670936065748746e-06,6.670936065748746e-06
181,0.121,0.313,0.205,0.65,12.685,13.933,0.372,0.718,0.011,0.097,0.309,0.206,0.113,0.004,0.005,0.02,0.02,0.126,0.048,0.004,0.018,0.001,0.003,0.014,0.013,0.008,770.0,882.0,860.0,723.0,689.0,816.0,923.0,379.0,460.0,349.0,426.0,445.0,181.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.02,1.0,1.0,1.01,1.01,1.03,-1874.939553573525,31.03385044719413,-3959.145516533346,33.69344227043237,0.5176687487628725,40.69408028122322,86.52741452309948,1736682209247447.8,0.5697217396047455,23.57843137254902,40.78431372549019,0.8136908187359588,0.7368994306834201,-1.9818588723802244,0.514149468757992,1790,-5834.085070106871,64.7272927176265,607.9230769230769,1.006153846153846,64.36274509803921,1736682209247448.2,127.2214948043227,0.49379659431652495,0.0075651288822865944,0.0667106819619818,0.21251134769332342,0.14167423179554894,0.07771450579076229,6.877389892987814e-06,6.877389892987814e-06,6.877389892987814e-06,6.877389892987814e-06
182,0.129,0.311,0.141,0.715,12.611,13.836,0.369,0.894,0.011,0.051,0.427,0.353,0.129,0.004,0.005,0.02,0.021,0.116,0.05,0.004,0.006,0.001,0.015,0.015,0.017,0.009,560.0,1041.0,936.0,723.0,891.0,843.0,1100.0,275.0,422.0,359.0,286.0,330.0,199.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,-1874.2453848296968,33.613788142304514,-3970.127411012194,35.78869286273895,0.5404163253307342,40.8829430530599,86.3515386967373,1618941042518807.5,0.5754397396507571,23.640522875816995,41.03921568627451,0.8161001223202307,0.7410595789051523,-2.0096009398446792,0.516122543346025,4934,-5844.372795841891,69.40248100504346,612.6923076923077,1.0015384615384615,64.6797385620915,1618941042518808.0,127.2344817497972,0.4793462874790889,0.005897996825805344,0.02734525801055205,0.2289495131471711,0.1892720799553897,0.06916741732080814,5.361815296186677e-06,5.361815296186677e-06,5.361815296186677e-06,5.361815296186677e-06
183,0.128,0.317,0.221,0.783,13.222,13.977,0.362,0.641,0.011,0.011,0.288,0.268,0.101,0.004,0.005,0.021,0.02,0.116,0.051,0.004,0.014,0.001,0.001,0.011,0.011,0.001,809.0,907.0,903.0,891.0,890.0,613.0,1047.0,879.0,713.0,613.0,777.0,839.0,595.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1803.6030600687657,32.09615985133067,-4105.01952436554,34.31419318401947,0.172376600768831,39.534464157354535,87.70571522802908,1618941042518807.5,0.5760376304730941,22.7124183006536,41.1078431372549,0.8209018575486773,0.7297637335579759,-1.8143384465425263,0.5008270799755196,4132,-5908.622584434305,66.41035303535014,805.8461538461538,1.0,63.8202614379085,1618941042518808.0,127.24017938538361,0.4855913457167964,0.008333080815732856,0.008333080815732856,0.21817520681191477,0.2030241507833096,0.07651283294445622,7.5755280143025965e-06,7.5755280143025965e-06,7.5755280143025965e-06,7.5755280143025965e-06
184,0.132,0.341,0.132,0.605,14.037,14.105,0.355,0.888,0.011,0.098,0.484,0.381,0.104,0.004,0.005,0.021,0.02,0.123,0.048,0.004,0.01,0.001,0.002,0.011,0.01,0.004,917.0,857.0,950.0,959.0,831.0,844.0,1067.0,323.0,472.0,461.0,599.0,707.0,368.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,-1756.4303108288816,31.09144468573286,-4201.285840015551,37.45111611709162,0.6027231515116162,39.77799914131271,87.48631078725059,1501199875790166.8,0.6094166662437908,21.81372549019608,41.74183006535948,0.8078895807523222,0.7276486767194178,-1.849118272557726,0.5033214161002451,1345,-5957.716150844432,68.54256080282448,719.6153846153846,1.0015384615384615,63.55555555555556,1501199875790167.2,127.2643099285633,0.45166934548635834,0.005595003153547232,0.049846391731602616,0.2461801387560782,0.19379056377286322,0.052898211633537466,5.086366503224757e-06,5.086366503224757e-06,5.086366503224757e-06,5.086366503224757e-06
