,w_v_mean,w_y_mean,cv_mean,cy_mean,tv_0_mean,ty_0_mean,r_mean,S_rate_ini_mean,Rcv_rate_ini_mean,Rcy_rate_ini_mean,Rv_rate_ini_mean,Ry_rate_ini_mean,R_rate_ini_mean,w_v_std,w_y_std,cv_std,cy_std,tv_0_std,ty_0_std,r_std,S_rate_ini_std,Rcv_rate_ini_std,Rcy_rate_ini_std,Rv_rate_ini_std,Ry_rate_ini_std,R_rate_ini_std,w_v_neff,w_y_neff,cv_neff,cy_neff,tv_0_neff,ty_0_neff,r_neff,S_rate_ini_neff,Rcv_rate_ini_neff,Rcy_rate_ini_neff,Rv_rate_ini_neff,Ry_rate_ini_neff,R_rate_ini_neff,w_v_rhat,w_y_rhat,cv_rhat,cy_rhat,tv_0_rhat,ty_0_rhat,r_rhat,S_rate_ini_rhat,Rcv_rate_ini_rhat,Rcy_rate_ini_rhat,Rv_rate_ini_rhat,Ry_rate_ini_rhat,R_rate_ini_rhat,bv_log_likelihood_mean,bv_log_likelihood_std,by_log_likelihood_mean,by_log_likelihood_std,runtime,bv_rmse,by_rmse,bv_mape,by_mape,bv_mae,by_mae,bv_corr,by_corr,bv_r2,by_r2,file_num,log_likelihood_sum,log_likelihood_std,neff_mean,rhat_mean,mae,mape,rmse,S_rate_ini_adjust_mean,Rcv_rate_ini_adjust_mean,Rcy_rate_ini_adjust_mean,Rv_rate_ini_adjust_mean,Ry_rate_ini_adjust_mean,R_rate_ini_adjust_mean,Iv_rate_ini_adjust_mean,Iy_rate_ini_adjust_mean,Jv_rate_ini_adjust_mean,Jy_rate_ini_adjust_mean
83,0.107,0.314,0.14,0.391,12.148,14.108,0.367,0.769,0.011,0.056,0.214,0.173,0.173,0.003,0.005,0.021,0.021,0.098,0.049,0.004,0.019,0.001,0.013,0.015,0.016,0.011,1084.0,1234.0,1188.0,1098.0,478.0,1056.0,1176.0,518.0,770.0,331.0,321.0,259.0,319.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.01,1.01,1.0,-1815.6775143866512,33.113788227844594,-3941.8627785361073,37.614112551959344,0.2836895987060335,38.35289356025754,86.29340813516232,2016317480227968.8,0.5523564797345453,22.725490196078432,39.75816993464052,0.8072780739042226,0.7412754890719113,-1.648627477857298,0.5167738021658713,3747,-5757.540292922758,70.72790077980395,756.3076923076923,1.0038461538461538,62.48366013071895,2016317480227969.2,124.64630169541987,0.5508438153634566,0.007879430388814073,0.04011346379759892,0.15329073665511014,0.12392195066043951,0.12392195066043951,7.163118535285521e-06,7.163118535285521e-06,7.163118535285521e-06,7.163118535285521e-06
84,0.122,0.326,0.061,0.634,13.209,13.774,0.367,0.766,0.011,0.019,0.373,0.352,0.101,0.003,0.005,0.02,0.019,0.12,0.049,0.004,0.015,0.001,0.007,0.012,0.012,0.001,1087.0,1058.0,448.0,1145.0,978.0,782.0,1247.0,767.0,649.0,206.0,765.0,583.0,721.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.02,1.0,-1807.431711387845,30.55304460532084,-4027.7303584469664,35.050624514794855,0.2157696931229697,38.91575869117553,85.73138815528814,1648376334200967.5,0.6059132780149169,22.787581699346404,41.94444444444444,0.820907936190659,0.7413383908558532,-1.726940194974849,0.5230477085663083,3727,-5835.1620698348115,65.6036691201157,802.7692307692307,1.003076923076923,64.73202614379085,1648376334200968.0,124.64714684646367,0.4722448275011714,0.0067815836847426696,0.011713644546373702,0.2299573376735469,0.21701067791176543,0.062267268378091795,6.1650760770387916e-06,6.1650760770387916e-06,6.1650760770387916e-06,6.1650760770387916e-06
85,0.13,0.356,0.019,0.742,12.302,14.215,0.349,0.666,0.01,0.057,0.319,0.279,0.101,0.004,0.006,0.008,0.019,0.121,0.048,0.004,0.015,0.0,0.014,0.012,0.016,0.001,1128.0,1145.0,446.0,914.0,517.0,1169.0,994.0,739.0,484.0,328.0,742.0,433.0,531.0,1.0,1.01,1.0,1.01,1.01,1.0,1.0,1.0,1.01,1.01,1.01,1.01,1.0,-1737.5863680201687,33.683768465244434,-4141.116362024369,40.3425097995004,0.4596996763017442,39.195963177497816,85.48133611221465,1560070459154487.0,0.6050574203101131,22.124183006535947,40.90196078431372,0.8157536556246647,0.7435547236285347,-1.7663510544176717,0.5258258968337769,23,-5878.702730044537,74.02627826474483,736.1538461538462,1.0053846153846153,63.02614379084967,1560070459154487.5,124.67729928971247,0.4650708080779867,0.006983045166336136,0.03980335744811598,0.22275914080612275,0.19482696014077822,0.07052875617999498,6.983045166336136e-06,6.983045166336136e-06,6.983045166336136e-06,6.983045166336136e-06
86,0.116,0.331,0.018,0.819,12.046,14.041,0.377,0.401,0.01,0.012,0.103,0.101,0.101,0.003,0.005,0.007,0.021,0.041,0.047,0.004,0.005,0.0,0.002,0.002,0.001,0.001,782.0,688.0,790.0,757.0,822.0,661.0,690.0,677.0,662.0,284.0,332.0,466.0,505.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-1922.031309607543,32.70452992556601,-3876.6659182931785,32.898171531559214,0.3080903904305564,40.01796981977886,84.70967334472454,1942729251022568.5,0.5822078798378971,24.13071895424837,40.74509803921568,0.8202528614958169,0.7462445651426641,-1.8835979934842235,0.5343482472711465,4413,-5798.697227900721,65.60270145712522,624.3076923076923,1.0007692307692309,64.87581699346404,1942729251022569.0,124.7276431645034,0.5507939124223944,0.013735509037964947,0.016482610845557938,0.14147574309103894,0.13872864128344597,0.13872864128344597,1.3735509037964947e-05,1.3735509037964947e-05,1.3735509037964947e-05,1.3735509037964947e-05
87,0.111,0.304,0.017,0.158,12.847,13.876,0.375,0.898,0.011,0.087,0.425,0.334,0.106,0.003,0.005,0.007,0.02,0.127,0.048,0.004,0.002,0.001,0.009,0.01,0.012,0.005,985.0,806.0,546.0,1034.0,833.0,937.0,756.0,818.0,699.0,264.0,276.0,309.0,159.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.01,1.01,1.01,-1839.9566308064784,30.518002199156204,-3865.503307148486,33.329138315295616,0.2604817267921235,39.080213304118814,85.67893022772472,1972164542704728.8,0.5669924347401425,23.19934640522876,40.23529411764706,0.8077261343898262,0.7469749967716661,-1.7500365179779216,0.5236312118690785,2805,-5705.4599379549645,63.84714051445182,647.8461538461538,1.003076923076923,63.43464052287582,1972164542704729.2,124.75914353184353,0.4825258994970554,0.005910673601857025,0.04674805485105102,0.22836693461720325,0.1794695439109315,0.05695740016334951,5.373339638051842e-06,5.373339638051842e-06,5.373339638051842e-06,5.373339638051842e-06
88,0.114,0.339,0.287,0.896,12.38,14.129,0.362,0.865,0.011,0.052,0.249,0.214,0.209,0.003,0.006,0.02,0.02,0.116,0.048,0.004,0.017,0.001,0.015,0.016,0.016,0.01,1252.0,1513.0,1243.0,1103.0,824.0,1180.0,1414.0,204.0,471.0,156.0,416.0,545.0,410.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,-1783.181735078149,31.753629588233625,-4115.74802192822,37.55999736881503,0.4459082520008087,37.6729996411327,87.1343245964288,1824988084293928.0,0.6021953480531359,22.562091503267972,41.330065359477125,0.8231294735014401,0.7290463432215714,-1.5555537094650442,0.5073099787455295,1907,-5898.929757006368,69.31362695704865,825.4615384615385,1.0023076923076923,63.8921568627451,1824988084293928.5,124.80732423756149,0.5406114847128821,0.006874828129296766,0.03249918752031199,0.15562110947226318,0.13374665633359165,0.13062173445663858,6.249843753906152e-06,6.249843753906152e-06,6.249843753906152e-06,6.249843753906152e-06
89,0.11,0.313,0.176,0.754,12.165,13.778,0.378,0.58,0.011,0.074,0.217,0.147,0.102,0.003,0.005,0.02,0.02,0.102,0.049,0.004,0.016,0.001,0.014,0.012,0.015,0.002,1017.0,905.0,900.0,989.0,574.0,1058.0,1008.0,235.0,611.0,83.0,246.0,232.0,272.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,1.0,1.02,1.01,-1911.6594905190009,34.417866651838345,-3884.943194060267,35.60746935216395,0.300855009622044,39.4121841749212,85.41223565742791,2001599834386888.8,0.5873323209099353,23.92156862745098,41.173202614379086,0.813164025427022,0.7441662325252426,-1.7969558890518065,0.5265922021888777,3473,-5796.602684579268,70.0253360040023,625.3846153846154,1.0046153846153845,65.09477124183007,2001599834386889.2,124.82441983234912,0.5128023765737727,0.009725562314330173,0.06542651011458481,0.19185882020087705,0.12996887820059413,0.09018248691469796,8.841420285754704e-06,8.841420285754704e-06,8.841420285754704e-06,8.841420285754704e-06
90,0.119,0.361,0.493,0.887,12.729,14.118,0.355,0.542,0.011,0.043,0.204,0.18,0.109,0.004,0.006,0.021,0.021,0.119,0.05,0.004,0.016,0.001,0.014,0.013,0.015,0.007,949.0,1022.0,958.0,827.0,988.0,1108.0,1330.0,646.0,552.0,168.0,337.0,239.0,107.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.01,1.0,1.02,-1724.8650345914446,30.87985748238682,-4292.153111920509,39.112302920195305,0.3118707700570424,36.71507499687483,88.13248531228574,1707246917565287.8,0.6215436821708207,21.934640522875817,42.58496732026144,0.8210285117318254,0.7198783967521879,-1.4272440730110336,0.4959573775072259,4652,-6017.018146511954,69.99216040258213,710.0769230769231,1.0038461538461538,64.51960784313727,1707246917565288.2,124.84756030916057,0.49768603540733125,0.010100639094982737,0.039484316462205245,0.18732094321604348,0.1652831851906266,0.10008815103210167,9.182399177257034e-06,9.182399177257034e-06,9.182399177257034e-06,9.182399177257034e-06
91,0.121,0.325,0.015,0.51,13.257,14.143,0.362,0.789,0.011,0.014,0.183,0.176,0.214,0.004,0.005,0.005,0.021,0.115,0.049,0.004,0.019,0.001,0.004,0.013,0.013,0.01,1178.0,1018.0,1018.0,1057.0,871.0,1015.0,1221.0,850.0,604.0,223.0,791.0,825.0,640.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1757.5936280256333,30.38186255896432,-4035.314352740444,35.25465474521684,0.5325107543998294,38.36669477520648,86.48734275902075,1648376334200967.5,0.5778395445443002,22.209150326797385,40.50653594771242,0.8272535183510277,0.73794703419735,-1.6505340278325833,0.5145993696327245,2463,-5792.907980766077,65.63651730418115,870.0769230769231,1.0007692307692309,62.71568627450981,1648376334200968.0,124.85403753422723,0.5688372361287346,0.007930557157688313,0.010093436382512401,0.13193563271426922,0.126888914523013,0.15428538470411812,7.209597416080286e-06,7.209597416080286e-06,7.209597416080286e-06,7.209597416080286e-06
92,0.101,0.292,0.188,0.495,15.272,13.855,0.472,0.588,0.011,0.012,0.211,0.274,0.164,0.003,0.005,0.021,0.021,0.126,0.053,0.005,0.018,0.001,0.002,0.014,0.015,0.011,1015.0,1209.0,923.0,1057.0,1314.0,983.0,750.0,520.0,857.0,296.0,486.0,664.0,373.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.01,1.0,1.01,1.0,1.0,1.0,-2661.5486754105928,42.02178417094993,-4050.680141862228,46.39504153093486,0.1214335763454437,45.89801140551072,78.97929322404661,3179011501673294.5,0.5635655497962613,29.320261437908496,38.25490196078432,0.7079871703331936,0.8230010305871018,-2.793257708235548,0.5952175134850299,3018,-6712.22881727282,88.41682570188479,803.6153846153846,1.0023076923076923,67.57516339869282,3179011501673295.0,124.87730462955733,0.46665185232214845,0.0087298815910606,0.009523507190247929,0.16745500142852607,0.21745341417732772,0.13015459826672168,7.936255991873275e-06,7.936255991873275e-06,7.936255991873275e-06,7.936255991873275e-06
93,0.113,0.312,0.087,0.663,12.271,13.839,0.378,0.602,0.01,0.015,0.24,0.227,0.101,0.003,0.005,0.02,0.02,0.126,0.053,0.004,0.016,0.0,0.004,0.012,0.012,0.001,760.0,935.0,697.0,970.0,437.0,886.0,840.0,662.0,637.0,239.0,630.0,506.0,592.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,-1904.416949312813,34.18209950834038,-3876.08289257988,35.595300729792186,0.2208528129259745,39.36823393469987,85.5218219295157,1972164542704728.8,0.5827623703142822,23.964052287581698,40.97712418300654,0.817068470529266,0.7436884632409652,-1.7907213529443529,0.5253766321610825,294,-5780.499841892693,69.77740023813257,676.2307692307693,1.0015384615384615,64.94117647058823,1972164542704729.2,124.89005586421557,0.5037488284910965,0.00836792073905476,0.012551881108582137,0.2008300977373142,0.18995180077654303,0.08451599946445307,8.367920739054759e-06,8.367920739054759e-06,8.367920739054759e-06,8.367920739054759e-06
94,0.123,0.335,0.058,0.728,12.204,14.188,0.362,0.566,0.01,0.012,0.103,0.102,0.173,0.004,0.005,0.019,0.02,0.108,0.048,0.004,0.017,0.0,0.002,0.003,0.002,0.008,691.0,600.0,598.0,1139.0,469.0,963.0,778.0,673.0,663.0,271.0,205.0,283.0,592.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.01,1.0,1.0,1.01,1.02,1.01,-1819.0877367596152,31.507338999942096,-3988.772060146266,35.595861126723314,0.2361957914961709,39.42893002448604,85.46585145369981,1677811625883127.8,0.584893691490551,23.045751633986928,40.22875816993464,0.8195375106139317,0.7440886153580647,-1.799333192107409,0.5259976713841108,3837,-5807.859796905881,67.10320012666541,609.6153846153846,1.0053846153846153,63.274509803921575,1677811625883128.2,124.89478147818585,0.5858970643037554,0.010351538238582253,0.012421845886298704,0.1066208438573972,0.10558569003353897,0.17908161152747296,1.0351538238582254e-05,1.0351538238582254e-05,1.0351538238582254e-05,1.0351538238582254e-05
95,0.114,0.312,0.113,0.315,13.258,13.973,0.37,0.899,0.01,0.078,0.295,0.213,0.191,0.003,0.005,0.02,0.02,0.123,0.047,0.004,0.001,0.0,0.012,0.015,0.016,0.009,1085.0,1235.0,1241.0,829.0,1104.0,870.0,995.0,740.0,645.0,222.0,620.0,669.0,635.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,-1800.9561732084994,31.076764405236307,-3969.9976619898566,36.32185530842168,0.2903787273168564,38.34087734803409,86.58333097435313,1942729251022568.0,0.5651205716939111,22.751633986928105,40.549019607843135,0.8096157254824553,0.7379291239238354,-1.6469680732491794,0.5135213252788695,2725,-5770.953835198356,67.398619713658,837.6923076923077,1.0015384615384615,63.30065359477124,1942729251022568.5,124.92420832238722,0.5332020592631254,0.005931057388911295,0.0462622476335081,0.17496619297288318,0.12633152238381057,0.11328319612820573,5.931057388911295e-06,5.931057388911295e-06,5.931057388911295e-06,5.931057388911295e-06
96,0.11,0.302,0.02,0.221,14.068,13.904,0.376,0.833,0.011,0.089,0.271,0.178,0.17,0.003,0.005,0.009,0.019,0.119,0.048,0.004,0.019,0.001,0.009,0.015,0.015,0.011,880.0,998.0,732.0,1005.0,1030.0,917.0,988.0,487.0,920.0,237.0,501.0,602.0,453.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.01,1.0,1.0,1.0,1.0,1.01,-1842.6830077524032,31.99367222326832,-3926.622926607632,33.746219091651206,0.3007660745249854,38.36356437943984,86.62167950044102,2031035126069048.8,0.5724496518324779,22.669934640522875,40.68954248366013,0.8017903125827055,0.7379878849807584,-1.6501015234400418,0.5130902983979391,3470,-5769.305934360035,65.73989131491953,750.0,1.003076923076923,63.359477124183,2031035126069049.2,124.98524387988087,0.5367129713151723,0.00708744619984021,0.05734388288961625,0.17460890183242703,0.1146877657792325,0.109533259452076,6.443132908945647e-06,6.443132908945647e-06,6.443132908945647e-06,6.443132908945647e-06
97,0.123,0.33,0.013,0.437,13.035,14.161,0.36,0.894,0.011,0.032,0.44,0.413,0.115,0.004,0.005,0.003,0.021,0.12,0.051,0.003,0.006,0.001,0.013,0.014,0.015,0.008,1018.0,1022.0,620.0,1194.0,803.0,770.0,956.0,406.0,566.0,414.0,331.0,541.0,155.0,1.0,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.03,-1746.3438927453008,29.3230313657002,-4064.999273195682,33.95460142232659,0.7481054176886877,38.41032336724687,86.59197384654378,1648376334200967.5,0.5887860043338047,22.176470588235293,40.61437908496732,0.8230172823693601,0.736653484729918,-1.65656555167415,0.5134241984343597,2229,-5811.3431659409825,63.27763278802679,676.6153846153846,1.0046153846153845,62.790849673202615,1648376334200968.0,125.00229721379065,0.46928148490320415,0.005774156973081929,0.016797547558056524,0.2309662789232772,0.216793348171167,0.060366186536765634,5.249233611892664e-06,5.249233611892664e-06,5.249233611892664e-06,5.249233611892664e-06
98,0.113,0.328,0.301,0.723,14.006,14.064,0.362,0.773,0.011,0.016,0.212,0.201,0.193,0.003,0.005,0.019,0.02,0.125,0.049,0.004,0.019,0.001,0.005,0.014,0.014,0.011,996.0,1271.0,1041.0,1031.0,861.0,1211.0,1067.0,532.0,596.0,192.0,605.0,522.0,498.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.02,1.0,1.0,1.0,-1767.0115791351643,29.324074294020264,-4188.360840405387,35.32219795551042,0.2151806566450331,36.46174913970526,88.60772218815102,1854423375976088.5,0.5918775677472914,21.637254901960784,41.71568627450981,0.805384364158241,0.718640101348931,-1.393864737409778,0.4905068225779881,2823,-5955.372419540551,64.64627224953068,801.7692307692307,1.003076923076923,63.352941176470594,1854423375976089.0,125.06947132785628,0.5497709880231003,0.007823390515205825,0.011379477113026655,0.1507780717476032,0.14295468123239735,0.13726494267588402,7.11217319564166e-06,7.11217319564166e-06,7.11217319564166e-06,7.11217319564166e-06
99,0.116,0.322,0.08,0.314,13.504,14.164,0.373,0.896,0.011,0.012,0.141,0.137,0.281,0.003,0.005,0.021,0.021,0.125,0.049,0.004,0.004,0.001,0.002,0.014,0.013,0.008,941.0,923.0,736.0,988.0,1218.0,1080.0,1263.0,656.0,637.0,672.0,315.0,385.0,392.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.01,1.01,-1818.1034900602865,32.21059182379543,-3970.245971824884,35.81550819858514,0.1923304629325866,38.59037859702128,86.49197136793167,1883858667658248.0,0.5644852731496373,22.80718954248366,40.51307189542484,0.821958938001372,0.7345574109397669,-1.681530175964732,0.5145474131329322,3455,-5788.34946188517,68.02610002238058,785.0769230769231,1.003076923076923,63.3202614379085,1883858667658248.5,125.08234996495295,0.6062082216990067,0.007442288436036912,0.008118860112040268,0.09539660631647315,0.09269031961245974,0.19011664095694297,6.765716760033557e-06,6.765716760033557e-06,6.765716760033557e-06,6.765716760033557e-06
100,0.115,0.317,0.023,0.587,13.381,14.222,0.364,0.733,0.011,0.016,0.247,0.235,0.15,0.003,0.005,0.011,0.02,0.117,0.049,0.004,0.018,0.001,0.005,0.014,0.015,0.01,796.0,961.0,638.0,1061.0,1173.0,908.0,1066.0,475.0,579.0,220.0,670.0,607.0,387.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,-1761.6749790413082,32.608376701962705,-4072.587394486146,37.35799271731267,0.7646578102641636,37.233497463082,87.87878795562112,1854423375976088.0,0.5555394334163853,22.058823529411764,40.28431372549019,0.825023205418606,0.7280381293782268,-1.496274127826076,0.4988550657242169,1224,-5834.262373527454,69.96636941927537,733.9230769230769,1.0015384615384615,62.34313725490196,1854423375976088.5,125.11228541870312,0.526565328582512,0.007902071779546565,0.011493922588431368,0.17743742995890924,0.1688169880175857,0.10775552426654407,7.1837016177696054e-06,7.1837016177696054e-06,7.1837016177696054e-06,7.1837016177696054e-06
101,0.119,0.343,0.014,0.586,12.672,14.275,0.366,0.808,0.01,0.093,0.345,0.268,0.137,0.004,0.005,0.004,0.02,0.123,0.047,0.004,0.018,0.001,0.006,0.014,0.015,0.01,953.0,1046.0,676.0,791.0,746.0,732.0,878.0,385.0,358.0,162.0,528.0,507.0,287.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1805.667155851743,30.7657614607518,-4022.466952811594,36.04062622552018,0.2950158685445785,39.18973038080591,85.93087927556599,1766117500929608.0,0.5929144066306604,22.87908496732026,40.60457516339869,0.8132343928021133,0.7375789664051627,-1.7654713345988284,0.520825454846618,3499,-5828.134108663337,66.80638768627198,619.1538461538462,1.0,63.48366013071895,1766117500929608.5,125.1206096563719,0.4864422289649858,0.006020324615903289,0.05598901892790059,0.20770119924866345,0.16134469970620816,0.08247844723787506,6.02032461590329e-06,6.02032461590329e-06,6.02032461590329e-06,6.02032461590329e-06
102,0.113,0.308,0.117,0.83,12.135,13.926,0.378,0.828,0.011,0.014,0.119,0.104,0.265,0.003,0.005,0.019,0.02,0.094,0.048,0.004,0.019,0.001,0.004,0.006,0.003,0.009,922.0,799.0,1012.0,1034.0,406.0,897.0,758.0,382.0,660.0,313.0,650.0,303.0,411.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.01,1.0,1.0,1.0,1.0,-1920.0664665876347,33.07837906251977,-3846.011942738948,33.775218703922576,0.2714688522285885,39.54708866936,85.59430834415939,1972164542704728.8,0.5700798379705012,24.140522875816995,40.2875816993464,0.8162920712848795,0.7450699767424269,-1.816136134867988,0.5245717305489932,4332,-5766.078409326583,66.85359776644235,657.4615384615385,1.0015384615384615,64.42810457516339,1972164542704729.2,125.1413970135194,0.6174312473900851,0.008202589035375527,0.010439658772296127,0.08873709956451707,0.07755175087991407,0.19760782676131955,7.456899123068662e-06,7.456899123068662e-06,7.456899123068662e-06,7.456899123068662e-06
103,0.107,0.293,0.126,0.315,14.04,13.846,0.379,0.727,0.011,0.022,0.173,0.147,0.181,0.003,0.005,0.019,0.02,0.125,0.048,0.004,0.019,0.001,0.008,0.015,0.014,0.01,928.0,1205.0,1151.0,1036.0,1544.0,1057.0,1053.0,888.0,864.0,233.0,513.0,297.0,571.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,1.01,1.02,1.0,-1861.815259114837,31.641086842193445,-3944.7045229557098,33.52828283463338,0.6491121559672886,37.5,87.64438134700562,2119341001115530.0,0.5728924108086129,22.787581699346404,40.94444444444444,0.8087651493964843,0.7307498423829262,-1.5321366859260055,0.5015249936115059,2047,-5806.519782070547,65.16936967682682,872.3076923076923,1.0046153846153845,63.73202614379085,2119341001115530.5,125.14438134700562,0.5765082788809236,0.008722958827634332,0.017445917655268664,0.1371883524709763,0.11657044978747698,0.14353232252743764,7.929962570576667e-06,7.929962570576667e-06,7.929962570576667e-06,7.929962570576667e-06
104,0.109,0.31,0.013,0.456,12.743,14.002,0.381,0.856,0.011,0.094,0.361,0.269,0.128,0.003,0.005,0.003,0.02,0.126,0.048,0.004,0.017,0.001,0.006,0.014,0.014,0.011,890.0,1038.0,520.0,843.0,869.0,748.0,1105.0,337.0,756.0,256.0,409.0,368.0,156.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1898.291731302516,31.357788144891952,-3840.0919338493736,32.66940399302155,0.2442567734585868,39.59960965675445,85.57905415347801,2001599834386889.2,0.5638452831174041,23.735294117647054,40.20261437908497,0.8120592123431016,0.7430418609397158,-1.823621108845035,0.52474117235852,4931,-5738.3836651518895,64.0271921379135,638.0769230769231,1.0015384615384615,63.93790849673202,2001599834386889.8,125.17866381023246,0.49795234549516,0.006398920327624719,0.05468168279970215,0.2100009307520476,0.15648268801191362,0.07446016381236037,5.8172002978406545e-06,5.8172002978406545e-06,5.8172002978406545e-06,5.8172002978406545e-06
105,0.099,0.274,0.133,0.494,12.637,13.581,0.403,0.455,0.01,0.013,0.118,0.101,0.101,0.003,0.004,0.02,0.02,0.125,0.052,0.004,0.007,0.0,0.003,0.004,0.001,0.001,789.0,1107.0,788.0,911.0,959.0,810.0,784.0,476.0,709.0,146.0,269.0,408.0,477.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2054.593925536944,34.33537792838318,-3708.0027410489342,30.587269238159685,0.556719621486134,39.00067034785042,86.231012876455,2472564501301451.5,0.5937771853950644,25.22222222222222,40.89542483660131,0.8154766009429385,0.7411433411227086,-1.7388531901136313,0.517472352003896,1575,-5762.596666585878,64.92264716654287,664.0769230769231,1.0,66.11764705882354,2472564501301452.0,125.23168322430541,0.5701468598065259,0.012530700215528042,0.016289910280186455,0.1478622625432309,0.12656007217683324,0.12656007217683324,1.2530700215528043e-05,1.2530700215528043e-05,1.2530700215528043e-05,1.2530700215528043e-05
106,0.107,0.316,0.203,0.694,12.316,14.068,0.375,0.679,0.011,0.056,0.283,0.235,0.102,0.003,0.005,0.021,0.021,0.12,0.049,0.004,0.016,0.001,0.014,0.011,0.015,0.002,773.0,500.0,870.0,720.0,931.0,632.0,847.0,544.0,698.0,306.0,490.0,309.0,388.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-1866.9838056201504,32.48879669162191,-3963.040062656771,35.167687344389066,0.1779276512066523,38.31604469469352,86.99373615794964,2031035126069048.8,0.5620522867717089,23.395424836601308,40.55882352941177,0.8172454580032659,0.7313886935743161,-1.6435404023831182,0.5088985752350992,440,-5830.023868276921,67.65648403601097,616.0,1.0015384615384615,63.954248366013076,2031035126069049.2,125.30978085264316,0.49705718719803216,0.008052472841205234,0.04099440719159028,0.2071681649146437,0.17203010160756635,0.07466838452753943,7.320429855641122e-06,7.320429855641122e-06,7.320429855641122e-06,7.320429855641122e-06
107,0.12,0.34,0.017,0.796,14.101,14.015,0.368,0.676,0.01,0.013,0.321,0.312,0.102,0.003,0.006,0.007,0.02,0.127,0.05,0.004,0.013,0.0,0.002,0.011,0.011,0.001,952.0,946.0,619.0,920.0,878.0,792.0,629.0,808.0,480.0,214.0,921.0,820.0,444.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.01,1.01,1.01,1.0,1.0,1.0,-1840.642758725125,34.226955526986366,-4114.185999768498,37.66907382746261,0.5963056254386901,38.43887856872148,86.87611380769053,1766117500929608.0,0.6127688642735638,22.44771241830065,42.16013071895425,0.7975444062219921,0.729521789993668,-1.660516935342064,0.5102256926869383,60,-5954.828758493622,71.89602935444898,724.8461538461538,1.0038461538461538,64.6078431372549,1766117500929608.5,125.31499237641201,0.4713954980335276,0.006973306183927923,0.0090652980391063,0.22384312850408633,0.2175671529385512,0.07112772307606481,6.973306183927924e-06,6.973306183927924e-06,6.973306183927924e-06,6.973306183927924e-06
108,0.12,0.339,0.488,0.704,13.709,13.951,0.359,0.627,0.01,0.074,0.285,0.212,0.1,0.004,0.006,0.02,0.02,0.117,0.048,0.004,0.015,0.0,0.013,0.013,0.015,0.0,1258.0,1018.0,1156.0,1310.0,1543.0,1039.0,1158.0,756.0,898.0,166.0,734.0,440.0,834.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.01,1.0,-1750.917978926984,31.044209979086304,-4248.391668618575,37.42317277222521,0.7152492592069838,36.83433145662087,88.5405357482562,1707246917565287.5,0.6227863830773438,21.91503267973856,42.53921568627451,0.8005290833414014,0.7179446271279224,-1.4430378388556822,0.4912791718524525,157,-5999.309647545559,68.4673827513115,946.9230769230769,1.0023076923076923,64.45424836601308,1707246917565288.0,125.37486720487708,0.47934313935353656,0.0076450261459894185,0.05657319348032169,0.2178832451606984,0.16207455429497566,0.0764502614598942,7.64502614598942e-06,7.64502614598942e-06,7.64502614598942e-06,7.64502614598942e-06
