,week_startdate,year_week,year_month,season,time,ILI%,ILI_total,total_patients,total_samples_phl,H1pdm09_phl,H3N2_phl,H3N2v_phl,A_unspecified_phl,B_unspecified_phl,Victoria_phl,Yamagata_phl,total_samples_cli,A_unspecified_cli,B_unspecified_cli,total_samples,A_unspecified,B_unspecified,H1pdm09_estimate,H3N2_estimate,H3N2v_estimate,Victoria_estimate,Yamagata_estimate,positive_samples,positive_rate,H1N1,H3N2,H3N2v,Victoria,Yamagata,H1N1_proporation,H3N2_proporation,H3N2v_proporation,Victoria_proporation,Yamagata_proporation,population,H1N1_IR,H3N2_IR,Victoria_IR,Yamagata_IR,H1N1_IR_rolling,H3N2_IR_rolling,Victoria_IR_rolling,Yamagata_IR_rolling,BV_antigenic_rate,BV_antigenic_transition,BY_antigenic_rate,BY_antigenic_transition
43,2016-07-31,2016-31,2016-M7,2015-2016,2016.5961538461536,0.0079042818299547,4596,581457,351,1,45,3,2,0,1,4,5675,33,20,6026,35,20,0.7142857142857142,32.142857142857146,2.142857142857143,4.0,16.0,109,0.0180882841022236,1.7142857142857142,77.14285714285714,5.142857142857142,5.0,20.0,0.0157273918741808,0.7077326343381389,0.0471821756225425,0.0458715596330275,0.1834862385321101,322941311,726.1730036543739,32677.78516444682,2118.004593991924,8472.018375967695,1224.2215118613417,23483.87153507004,1992.6357368137187,14192.918663036828,0.6972993657044533,0,0.9465325078888632,0
44,2016-08-07,2016-32,2016-M8,2015-2016,2016.6153846153843,0.0083082589350477,4868,585923,351,6,28,10,0,1,3,12,5773,22,30,6124,22,31,3.0,14.0,5.0,6.2,24.8,112,0.0182887001959503,9.0,42.0,15.0,9.2,36.8,0.0803571428571428,0.375,0.1339285714285714,0.0821428571428571,0.3285714285714285,323143492,3945.5973615943617,18412.787687440352,4033.277302963125,16133.109211852498,1990.9184048395136,23473.31706110134,2257.346778977699,14136.350406327549,0.6972993657044533,0,0.9465325078888632,0
45,2016-08-14,2016-33,2016-M8,2015-2016,2016.6346153846157,0.0085679553587556,5265,614499,376,1,29,4,0,3,1,7,5974,27,21,6350,27,24,0.7941176470588235,23.02941176470588,3.176470588235294,3.0,21.0,93,0.0146456692913385,1.7941176470588234,52.02941176470589,7.1764705882352935,4.0,28.0,0.019291587602783,0.5594560404807084,0.0771663504111321,0.043010752688172,0.3010752688172043,323143492,782.2576185717166,22685.47093857978,1744.0497725533355,12208.348407873347,1692.8961485936925,24702.40484774753,2693.3592221160334,12801.0005226181,0.6972993657044533,0,0.9465325078888632,0
46,2016-08-21,2016-34,2016-M8,2015-2016,2016.6538461538464,0.0100746424789414,6260,621362,364,5,28,0,0,2,2,6,6264,63,25,6628,63,27,9.545454545454543,53.45454545454545,0.0,6.75,20.25,131,0.0197646348823174,14.545454545454543,81.45454545454545,0.0,8.75,26.25,0.1110340041637751,0.6217904233171409,0.0,0.0667938931297709,0.2003816793893129,323143492,7144.467331533808,40009.01705658933,4297.843629125807,12893.53088737742,3149.623828838681,28446.265211764072,3048.293824658548,12426.751720767768,0.6972993657044533,0,0.9465325078888632,0
47,2016-08-28,2016-35,2016-M8,2015-2016,2016.673076923077,0.0105868162884614,6504,614349,408,7,33,0,0,5,4,2,7093,78,41,7501,78,46,13.65,64.35,0.0,30.666666666666664,15.333333333333332,170,0.0226636448473536,20.65,97.35,0.0,34.666666666666664,17.333333333333332,0.1214705882352941,0.5726470588235294,0.0,0.2039215686274509,0.1019607843137254,323143492,9418.06495164892,44399.44905777348,15810.79507621449,7905.397538107245,5322.596815837318,31376.68118509574,6471.491445214189,12285.096511302656,0.6972993657044533,0,0.9465325078888632,0
48,2016-09-04,2016-36,2016-M9,2015-2016,2016.692307692308,0.0110027943077194,6623,601938,400,3,45,0,0,6,1,3,7732,57,56,8132,57,62,3.5625,53.4375,0.0,15.5,46.5,171,0.0210280373831775,6.5625,98.4375,0.0,16.5,49.5,0.0383771929824561,0.5756578947368421,0.0,0.0964912280701754,0.2894736842105263,323346446,2871.065049529331,43065.97574293996,7218.677838816603,21656.03351644981,5053.96373782106,37539.97819897064,7267.841579177559,13665.827587451984,0.6972993657044533,0,0.9465325078888632,0
49,2016-09-11,2016-37,2016-M9,2015-2016,2016.7115384615383,0.0114569819498916,7639,666755,553,8,55,0,2,10,4,6,8727,74,58,9280,76,68,9.65079365079365,66.34920634920636,0.0,27.200000000000003,40.8,217,0.0233836206896551,17.650793650793652,121.34920634920636,0.0,31.200000000000003,46.8,0.0813400629068831,0.559212932484822,0.0,0.1437788018433179,0.2156682027649769,323346446,7046.193773376055,48442.582191960384,12455.03460516904,18682.55190775356,6619.947776522145,43979.25601231579,9945.587787331486,15284.37846242204,0.6972993657044533,0,0.9465325078888632,0
50,2016-09-18,2016-38,2016-M9,2015-2016,2016.7307692307693,0.0121889622422121,8229,675119,622,6,77,0,0,8,3,5,9418,97,67,10040,97,75,7.012048192771084,89.98795180722891,0.0,28.125,46.875,263,0.0261952191235059,13.012048192771084,166.9879518072289,0.0,31.125,51.875,0.0494754684135782,0.6349351779742544,0.0,0.1183460076045627,0.1972433460076045,323346446,5107.951604621605,65552.04559264393,12218.291182027166,20363.818636711945,6110.818844794095,50365.01314632944,11925.699675556823,17151.950399755668,0.6972993657044533,0,0.9465325078888632,0
51,2016-09-25,2016-39,2016-M9,2015-2016,2016.75,0.0131112817145024,8505,648678,696,5,73,0,1,5,11,0,10596,106,83,11292,107,88,6.858974358974359,100.14102564102564,0.0,88.0,0.0,284,0.0251505490612823,11.858974358974358,173.14102564102564,0.0,99.0,0.0,0.0417569519682195,0.6096514987360058,0.0,0.3485915492957746,0.0,323346446,4452.352095223368,65004.34059026119,37168.716626286325,0.0,4869.390630687706,55516.23602945136,17265.180063074782,15175.601015228858,0.6972993657044533,0,0.9465325078888632,0
52,2016-10-02,2016-40,2016-M10,2016-2017,2016.7692307692307,0.0127385846381862,10864,852842,898,9,87,0,0,1,5,4,13380,120,90,14278,120,91,11.25,108.75,0.0,50.55555555555556,40.44444444444444,316,0.0221319512536769,20.25,195.75,0.0,55.55555555555556,44.44444444444444,0.0640822784810126,0.6194620253164557,0.0,0.1758087201125175,0.140646976090014,323561216,5845.683337786917,56508.272265273525,16037.540021363282,12830.032017090623,5613.045202752102,58876.81016003475,19469.89560871145,12969.100640389062,0.5734150164660541,0,0.9717288362769544,0
53,2016-10-09,2016-41,2016-M10,2016-2017,2016.7884615384612,0.0129341776558758,10997,850228,970,11,81,0,0,3,7,6,14053,108,83,15023,108,86,12.91304347826087,95.08695652173914,0.0,46.30769230769231,39.69230769230769,299,0.0199028156826199,23.913043478260867,176.08695652173913,0.0,53.30769230769231,45.69230769230769,0.0799767340410062,0.5889195870292279,0.0,0.178286596346797,0.1528170825829688,323561216,6661.522007305806,49053.02569016094,14850.06982859402,12728.631281652017,5516.87726123454,59029.4210345849,20068.654414567696,11480.620483863677,0.5734150164660541,0,0.9717288362769544,0
54,2016-10-16,2016-42,2016-M10,2016-2017,2016.8076923076924,0.0133097479451137,11926,896035,1140,12,134,0,2,1,8,10,15110,115,97,16250,117,98,9.616438356164384,107.38356164383562,0.0,43.55555555555555,54.44444444444445,379,0.0233230769230769,21.616438356164384,241.3835616438356,0.0,51.55555555555555,64.44444444444446,0.0570354574041276,0.6368959410127588,0.0,0.1360304895924948,0.1700381119906186,323561216,5728.712974991926,63970.62822074316,13663.07322130168,17078.841526627104,5672.06760382712,58634.0666916097,20429.849924386323,10659.376206342466,0.5734150164660541,0,0.9717288362769544,0
55,2016-10-23,2016-43,2016-M10,2016-2017,2016.826923076923,0.014266216993582,12648,886570,1168,13,130,0,1,6,3,3,15312,143,88,16480,144,94,13.090909090909092,130.9090909090909,0.0,47.0,47.0,387,0.0234830097087378,26.090909090909093,260.9090909090909,0.0,50.0,50.0,0.0674183697439511,0.6741836974395113,0.0,0.1291989664082687,0.1291989664082687,323561216,7307.978964656085,73079.78964656084,14004.837737145805,14004.837737145805,6385.9743211853,60652.92895568461,14638.880202101194,14160.585640628917,0.5734150164660541,0,0.9717288362769544,0
56,2016-10-30,2016-44,2016-M10,2016-2017,2016.8461538461536,0.015707098492278,13790,877947,1296,12,122,0,3,3,10,7,16652,201,118,17948,204,121,18.268656716417908,185.73134328358208,0.0,71.17647058823529,49.8235294117647,476,0.0265210608424337,30.268656716417908,307.7313432835821,0.0,81.17647058823529,56.8235294117647,0.0635896149504577,0.6464944186629875,0.0,0.1705388037567968,0.1193771626297577,323561216,8570.960882724461,87138.10230769869,22986.165541730592,16090.315879211414,7067.293707419685,68310.3864662909,16376.036582193025,14975.656606159111,0.5734150164660541,0,0.9717288362769544,0
57,2016-11-06,2016-45,2016-M11,2016-2017,2016.8653846153843,0.0165146243264655,14258,863356,1275,5,155,0,1,5,6,1,17811,271,121,19086,272,126,8.5,263.5,0.0,108.0,18.0,565,0.0296028502567326,13.5,418.5,0.0,114.0,19.0,0.0238938053097345,0.7407079646017699,0.0,0.2017699115044247,0.0336283185840707,323743389,3781.712042408537,117233.07331466464,31934.457247005423,5322.409541167571,6347.341216195368,85355.39837241684,20647.133436795877,13124.101171038004,0.5734150164660541,0,0.9717288362769544,0
58,2016-11-13,2016-46,2016-M11,2016-2017,2016.8846153846157,0.0173308838407799,15160,874739,1351,9,189,0,2,13,7,1,19060,347,144,20411,349,157,15.863636363636363,333.1363636363636,0.0,137.375,19.625,712,0.0348831512419773,24.863636363636363,522.1363636363636,0.0,144.375,20.625,0.0349208375893769,0.7333375893769152,0.0,0.2027738764044943,0.0289676966292134,323743389,6834.739758712436,143529.53493296116,39687.09718210306,5669.58531172901,6623.847912125496,105245.12505047134,27153.13942699622,10271.78711731348,0.5734150164660541,0,0.9717288362769544,0
59,2016-11-20,2016-47,2016-M11,2016-2017,2016.9038461538464,0.0203388083588379,14208,698566,1098,5,164,0,14,10,4,3,18520,451,169,19618,465,179,13.75739644970414,451.2426035502958,0.0,102.28571428571428,76.71428571428571,820,0.0417983484555,18.75739644970414,615.2426035502958,0.0,106.28571428571428,79.71428571428571,0.0228748737191513,0.7502958579881658,0.0,0.1296167247386759,0.0972125435540069,323743389,6295.703120672352,206499.0623580532,35673.57041824511,26755.177813683837,6370.778951129562,138599.94322834443,32570.32259727104,13459.372136447986,0.5734150164660541,0,0.9717288362769544,0
60,2016-11-27,2016-48,2016-M11,2016-2017,2016.923076923077,0.0188330645325929,16605,881694,1713,13,318,0,11,18,17,5,21542,532,183,23255,543,201,21.326283987915406,521.6737160120846,0.0,155.3181818181818,45.68181818181818,1097,0.0471726510427865,34.3262839879154,839.6737160120846,0.0,172.3181818181818,50.68181818181818,0.0312910519488745,0.7654272707493934,0.0,0.1570812960967929,0.046200381204939,323743389,8999.789476715627,220148.69643042845,45179.005100581606,13287.942676641647,6477.986099627355,171852.59175902687,38118.5324869838,12758.778835805546,0.5734150164660541,0,0.9717288362769544,0
61,2016-12-04,2016-49,2016-M12,2016-2017,2016.942307692308,0.0200292154230036,16961,846813,1880,14,479,0,3,3,20,7,20564,696,180,22444,699,183,19.849898580121703,679.1501014198783,0.0,135.55555555555554,47.44444444444444,1402,0.0624665834967029,33.8498985801217,1158.1501014198784,0.0,155.55555555555554,54.44444444444444,0.0241440075464491,0.8260699724820816,0.0,0.1109526073862735,0.0388334125851957,323907436,9784.575026243818,334772.2455407707,44964.53661389077,15737.58781486177,7978.701845586174,226237.38481555335,41376.05232870513,15362.573404229095,0.5734150164660541,0,0.9717288362769544,0
62,2016-12-11,2016-50,2016-M12,2016-2017,2016.9615384615383,0.0227731345345463,18463,810736,2244,18,750,0,9,16,27,18,23476,1359,210,25720,1368,226,32.0625,1335.9375,0.0,135.6,90.4,2407,0.0935847589424572,50.0625,2085.9375,0.0,162.6,108.4,0.0207987120897382,0.8666130037390943,0.0,0.0675529705027004,0.0450353136684669,323907436,14357.71403827553,598238.0849281471,46632.99480896083,31088.663205973884,9859.445415476948,339914.5223143499,43112.526735419575,21717.342877790317,0.5734150164660541,0,0.9717288362769544,0
63,2016-12-18,2016-51,2016-M12,2016-2017,2016.9807692307693,0.0291465395833389,21565,739882,2505,29,1016,0,11,16,38,28,26934,2563,341,29439,2574,357,71.43157894736842,2502.568421052632,0.0,205.54545454545456,151.45454545454547,4042,0.1373008594041917,100.43157894736842,3518.568421052632,0.0,243.54545454545456,179.45454545454547,0.0248470012239902,0.8705018359853121,0.0,0.0602536997885835,0.0443974630021141,323907436,32207.36209641545,1128368.2720675208,78102.49249981625,57549.2049998646,16337.360159412725,570381.8247417167,53719.757255812365,29415.849674335503,0.5734150164660541,0,0.9717288362769544,0
64,2016-12-25,2016-52,2016-M12,2016-2017,2017.0,0.0354918760663598,24900,701569,3287,32,1676,0,31,13,59,37,33273,4270,388,36560,4301,401,80.5807962529274,4220.419203747072,0.0,246.44791666666669,154.55208333333334,6506,0.1779540481400437,112.5807962529274,5896.419203747072,0.0,305.4479166666667,191.55208333333331,0.0173041494394293,0.9063048268901126,0.0,0.0469486499641356,0.0294423737063223,323907436,35400.38649172417,1854095.2425040533,96046.3477163477,60232.45534754008,22937.50941316486,978868.4612601232,66436.59290975388,41151.977842060114,0.5734150164660541,0,0.9717288362769544,0
65,2017-01-01,2017-1,2017-M1,2016-2017,2017.0192307692307,0.0308102046537706,24178,784740,3932,53,2067,0,13,19,47,60,35028,4288,386,38960,4301,405,107.525,4193.474999999999,0.0,177.89719626168224,227.10280373831773,6933,0.1779517453798768,160.525,6260.474999999999,0.0,224.89719626168224,287.10280373831773,0.0231537573921823,0.9029965382951104,0.0,0.0324386551653948,0.0414110491473125,324076093,41140.096674512,1604463.770305968,57637.70375974027,73580.04735285991,30776.389825231905,1296291.3424514225,69604.88469621626,55612.592726559655,0.5734150164660541,0,0.9717288362769544,0
66,2017-01-08,2017-2,2017-M1,2016-2017,2017.0384615384612,0.0301874759016715,24897,824746,4348,49,2210,0,30,25,49,76,35198,4935,476,39546,4965,501,107.69588313413014,4857.304116865869,0.0,196.392,304.608,7850,0.1985030091538967,156.69588313413016,7067.304116865869,0.0,245.392,380.608,0.0199612589979783,0.9002935180720854,0.0,0.031260127388535,0.0484850955414012,324076093,38764.02100493898,1748336.4575696965,60706.00230320972,94156.24847028444,36877.96656689777,1583815.9356118096,73123.13656977848,71379.48904263729,0.5734150164660541,0,0.9717288362769544,0
67,2017-01-15,2017-3,2017-M1,2016-2017,2017.0576923076924,0.034044601846956,28781,845391,4278,57,2253,0,24,26,69,104,36732,6062,655,41010,6086,681,150.174025974026,5935.825974025975,0.0,271.6127167630058,409.3872832369942,9250,0.2255547427456717,207.174025974026,8188.825974025975,0.0,340.6127167630058,513.3872832369942,0.022397191997192,0.8852784836784837,0.0,0.0368229964068114,0.0555013279175128,324076093,55736.64075941209,2203064.0637009726,91636.04628066256,138118.09874186822,42760.286232646926,1852489.8835201724,76506.52501499007,91521.7124781382,0.5734150164660541,0,0.9717288362769544,0
68,2017-01-22,2017-4,2017-M1,2016-2017,2017.076923076923,0.0352868943582728,31265,886023,4568,47,2431,0,29,30,71,123,38052,6254,797,42620,6283,827,119.16908797417273,6163.830912025827,0.0,302.66494845360825,524.3350515463917,9782,0.2295166588456124,166.16908797417273,8594.830912025827,0.0,373.66494845360825,647.3350515463917,0.016987230420586,0.8786373862222273,0.0,0.0381992382389703,0.0661761451182162,324076093,44585.86765348362,2306132.8567152917,100260.38020433628,173690.5178187797,45056.65652308679,1965499.2870729824,77560.0331369872,119886.2280959481,0.5734150164660541,0,0.9717288362769544,0
69,2017-01-29,2017-5,2017-M1,2016-2017,2017.0961538461536,0.0410665125233913,36517,889216,5086,51,2596,0,30,50,96,182,41435,7779,1097,46521,7809,1147,150.45674348318852,7658.543256516811,0.0,396.0863309352518,750.9136690647482,11881,0.2553900389071602,201.4567434831885,10254.543256516812,0.0,492.0863309352518,932.9136690647482,0.0169562110498433,0.863104389909672,0.0,0.0414179219708149,0.0785214770696699,324076093,57632.51675200238,2933608.1076117293,140775.49959713276,266886.8846528976,49179.76154245938,2297785.371399422,98344.48209633533,168212.93742095752,0.5734150164660541,0,0.9717288362769544,0
70,2017-02-05,2017-6,2017-M2,2016-2017,2017.1153846153843,0.0475510489169358,42890,901978,5521,71,2975,0,23,47,126,240,47995,9702,1890,53516,9725,1937,226.68253447143795,9498.317465528562,0.0,666.8360655737705,1270.1639344262294,15074,0.2816727707601465,297.682534471438,12473.317465528562,0.0,792.8360655737705,1510.1639344262294,0.0197480784444366,0.8274723010168875,0.0,0.0525962628083966,0.1001833577302792,324208204,85753.88634503794,3593208.6179787028,228393.5602005685,435035.3527629876,60927.227877484125,2759003.411501674,140266.37157067502,253432.7134941333,0.5734150164660541,0,0.9717288362769544,0
71,2017-02-12,2017-7,2017-M2,2016-2017,2017.1346153846157,0.0465163467522442,41035,882163,5335,68,2617,0,17,104,152,300,49356,9546,2552,54691,9563,2656,242.19143389199257,9320.808566108008,0.0,893.1681415929204,1762.8318584070798,15356,0.2807774588140644,310.1914338919926,11937.808566108008,0.0,1045.1681415929204,2062.83185840708,0.0202000152313097,0.7774035273579062,0.0,0.0680625255009716,0.1343339319098124,324208204,85534.93617708694,3291837.1761093605,288203.9299531501,568823.5459601646,68376.80173190284,3031196.689603771,189408.3424887969,361109.0752987074,0.5734150164660541,0,0.9717288362769544,0
72,2017-02-19,2017-8,2017-M2,2016-2017,2017.1538461538464,0.0457049386484897,40124,877892,5065,87,2364,0,12,89,159,357,47381,8763,2952,52446,8775,3041,311.47490820073443,8463.525091799265,0.0,937.0523255813952,2103.9476744186045,14783,0.2818708767112839,398.4749082007344,10827.525091799263,0.0,1096.0523255813953,2460.9476744186045,0.0269549420415838,0.7324308389230376,0.0,0.0741427535399712,0.1664714654954072,324208204,112583.75752159262,3059172.445759137,309674.92987556214,695307.861418715,85376.2741989301,3219456.586864732,241761.97990660337,491513.4111986912,0.5734150164660541,0,0.9717288362769544,0
73,2017-02-26,2017-9,2017-M2,2016-2017,2017.173076923077,0.0345522335947579,30183,873547,3995,54,1492,0,13,102,149,358,40431,5605,2389,44426,5618,2491,196.2302716688228,5421.769728331177,0.0,732.069033530572,1758.930966469428,10162,0.2287399270697339,250.2302716688228,6913.769728331177,0.0,881.069033530572,2116.9309664694283,0.0246241164799077,0.680355218296711,0.0,0.0867023256770883,0.2083183395462929,324208204,63096.135816860864,1743322.8636806742,222163.57370722445,533788.9891757475,86742.1789651447,2921885.275881969,262108.9984341263,558238.9373294037,0.5734150164660541,0,0.9717288362769544,0
74,2017-03-05,2017-10,2017-M3,2016-2017,2017.192307692308,0.0329505155123417,28060,851580,3625,50,1256,0,15,107,138,389,38487,4632,2785,42112,4647,2892,177.90964777947931,4469.090352220521,0.0,757.2979127134724,2134.702087286528,9372,0.2225493920972644,227.9096477794793,5725.090352220521,0.0,895.2979127134724,2523.702087286528,0.0243181442359666,0.6108717832074819,0.0,0.0955290133070286,0.2692810592495228,324342783,57839.33548487249,1452924.107379997,227210.3740972177,640469.8226363602,79763.54125010334,2386814.1482322924,261813.20190828855,609597.5547977469,0.5734150164660541,0,0.9717288362769544,0
75,2017-03-12,2017-11,2017-M3,2016-2017,2017.2115384615383,0.031642599053851,25484,805370,3238,28,909,0,11,124,141,440,36598,3795,3171,39836,3806,3295,113.73319103521878,3692.266808964781,0.0,799.6471600688468,2495.352839931153,8619,0.2163620845466412,141.7331910352188,4601.266808964781,0.0,940.6471600688468,2935.352839931153,0.0164442732376399,0.5338515847505257,0.0,0.1091364613144038,0.3405676806974304,324342783,36515.07765039954,1185435.9137218993,242341.28816733396,756242.3176852972,67508.57661843149,1860213.832635427,250347.5414618345,656452.24772903,0.5734150164660541,0,0.9717288362769544,0
76,2017-03-19,2017-12,2017-M3,2016-2017,2017.2307692307693,0.0314433309653702,27354,869946,3212,31,843,0,4,124,193,523,35188,3221,3715,38400,3225,3839,114.3878718535469,3110.612128146453,0.0,1034.8142458100558,2804.1857541899444,8654,0.2253645833333333,145.3878718535469,3953.612128146453,0.0,1227.8142458100558,3327.1857541899444,0.0168000776350296,0.4568537240751621,0.0,0.1418782350138728,0.3844679632759353,324342783,38612.66178495825,1050015.2866038645,326087.5587750112,883646.5970949788,49015.8026842729,1357924.542846609,254450.6986866968,703536.931648096,0.5734150164660541,0,0.9717288362769544,0
77,2017-03-26,2017-13,2017-M3,2016-2017,2017.25,0.0287935727238208,24342,845397,3049,27,655,0,3,218,143,576,32481,2345,3658,35530,2348,3876,92.95601173020528,2255.0439882697947,0.0,770.8873435326842,3105.1126564673154,7625,0.2146073740500985,119.95601173020528,2910.0439882697947,0.0,913.8873435326842,3681.112656467315,0.015731935964617,0.3816451132157107,0.0,0.119854077840352,0.4827688729793201,324342783,31530.19125439476,764899.0841343913,240213.41082399944,967572.899542823,41124.31654365638,1113318.597960038,258963.1579658905,811982.9092398648,0.5734150164660541,0,0.9717288362769544,0
78,2017-04-02,2017-14,2017-M4,2016-2017,2017.2692307692307,0.0236977498157363,19677,830332,2308,17,374,0,4,133,117,450,28713,1443,2986,31021,1447,3119,62.91304347826087,1384.0869565217392,0.0,643.6031746031746,2475.396825396825,5524,0.1780729183456368,79.91304347826087,1758.0869565217392,0.0,760.6031746031746,2925.396825396825,0.014466517646318,0.3182633882189969,0.0,0.1376906543452524,0.5295794397894324,324480012,19808.743885619973,435792.3654836394,188537.35045646728,725143.6556017972,31616.668643843244,859035.6624859486,249294.90205570293,833151.3674812241,0.5734150164660541,0,0.9717288362769544,0
79,2017-04-09,2017-15,2017-M4,2016-2017,2017.2884615384612,0.0193852767650975,15548,802052,1719,5,221,0,1,81,66,383,25001,902,2283,26720,903,2364,19.97787610619469,883.0221238938053,0.0,347.4922048997773,2016.507795100223,3942,0.1475299401197604,24.97787610619469,1104.0221238938052,0.0,413.4922048997773,2399.5077951002227,0.0063363460441894,0.2800664951531723,0.0,0.1048940144342408,0.6087031443683975,324480012,5880.022779150122,259897.0068384353,97339.88484347994,564866.3014401941,23957.904926030893,627650.9357650827,213044.55122473944,785307.3634199484,0.5734150164660541,0,0.9717288362769544,0
80,2017-04-16,2017-16,2017-M4,2016-2017,2017.3076923076924,0.0164063879708353,13006,792740,1549,11,144,0,2,81,54,250,22091,567,1575,23640,569,1656,40.380645161290325,528.6193548387097,0.0,294.1578947368421,1361.842105263158,2684,0.1135363790186125,51.380645161290325,672.6193548387097,0.0,348.1578947368421,1611.842105263158,0.0191433104177683,0.2506033363780587,0.0,0.1297160561612675,0.6005372970429054,324480012,11570.523472098386,151468.67090746982,78402.46225798513,362974.3623054868,17197.370347815926,403014.28184098407,151123.27709548292,655139.3047225752,0.5734150164660541,0,0.9717288362769544,0
81,2017-04-23,2017-17,2017-M4,2016-2017,2017.326923076923,0.0147519850352221,11924,808298,1304,7,133,0,2,49,51,181,18795,326,946,20099,328,995,16.400000000000002,311.6,0.0,218.7284482758621,776.2715517241379,1695,0.0843325538584009,23.4,444.6,0.0,269.7284482758621,957.271551724138,0.0138053097345132,0.2623008849557522,0.0,0.159131827891364,0.5647619774183704,324480012,5572.881644923295,105884.75125354262,64237.80848334164,227981.2418722517,10708.042945448062,238260.6986207719,107129.37651031849,470241.3903049325,0.5734150164660541,0,0.9717288362769544,0
82,2017-04-30,2017-18,2017-M4,2016-2017,2017.3461538461536,0.0137755363268649,10762,781240,1044,5,83,0,2,41,31,131,16223,252,708,17267,254,749,14.431818181818182,239.56818181818184,0.0,143.32716049382717,605.6728395061729,1253,0.0725661666763189,19.43181818181818,322.56818181818187,0.0,174.32716049382717,736.6728395061729,0.0155082347819777,0.2574366973808315,0.0,0.1391278216231661,0.5879272462140246,324480012,5030.289904960179,83502.81242233899,45127.84894277047,190701.555209772,7013.429450283113,150188.3103554468,71277.00113189427,336630.8652069262,0.5734150164660541,0,0.9717288362769544,0
83,2017-05-07,2017-19,2017-M5,2016-2017,2017.3653846153843,0.013377075662691,10202,762648,889,3,97,0,2,36,38,117,15302,232,584,16191,234,620,7.02,226.98,0.0,152.0,468.0,1109,0.0684948428139089,10.02,323.98,0.0,190.0,585.0,0.0090351668169522,0.2921370604147881,0.0,0.1713255184851217,0.527502254283138,324636728,2687.5273012730167,86896.71607449422,50961.09653112507,156906.5340563588,6215.305580813835,106938.23766446154,59682.30405380554,234640.92336096737,0.5734150164660541,0,0.9717288362769544,0
84,2017-05-14,2017-20,2017-M5,2016-2017,2017.3846153846157,0.0134685728722703,9809,728288,788,5,63,0,1,33,33,114,14292,216,479,15080,217,512,15.955882352941178,201.04411764705884,0.0,114.93877551020408,397.0612244897959,944,0.0625994694960212,20.955882352941178,264.04411764705884,0.0,147.9387755102041,511.0612244897959,0.0221990279162512,0.2797077517447657,0.0,0.1567148045658941,0.5413784157730889,324636728,6076.085031809603,76558.67140080099,42894.33221482236,148180.42037847725,4841.69597074164,88210.73778779432,50805.27154301485,180942.43787921497,0.5734150164660541,0,0.9717288362769544,0
85,2017-05-21,2017-21,2017-M5,2016-2017,2017.4038461538464,0.0126578910806504,8564,676574,640,6,41,0,0,23,26,80,12821,180,378,13461,180,401,22.97872340425532,157.0212765957447,0.0,98.35849056603772,302.6415094339623,734,0.0545278954015303,28.97872340425532,198.0212765957447,0.0,124.35849056603772,382.6415094339623,0.039480549597078,0.2697837555800336,0.0,0.1694257364659914,0.5213099583568969,324636728,8846.285107741262,60449.61490289864,37962.70276536677,116808.31620112852,5660.046836446132,76851.95370013332,44236.49511352114,153149.2064614342,0.5734150164660541,0,0.9717288362769544,0
86,2017-05-28,2017-22,2017-M5,2016-2017,2017.423076923077,0.0125700746003782,7756,617021,550,1,39,0,0,17,51,60,11644,171,314,12194,171,331,4.275,166.725,0.0,152.0810810810811,178.91891891891893,653,0.053550926685255,5.275,205.725,0.0,203.0810810810811,238.91891891891893,0.0080781010719754,0.3150459418070444,0.0,0.3109970613799098,0.3658788957410703,324636728,1765.272602458897,68845.63149589699,67960.847110932,79953.93777756706,4843.792510820811,73187.65846852283,49944.74465556152,125462.30210338296,0.5734150164660541,0,0.9717288362769544,0
87,2017-06-04,2017-23,2017-M6,2016-2017,2017.442307692308,0.0116048180855913,7510,647145,457,5,33,0,0,19,22,63,10662,136,225,11119,136,244,17.894736842105264,118.10526315789474,0.0,63.15294117647059,180.8470588235294,503,0.0452378811044158,22.894736842105264,151.10526315789474,0.0,85.15294117647059,243.8470588235294,0.0455163754316208,0.3004080778486973,0.0,0.1692901415039176,0.4847854052157642,324801865,7761.162506926598,51223.67254571555,28866.276951387685,82662.52036079201,6112.201312234206,64269.39758632816,44421.03976062717,106901.29867949129,0.5734150164660541,0,0.9717288362769544,0
88,2017-06-11,2017-24,2017-M6,2016-2017,2017.4615384615383,0.0104833626380917,6636,633003,398,8,43,0,1,9,11,45,9568,131,162,9966,132,171,20.705882352941178,111.29411764705884,0.0,33.589285714285715,137.41071428571428,410,0.0411398755769616,28.705882352941178,154.29411764705884,0.0,44.58928571428572,182.41071428571428,0.0700143472022955,0.3763271162123386,0.0,0.1087543554006968,0.4449041811846689,324801865,9807.744444793949,52716.62639076747,15234.519318539897,62323.033575845024,7045.116165480293,58308.88633381978,37506.08653655656,85436.95197883323,0.5734150164660541,0,0.9717288362769544,0
89,2017-06-18,2017-25,2017-M6,2016-2017,2017.4807692307693,0.0099271057714029,6240,628582,388,5,40,0,0,8,11,31,8455,107,117,8843,107,125,11.888888888888888,95.1111111111111,0.0,32.73809523809524,92.26190476190476,319,0.0360737306344,16.888888888888886,135.1111111111111,0.0,43.73809523809524,123.26190476190476,0.0529432253570184,0.4235458028561476,0.0,0.1371100164203612,0.3864009553664726,324801865,6158.041580004252,49264.332640034016,15947.822907614396,44943.8645578224,6373.05528354604,55512.565768103625,32002.366572118462,67470.83906800668,0.5734150164660541,0,0.9717288362769544,0
