,R0_v_mean,R0_y_mean,w_v_mean,w_y_mean,cv_mean,cy_mean,tv_0_mean,ty_0_mean,det_prob_v_mean,det_prob_y_mean,confirmed_dispersion_v_mean,confirmed_dispersion_y_mean,S_rate_ini_mean,Rcv_rate_ini_mean,Rcy_rate_ini_mean,Rv_rate_ini_mean,Ry_rate_ini_mean,R_rate_ini_mean,R0_v_std,R0_y_std,w_v_std,w_y_std,cv_std,cy_std,tv_0_std,ty_0_std,det_prob_v_std,det_prob_y_std,confirmed_dispersion_v_std,confirmed_dispersion_y_std,S_rate_ini_std,Rcv_rate_ini_std,Rcy_rate_ini_std,Rv_rate_ini_std,Ry_rate_ini_std,R_rate_ini_std,R0_v_neff,R0_y_neff,w_v_neff,w_y_neff,cv_neff,cy_neff,tv_0_neff,ty_0_neff,det_prob_v_neff,det_prob_y_neff,confirmed_dispersion_v_neff,confirmed_dispersion_y_neff,S_rate_ini_neff,Rcv_rate_ini_neff,Rcy_rate_ini_neff,Rv_rate_ini_neff,Ry_rate_ini_neff,R_rate_ini_neff,R0_v_rhat,R0_y_rhat,w_v_rhat,w_y_rhat,cv_rhat,cy_rhat,tv_0_rhat,ty_0_rhat,det_prob_v_rhat,det_prob_y_rhat,confirmed_dispersion_v_rhat,confirmed_dispersion_y_rhat,S_rate_ini_rhat,Rcv_rate_ini_rhat,Rcy_rate_ini_rhat,Rv_rate_ini_rhat,Ry_rate_ini_rhat,R_rate_ini_rhat,bv_log_likelihood_mean,bv_log_likelihood_std,by_log_likelihood_mean,by_log_likelihood_std,runtime,bv_rmse,by_rmse,bv_mape,by_mape,bv_mae,by_mae,bv_corr,by_corr,bv_r2,by_r2,file_num,log_likelihood_sum,log_likelihood_std,neff_mean,rhat_mean,mae,mape,rmse,r2,corr,S_rate_ini_adjust_mean,Rcv_rate_ini_adjust_mean,Rcy_rate_ini_adjust_mean,Rv_rate_ini_adjust_mean,Ry_rate_ini_adjust_mean,R_rate_ini_adjust_mean,Iv_rate_ini_adjust_mean,Iy_rate_ini_adjust_mean,Jv_rate_ini_adjust_mean,Jy_rate_ini_adjust_mean
557,2.905,1.172,0.677,0.273,0.116,0.412,17.088,16.018,0.96,0.953,1.469,0.463,0.831,0.085,0.04,0.414,0.319,0.208,0.02,0.013,0.02,0.013,0.019,0.02,0.188,0.172,0.019,0.019,0.084,0.052,0.019,0.012,0.016,0.02,0.02,0.018,962.0,1005.0,979.0,1315.0,1037.0,1217.0,1417.0,1200.0,630.0,878.0,1117.0,1235.0,1022.0,815.0,767.0,1139.0,1220.0,1210.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.01,1.0,-661.7568472779041,4.730828698778945,-666.69470995476,3.172406127258757,0.0885991613732443,1388.5634722042307,76.64655533319448,353223500186004.0,0.6753317444099209,327.11764705882354,40.86601307189542,0.0747569265853336,0.7906240858092245,-3470.8110639434985,0.6187757568612893,3934,-1328.451557232664,7.903234826037702,1064.7222222222222,1.0027777777777778,367.98366013071893,353223500186004.7,1465.2100275374253,-1735.0961440933186,0.43269050619727906,0.4380508581790579,0.04480664614346562,0.021085480538101466,0.21823472356935014,0.16815670729135918,0.10964449879812761,5.271370134525367e-06,5.271370134525367e-06,5.271370134525367e-06,5.271370134525367e-06
558,2.429,1.244,0.758,0.262,0.221,0.75,14.11,14.808,0.84,0.84,1.641,0.719,0.695,0.094,0.016,0.343,0.182,0.467,0.019,0.005,0.02,0.013,0.02,0.019,0.183,0.176,0.019,0.02,0.089,0.075,0.021,0.005,0.006,0.02,0.018,0.019,1128.0,740.0,733.0,1177.0,1206.0,1386.0,1238.0,1106.0,1088.0,1116.0,1157.0,738.0,1312.0,921.0,1206.0,947.0,1014.0,1221.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,1.0,-698.0617243464033,6.418707436728621,-714.0767299899627,5.932267576165595,0.0833518795834647,719.9872661364872,84.27779501165264,353223500185962.06,0.6139462669839624,209.4771241830065,40.42156862745098,0.0914569532928272,0.7736313845271521,-932.413850455592,0.5390842412777297,3704,-1412.138454336366,12.350975012894216,1079.6666666666667,1.001111111111111,249.89869281045748,353223500185962.7,804.2650611481398,-465.93738310715713,0.43254416890998965,0.386747095223256,0.05230824021724614,0.008903530249744024,0.1908694297288875,0.10127765659083826,0.25987178916440373,5.564706406090015e-06,5.564706406090015e-06,5.564706406090015e-06,5.564706406090015e-06
559,2.41,1.09,0.257,0.566,0.258,0.932,15.396,19.256,0.686,0.785,1.16,1.091,0.501,0.093,0.015,0.658,0.177,0.271,0.02,0.017,0.017,0.02,0.02,0.02,0.2,0.18,0.021,0.019,0.091,0.086,0.022,0.006,0.004,0.019,0.019,0.017,1150.0,1096.0,1048.0,870.0,975.0,1548.0,1163.0,890.0,730.0,1050.0,1365.0,1346.0,1054.0,603.0,831.0,1105.0,1096.0,1043.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-607.3867050922403,7.188449657933706,-779.4962376846594,7.389180450767404,0.0897113853693008,298.85168573283886,203.8511527651,809470521259408.1,1.0864314385314648,131.77777777777777,93.93790849673202,0.6157768624506005,0.2447998950014441,-159.818508418865,-1.696631301475155,4965,-1386.8829427768997,14.577630108701111,1053.5,1.001111111111111,225.71568627450978,809470521259409.2,502.70283849793884,-80.75756986017008,0.4302883787260223,0.29212146655471594,0.0542261404981808,0.008746151693254968,0.38366452094411796,0.10320458998040861,0.15801380725813977,5.830767795503312e-06,5.830767795503312e-06,5.830767795503312e-06,5.830767795503312e-06
560,2.683,1.245,0.767,0.316,0.033,0.645,15.534,14.814,0.785,0.786,1.623,0.639,0.805,0.071,0.026,0.885,0.772,0.263,0.02,0.005,0.02,0.013,0.016,0.02,0.181,0.173,0.019,0.018,0.088,0.07,0.02,0.017,0.012,0.011,0.019,0.019,1119.0,771.0,1016.0,958.0,557.0,1205.0,1234.0,1165.0,1190.0,1436.0,1231.0,1313.0,1466.0,844.0,1140.0,612.0,1103.0,1281.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-693.6682611106113,6.159491915956033,-700.3872976283681,5.746929092950716,0.0988580514987309,945.910903789832,77.04023437411325,353223500185977.8,0.6346854154703363,232.41176470588235,40.31699346405229,0.0651536687776561,0.7947989641299261,-1610.109555318333,0.6148495420157556,4860,-1394.0555587389795,11.906421008906749,1091.1666666666667,1.0005555555555554,272.7287581699346,353223500185978.44,1022.9511381639452,-804.7473528881586,0.4299763164537911,0.2852546384884694,0.02515910476109481,0.009213193292795283,0.31360292554322405,0.27356097007838304,0.09319499369250614,3.54353588184434e-06,3.54353588184434e-06,3.54353588184434e-06,3.54353588184434e-06
561,1.525,1.169,0.156,0.574,0.054,0.396,19.423,20.157,0.276,0.487,0.715,1.528,0.529,0.067,0.022,0.298,0.266,0.232,0.018,0.017,0.012,0.02,0.019,0.02,0.204,0.172,0.016,0.017,0.077,0.093,0.019,0.017,0.01,0.017,0.018,0.015,1366.0,1144.0,1334.0,1158.0,906.0,1812.0,1799.0,1045.0,1338.0,1750.0,1576.0,1253.0,2329.0,1008.0,482.0,1387.0,1162.0,1489.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-541.5137438414301,4.4227134373456165,-866.8437675821255,9.757307333957986,0.0916456948386298,57.14109357689437,154.86707878533534,824188167100484.1,0.9255007584496624,23.26797385620915,77.53921568627452,0.5632782296349668,0.2964075804399528,-4.879246988910996,-0.5563721140953812,552,-1408.3575114235555,14.180020771303603,1352.111111111111,1.001111111111111,100.80718954248367,824188167100485.0,212.00817236222971,-2.717809551503189,0.4298429050374598,0.3741054001301236,0.047381969392662156,0.01555825860654578,0.21074368476139285,0.18811349042459902,0.16406890894175552,7.071935730248083e-06,7.071935730248083e-06,7.071935730248083e-06,7.071935730248083e-06
562,2.902,1.244,0.305,0.37,0.292,0.597,16.713,15.37,0.91,0.946,1.504,0.682,0.397,0.096,0.014,0.298,0.479,0.105,0.021,0.005,0.018,0.015,0.02,0.019,0.2,0.175,0.018,0.02,0.083,0.071,0.019,0.004,0.004,0.018,0.021,0.005,1000.0,1163.0,1096.0,1332.0,1269.0,1630.0,941.0,1066.0,1441.0,698.0,1378.0,1494.0,1431.0,877.0,1009.0,948.0,1451.0,1147.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,-669.2999066547861,4.922641167567745,-707.4302495517552,6.473106667903648,0.1005031991667217,1112.2409149735397,85.64534906808113,780035229577310.5,0.6138032615409171,276.19607843137254,47.14705882352941,0.0743564937823305,0.7845225727086202,-2226.5237539927475,0.524004556431872,2987,-1376.7301562065413,11.395747835471393,1187.2777777777778,1.0016666666666667,323.34313725490193,780035229577311.1,1197.8862640416207,-1112.9998747181578,0.42943953324547535,0.2858089039912458,0.06911248056211486,0.010078903415308416,0.21453665841156483,0.3448424811380522,0.07559177561481312,7.199216725220297e-06,7.199216725220297e-06,7.199216725220297e-06,7.199216725220297e-06
563,2.519,1.116,0.962,0.844,0.387,0.691,17.924,15.063,0.593,0.658,1.639,1.653,0.586,0.091,0.016,0.267,0.479,0.576,0.02,0.013,0.02,0.02,0.02,0.019,0.195,0.165,0.017,0.018,0.094,0.094,0.019,0.008,0.005,0.019,0.019,0.02,1234.0,1079.0,797.0,1391.0,982.0,1116.0,1392.0,1110.0,1486.0,1478.0,1308.0,1126.0,1280.0,523.0,1077.0,1297.0,1041.0,1226.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-701.2285122316662,6.983297251524834,-896.7819802098511,10.03923212008963,0.0697191898028055,618.7024438712745,97.06445368895166,88305875046505.2,0.7783682783502431,163.62418300653596,53.21895424836601,0.1616962648779385,0.6950918110589224,-688.2682484316307,0.388613764464788,499,-1598.0104924415173,17.022529371614464,1163.5,1.0005555555555554,216.84313725490196,88305875046505.98,715.7668975602261,-343.93981733358294,0.42839403796843045,0.2908130855963157,0.04516039383833571,0.007940289026520565,0.13250357313006195,0.2377124027314594,0.28585040495474034,4.962680641575354e-06,4.962680641575354e-06,4.962680641575354e-06,4.962680641575354e-06
564,1.375,1.243,0.607,0.287,0.6,0.757,19.261,19.816,0.846,0.909,0.784,0.909,0.622,0.047,0.054,0.682,0.3,0.606,0.016,0.006,0.017,0.014,0.02,0.02,0.191,0.193,0.019,0.019,0.078,0.081,0.018,0.018,0.017,0.019,0.018,0.019,1039.0,556.0,1108.0,1174.0,1059.0,1074.0,903.0,1047.0,1093.0,1190.0,1110.0,1336.0,1341.0,1315.0,1022.0,1122.0,1258.0,1166.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,-548.197318701199,3.706209369170117,-745.3478116992826,6.290102441971299,0.0759668768114513,302.96729153253835,169.84004874252346,677011708689684.8,1.193974437023691,89.2483660130719,80.7875816993464,0.5392823731414934,0.3169199468159617,-164.27839956413803,-0.8718689462222766,4790,-1293.5451304004816,9.996311811141416,1106.2777777777778,1.001111111111111,170.0359477124183,677011708689686.0,472.80734027506185,-82.57513425518015,0.42810115997872755,0.26914289670451397,0.02033716422043755,0.02336610357241761,0.29510523400720023,0.12981168651343117,0.26221960675713096,4.327056217114373e-06,4.327056217114373e-06,4.327056217114373e-06,4.327056217114373e-06
565,2.501,1.132,0.849,0.405,0.198,0.923,20.313,14.869,0.559,0.617,1.403,1.187,0.547,0.085,0.016,0.664,0.285,0.379,0.021,0.014,0.021,0.018,0.02,0.018,0.192,0.172,0.018,0.017,0.091,0.09,0.022,0.011,0.005,0.021,0.024,0.019,1617.0,1289.0,1371.0,1528.0,1404.0,1724.0,1117.0,1535.0,1401.0,1518.0,1149.0,1256.0,1744.0,804.0,933.0,1595.0,2257.0,1499.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-655.1481442565247,7.311402438368479,-799.4212012404756,8.90905887852587,0.0735847432083553,467.4135462335408,106.95065596085662,294352916821608.5,0.705390642982631,144.12745098039215,55.11437908496732,0.2569577273193305,0.5947945421543416,-392.393517557013,0.2577296156694894,1686,-1454.5693454970003,16.22046131689435,1430.0555555555557,1.001111111111111,199.24183006535947,294352916821609.2,574.3642021943974,-196.06789397067178,0.42587613473683605,0.2768162587801867,0.04301532357644582,0.008097002084978037,0.33602558652658854,0.14422784963867127,0.19179773688791724,5.0606263031112736e-06,5.0606263031112736e-06,5.0606263031112736e-06,5.0606263031112736e-06
566,2.83,1.248,0.348,0.243,0.137,0.83,13.092,13.862,0.737,0.77,1.641,0.927,0.884,0.095,0.017,0.762,0.549,0.547,0.021,0.002,0.021,0.012,0.019,0.019,0.194,0.185,0.018,0.018,0.09,0.09,0.012,0.005,0.006,0.021,0.02,0.019,932.0,916.0,1219.0,997.0,985.0,1310.0,1239.0,1370.0,1194.0,998.0,892.0,1322.0,717.0,602.0,1004.0,1072.0,1261.0,1255.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-697.8171201207981,6.1650729666786575,-750.5971189471022,7.872497729783273,0.0944679958290524,645.9675673276605,95.83514064791962,706447000371885.0,0.5739673301499193,182.281045751634,44.794117647058826,0.0258027502316275,0.8249866935108312,-750.3564812314901,0.4040020072992084,2237,-1448.4142390679003,14.03757069646193,1071.388888888889,1.0016666666666667,227.07516339869284,706447000371885.6,741.8027079755801,-374.9762396120954,0.42539472187122934,0.3097363737018402,0.033286148757550704,0.005956468725035389,0.26698995108688034,0.19235890176731932,0.19165814074084458,3.503805132373758e-06,3.503805132373758e-06,3.503805132373758e-06,3.503805132373758e-06
567,2.785,1.215,0.438,0.196,0.297,0.724,19.995,15.329,0.733,0.756,1.411,0.617,0.656,0.089,0.014,0.447,0.396,0.108,0.02,0.012,0.02,0.012,0.02,0.019,0.19,0.18,0.02,0.019,0.087,0.066,0.019,0.009,0.003,0.02,0.019,0.007,1370.0,765.0,1151.0,1140.0,1356.0,1485.0,1479.0,1259.0,1189.0,1040.0,1154.0,1117.0,1280.0,788.0,977.0,1204.0,1412.0,878.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,-651.0295476438876,4.570769424557594,-694.98670827373,4.454055828829479,0.0779476541280746,822.799278050719,85.13021552170088,382658791868126.4,0.6105547634685229,230.23202614379085,39.13725490196079,0.0913861345421012,0.7591574847435443,-1218.0244429883403,0.5297133033549759,3030,-1346.0162559176174,9.024825253387073,1169.111111111111,1.001111111111111,269.3692810457516,382658791868127.0,907.9294935724198,-608.7473648424926,0.42527180964282274,0.3836167575027485,0.0520455661855863,0.008186942995485487,0.26139739421300084,0.23157353044373233,0.06315641739374517,5.847816425346776e-06,5.847816425346776e-06,5.847816425346776e-06,5.847816425346776e-06
568,2.661,1.239,0.62,0.634,0.146,0.482,17.512,16.905,0.517,0.585,1.613,1.464,0.663,0.088,0.034,0.345,0.526,0.678,0.021,0.008,0.021,0.018,0.02,0.02,0.181,0.162,0.017,0.018,0.087,0.094,0.019,0.01,0.015,0.019,0.021,0.02,1119.0,769.0,1050.0,1029.0,1091.0,1349.0,1084.0,1197.0,1054.0,1254.0,1143.0,1113.0,954.0,810.0,1205.0,1122.0,1202.0,1252.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-696.2585268720121,7.18136037878369,-855.0124268775236,8.597549293338771,0.0835379118389553,464.4611520511762,97.6826009219442,294352916821622.8,0.7006154799753288,134.44117647058823,47.049019607843135,0.1757154594040862,0.6746336065695715,-387.4395122098119,0.3808018396368241,3911,-1551.2709537495357,15.778909672122461,1099.8333333333333,1.0,181.49019607843138,294352916821623.5,562.1437529731204,-193.52935518508752,0.42517453298682883,0.28405682850336755,0.03770286713166869,0.014567016846326542,0.14781237682301931,0.22536031944611062,0.2904834535826293,4.284416719507807e-06,4.284416719507807e-06,4.284416719507807e-06,4.284416719507807e-06
569,2.765,1.246,0.66,0.547,0.271,0.699,15.843,14.064,0.636,0.679,1.669,1.342,0.671,0.095,0.02,0.372,0.669,0.426,0.02,0.003,0.02,0.016,0.02,0.019,0.192,0.176,0.018,0.018,0.089,0.098,0.019,0.005,0.008,0.019,0.019,0.019,1518.0,1090.0,994.0,961.0,1039.0,1202.0,1302.0,1162.0,1315.0,1158.0,1209.0,1354.0,1317.0,821.0,1030.0,1072.0,1011.0,1316.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-706.1884439910475,6.908246266622337,-832.204977269582,8.855638957213348,0.0799210115273793,789.6200635566714,81.67890064427604,353223500185969.06,0.7925741766944716,190.29738562091504,48.408496732026144,0.0649516922407165,0.7841098129274755,-1121.6928573258178,0.5670726775475087,1039,-1538.3934212606296,15.763885223835684,1159.5,1.001111111111111,238.7058823529412,353223500185969.9,871.2989642009475,-560.5628923241352,0.424530752584096,0.2978198345346732,0.04216525228136207,0.008876895217128858,0.16511025103859675,0.2969321450129603,0.18907786812484464,4.438447608564429e-06,4.438447608564429e-06,4.438447608564429e-06,4.438447608564429e-06
570,2.982,1.198,0.857,0.464,0.043,0.217,19.261,16.603,0.542,0.578,1.567,1.13,0.837,0.084,0.039,0.788,0.408,0.69,0.013,0.014,0.021,0.018,0.018,0.02,0.177,0.161,0.018,0.017,0.085,0.094,0.021,0.012,0.017,0.02,0.02,0.021,989.0,1335.0,1692.0,1720.0,940.0,1677.0,1476.0,1694.0,1648.0,1394.0,1862.0,1721.0,745.0,1096.0,892.0,1635.0,1554.0,2055.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,-685.712177166772,6.7102506970395295,-789.6349867077912,7.288266275795865,0.1024695860015021,532.9276321519753,100.88502159240164,88305875046497.31,0.646516614260066,148.82679738562092,47.08496732026144,0.2072756231379258,0.6412270993551965,-510.4004286276024,0.3395368211313285,3098,-1475.3471638745632,13.998516972835395,1451.388888888889,1.0016666666666667,195.91176470588238,88305875046497.95,633.812653744377,-255.03044590323555,0.42425136124656115,0.29409284479487285,0.029514694101277567,0.013703250832736012,0.276875939902461,0.14335708563477673,0.24244213011763713,3.5136540596759008e-06,3.5136540596759008e-06,3.5136540596759008e-06,3.5136540596759008e-06
571,2.606,1.247,0.726,0.357,0.494,0.677,16.142,15.329,0.526,0.543,1.778,1.036,0.636,0.096,0.016,0.328,0.585,0.164,0.02,0.003,0.02,0.015,0.019,0.019,0.185,0.18,0.017,0.017,0.089,0.09,0.019,0.004,0.006,0.019,0.02,0.018,1035.0,787.0,1081.0,1105.0,1196.0,1572.0,1170.0,990.0,1234.0,928.0,1076.0,1021.0,1294.0,832.0,895.0,1058.0,1174.0,1058.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,-731.3125638990475,7.730607128015162,-773.0708520072503,8.7742279448223,0.0851321633656819,696.1472381071285,89.04179454879932,117741166728681.72,0.5862227289880797,159.718954248366,40.45098039215687,0.0644824704570925,0.7838396489773061,-871.62332796121,0.4855027754459456,1346,-1504.3834159062978,16.504835072837462,1083.6666666666667,1.0016666666666667,200.16993464052288,117741166728682.31,785.1890326559278,-435.568912592882,0.4241610597171993,0.3484855126462982,0.05260158681453557,0.00876693113575593,0.17972208828299654,0.3205409196510761,0.08986104414149827,5.479331959847456e-06,5.479331959847456e-06,5.479331959847456e-06,5.479331959847456e-06
572,2.831,1.082,0.219,0.825,0.111,0.84,17.793,16.103,0.902,0.978,1.466,1.183,0.856,0.091,0.046,0.391,0.577,0.793,0.021,0.014,0.016,0.018,0.02,0.02,0.194,0.18,0.02,0.015,0.086,0.087,0.019,0.007,0.018,0.02,0.019,0.02,1125.0,930.0,1031.0,1112.0,1067.0,1187.0,1052.0,1045.0,1019.0,911.0,1024.0,757.0,862.0,764.0,1272.0,1131.0,1200.0,1148.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,-660.5901580374665,4.943880421136765,-800.1748436292185,5.718544527242371,0.0892373934057023,722.645113997399,122.25225047048434,1118541083922128.0,0.7509135595268336,229.26797385620915,61.72222222222222,0.1415095552919063,0.7039004347603779,-939.3180033977296,0.0301402122484212,4563,-1460.7650016666848,10.662424948379137,1035.388888888889,1.001111111111111,290.9901960784314,1118541083922128.8,844.8973644678833,-469.6439315927406,0.4227049950261421,0.3108161101509056,0.033042366850154686,0.016702734891286982,0.14197324657593935,0.20951039200592583,0.28794062540849086,3.6310293241928225e-06,3.6310293241928225e-06,3.6310293241928225e-06,3.6310293241928225e-06
573,2.435,1.245,0.347,0.276,0.285,0.462,19.178,14.384,0.805,0.854,1.432,0.802,0.758,0.094,0.014,0.508,0.622,0.216,0.021,0.005,0.018,0.014,0.02,0.02,0.192,0.188,0.019,0.019,0.085,0.076,0.02,0.005,0.004,0.02,0.019,0.019,1138.0,914.0,1363.0,1148.0,1105.0,1095.0,1238.0,1099.0,1438.0,1115.0,1040.0,1287.0,1430.0,870.0,844.0,908.0,1183.0,1314.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-654.4830150671814,4.741683573650975,-728.3688554273998,5.703970069928816,0.082226212422053,797.6083275127254,77.7801808685716,677011708689724.0,0.6182104381060738,230.2058823529412,40.28431372549019,0.0484332531568361,0.7955751778014378,-1144.5234107929834,0.6074155211985264,4030,-1382.8518704945814,10.44565364357979,1140.5,1.001111111111111,270.4901960784314,677011708689724.6,875.388508381297,-571.9579976358924,0.42200421547913697,0.3426701144644762,0.04249471076472396,0.006328999475597187,0.22965226668595504,0.2811884052729607,0.0976474204806423,4.520713911140848e-06,4.520713911140848e-06,4.520713911140848e-06,4.520713911140848e-06
574,2.331,1.12,0.797,0.641,0.128,0.33,20.45,14.294,0.856,0.923,1.383,1.386,0.511,0.093,0.019,0.379,0.535,0.324,0.021,0.015,0.02,0.019,0.02,0.019,0.202,0.181,0.019,0.019,0.085,0.09,0.02,0.006,0.008,0.02,0.02,0.02,1805.0,1285.0,828.0,1267.0,1345.0,1409.0,1591.0,1123.0,1392.0,1418.0,1466.0,1421.0,1631.0,530.0,1069.0,1191.0,1214.0,1415.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-646.6343658701034,4.741572976916753,-837.1203487778232,7.827270608092918,0.0688424293200175,1025.3415260770623,96.29882684792987,353223500185945.5,0.7786317718704763,264.6274509803921,54.05882352941177,0.0844206723151445,0.7573461277329918,-1892.0483356109476,0.3982207333437414,2471,-1483.7547146479264,12.56884358500967,1300.0,1.001111111111111,318.68627450980387,353223500185946.25,1121.6403529249922,-945.8250574388019,0.42088340002406815,0.2745776555044491,0.04997205863388213,0.0102093453122985,0.20364957228216482,0.28747367063577356,0.1740962042728797,5.3733396380518425e-06,5.3733396380518425e-06,5.3733396380518425e-06,5.3733396380518425e-06
575,2.907,1.187,0.604,0.275,0.225,0.456,17.249,14.762,0.623,0.646,1.519,0.7,0.797,0.065,0.016,0.726,0.186,0.467,0.02,0.012,0.021,0.014,0.02,0.019,0.192,0.174,0.018,0.017,0.089,0.071,0.02,0.018,0.006,0.021,0.02,0.02,1313.0,1190.0,1053.0,1189.0,1347.0,1564.0,1841.0,1485.0,1199.0,1208.0,1387.0,998.0,1457.0,934.0,930.0,1099.0,1593.0,984.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,-674.6106679976466,6.398893245951415,-710.5410830590571,5.574751333971376,0.0696512956089443,499.3160845472352,102.75473686264988,353223500185942.3,0.6727807888796711,157.68627450980392,51.032679738562095,0.2267956674318009,0.610309077295618,-447.9269962353599,0.3148290667055814,1177,-1385.1517510567037,11.97364457992279,1265.0555555555557,1.001111111111111,208.718954248366,353223500185943.0,602.0708214098851,-223.80608358432718,0.41855237236370946,0.3531173572466594,0.028798780703930812,0.007088930634813738,0.3216602275546734,0.08240881862970971,0.20690816290362601,4.430581646758587e-06,4.430581646758587e-06,4.430581646758587e-06,4.430581646758587e-06
576,2.896,1.244,0.519,0.323,0.158,0.605,15.404,14.672,0.35,0.367,1.954,1.297,0.687,0.09,0.016,0.773,0.584,0.345,0.019,0.005,0.02,0.014,0.02,0.02,0.188,0.166,0.013,0.014,0.093,0.095,0.02,0.009,0.005,0.02,0.02,0.019,1079.0,594.0,1249.0,1207.0,994.0,1137.0,1350.0,1179.0,1279.0,907.0,1081.0,1130.0,1019.0,618.0,784.0,1086.0,1048.0,1271.0,1.01,1.01,1.0,1.01,1.0,1.01,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-776.4320540418994,10.225100292538986,-823.152939197883,10.25730223834634,0.0856871608893076,293.4601469418586,112.85875984256876,29435291682178.63,0.7067150279471793,83.00326797385621,54.931372549019606,0.0897563796041799,0.7458799734461972,-154.0682448317542,0.173456385073628,1650,-1599.5849932397823,20.482402530885324,1056.2222222222222,1.0027777777777775,137.9346405228758,29435291682179.336,406.3189067844274,-76.9473942233403,0.41781817652518854,0.27534628703347447,0.03607156598691805,0.006412722842118764,0.30981467230986276,0.23406438373733487,0.13827433628318583,4.007951776324228e-06,4.007951776324228e-06,4.007951776324228e-06,4.007951776324228e-06
577,2.095,1.214,0.141,0.36,0.707,0.851,17.293,16.624,0.647,0.758,1.283,0.86,0.758,0.095,0.015,0.228,0.231,0.493,0.021,0.014,0.012,0.015,0.019,0.018,0.2,0.175,0.022,0.019,0.087,0.081,0.02,0.004,0.005,0.02,0.021,0.018,1608.0,669.0,1006.0,1206.0,1556.0,1759.0,1179.0,1363.0,1542.0,1307.0,1302.0,1383.0,1598.0,643.0,909.0,1726.0,1352.0,1313.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,-628.3634940719504,6.384027847212765,-738.364702831328,5.968125171916969,0.066615359518263,324.0415782649573,109.10599271836,2134058646956616.8,0.5655281114287429,127.76470588235294,51.63398692810458,0.2690678353483831,0.5657439430204999,-188.07150773904215,0.2275107610871956,2747,-1366.7281969032783,12.352153019129734,1301.1666666666667,1.0027777777777775,179.39869281045753,2134058646956617.2,433.14757098331734,-93.92199848897748,0.4174058891844415,0.4164743632008087,0.052196655018571014,0.008241577108195423,0.12527197204457044,0.1269202874662095,0.27087316762268954,5.494384738796949e-06,5.494384738796949e-06,5.494384738796949e-06,5.494384738796949e-06
