,combination,extinction_size
493,BY_y_cv0.10_cy19.20,154.49337549579997
494,BY_y_cv0.10_cy19.30,150.97017175394865
495,BY_y_cv0.10_cy19.40,147.5403067079895
496,BY_y_cv0.10_cy19.50,144.20451487305453
497,BY_y_cv0.10_cy19.60,140.89502901249202
498,BY_y_cv0.10_cy19.70,137.55799380519312
499,BY_y_cv0.10_cy19.80,134.3303125240101
500,BY_y_cv0.10_cy19.90,131.13790939808734
501,BY_y_cv0.10_cy20.00,128.13455140176444
502,BY_y_cv0.10_cy20.10,124.95396410439719
503,BY_y_cv0.10_cy20.20,121.90411948065558
504,BY_y_cv0.10_cy20.30,119.00313066027996
505,BY_y_cv0.10_cy20.40,116.09006223635134
506,BY_y_cv0.10_cy20.50,113.23798849104988
507,BY_y_cv0.10_cy20.60,110.47677453922444
508,BY_y_cv0.10_cy20.70,107.77281903452969
509,BY_y_cv0.10_cy20.80,105.16066537257304
510,BY_y_cv0.10_cy20.90,102.53023189561411
