,combination,extinction_size,wv,wy
3858,BY_y_cv0.54_cy0.24,62.23692765157231,0.54,0.24
3859,BY_y_cv0.54_cy0.25,63.01120548419077,0.54,0.25
3860,BY_y_cv0.54_cy0.26,63.82472486262469,0.54,0.26
3861,BY_y_cv0.54_cy0.27,64.68750183440628,0.54,0.27
3862,BY_y_cv0.54_cy0.28,65.57941446902042,0.54,0.28
3863,BY_y_cv0.54_cy0.29,66.50516340137239,0.54,0.29
3864,BY_y_cv0.54_cy0.30,67.50603328932175,0.54,0.3
3865,BY_y_cv0.54_cy0.31,68.56652374738479,0.54,0.31
3866,BY_y_cv0.54_cy0.32,69.68444604206307,0.54,0.32
3867,BY_y_cv0.54_cy0.33,70.9139852788072,0.54,0.33
3868,BY_y_cv0.54_cy0.34,72.16727409355228,0.54,0.34
3869,BY_y_cv0.54_cy0.35,73.5528836785321,0.54,0.35
3870,BY_y_cv0.54_cy0.36,74.98799470297709,0.54,0.36
3871,BY_y_cv0.54_cy0.37,76.58363022706256,0.54,0.37
3872,BY_y_cv0.54_cy0.38,78.25655405490727,0.54,0.38
3873,BY_y_cv0.54_cy0.39,80.10282696371668,0.54,0.39
3874,BY_y_cv0.54_cy0.40,82.08883965047698,0.54,0.4
3875,BY_y_cv0.54_cy0.41,84.23878628985275,0.54,0.41
3876,BY_y_cv0.54_cy0.42,86.55581052790949,0.54,0.42
3877,BY_y_cv0.54_cy0.43,89.12165757616896,0.54,0.43
3878,BY_y_cv0.54_cy0.44,91.92677965313123,0.54,0.44
3879,BY_y_cv0.54_cy0.45,95.0233975264946,0.54,0.45
3880,BY_y_cv0.54_cy0.46,98.44692661301978,0.54,0.46
3881,BY_y_cv0.54_cy0.47,102.26503719652013,0.54,0.47
3882,BY_y_cv0.54_cy0.48,106.43630952239636,0.54,0.48
3883,BY_y_cv0.54_cy0.49,111.13907771983683,0.54,0.49
3884,BY_y_cv0.54_cy0.50,116.34158908413048,0.54,0.5
3885,BY_y_cv0.54_cy0.51,122.29232449575576,0.54,0.51
3886,BY_y_cv0.54_cy0.52,128.83300628321322,0.54,0.52
3887,BY_y_cv0.54_cy0.53,136.30172920731948,0.54,0.53
3888,BY_y_cv0.54_cy0.54,144.7196400611027,0.54,0.54
3889,BY_y_cv0.54_cy0.55,154.41848521385182,0.54,0.55
3890,BY_y_cv0.54_cy0.56,165.29132892987656,0.54,0.56
3891,BY_y_cv0.54_cy0.57,177.70857338537812,0.54,0.57
3892,BY_y_cv0.54_cy0.58,192.0056289328075,0.54,0.58
3893,BY_y_cv0.54_cy0.59,208.281496707457,0.54,0.59
3894,BY_y_cv0.54_cy0.60,227.04035839583432,0.54,0.6
3895,BY_y_cv0.54_cy0.61,248.4667273948686,0.54,0.61
3896,BY_y_cv0.54_cy0.62,273.07102894083204,0.54,0.62
3897,BY_y_cv0.54_cy0.63,301.926273690952,0.54,0.63
3898,BY_y_cv0.54_cy0.64,334.7514724222685,0.54,0.64
3899,BY_y_cv0.54_cy0.65,373.019974962748,0.54,0.65
3900,BY_y_cv0.54_cy0.66,416.9560096089462,0.54,0.66
3901,BY_y_cv0.54_cy0.67,467.89480539914814,0.54,0.67
3902,BY_y_cv0.54_cy0.68,527.083308931639,0.54,0.68
3903,BY_y_cv0.54_cy0.69,595.0290390778264,0.54,0.69
3904,BY_y_cv0.54_cy0.70,673.7025371311427,0.54,0.7
3905,BY_y_cv0.55_cy0.00,50.60475402348639,0.55,0.0
3906,BY_y_cv0.55_cy0.01,50.91549774918805,0.55,0.01
3907,BY_y_cv0.55_cy0.02,51.23797257618244,0.55,0.02
3908,BY_y_cv0.55_cy0.03,51.56845940147778,0.55,0.03
3909,BY_y_cv0.55_cy0.04,51.91230521750768,0.55,0.04
3910,BY_y_cv0.55_cy0.05,52.273323385046034,0.55,0.05
3911,BY_y_cv0.55_cy0.06,52.63417915220871,0.55,0.06
3912,BY_y_cv0.55_cy0.07,53.00730026667789,0.55,0.07
3913,BY_y_cv0.55_cy0.08,53.41243659412721,0.55,0.08
3914,BY_y_cv0.55_cy0.09,53.80335956003292,0.55,0.09
3915,BY_y_cv0.55_cy0.10,54.21952980392853,0.55,0.1
3916,BY_y_cv0.55_cy0.11,54.66211532611869,0.55,0.11
3917,BY_y_cv0.55_cy0.12,55.11992675297607,0.55,0.12
3918,BY_y_cv0.55_cy0.13,55.573222022293535,0.55,0.13
3919,BY_y_cv0.55_cy0.14,56.05338465825334,0.55,0.14
3920,BY_y_cv0.55_cy0.15,56.56673583238008,0.55,0.15
3921,BY_y_cv0.55_cy0.16,57.07828597002808,0.55,0.16
3922,BY_y_cv0.55_cy0.17,57.62233007519718,0.55,0.17
3923,BY_y_cv0.55_cy0.18,58.17395655050714,0.55,0.18
3924,BY_y_cv0.55_cy0.19,58.775912055381376,0.55,0.19
3925,BY_y_cv0.55_cy0.20,59.3732975104209,0.55,0.2
3926,BY_y_cv0.55_cy0.21,60.0229267994475,0.55,0.21
3927,BY_y_cv0.55_cy0.22,60.69301459120671,0.55,0.22
3928,BY_y_cv0.55_cy0.23,61.376717377007495,0.55,0.23
3929,BY_y_cv0.55_cy0.24,62.12224863797001,0.55,0.24
3930,BY_y_cv0.55_cy0.25,62.88726051487812,0.55,0.25
3931,BY_y_cv0.55_cy0.26,63.69156122790737,0.55,0.26
3932,BY_y_cv0.55_cy0.27,64.52229652285551,0.55,0.27
3933,BY_y_cv0.55_cy0.28,65.4307938145066,0.55,0.28
3934,BY_y_cv0.55_cy0.29,66.387924127093,0.55,0.29
3935,BY_y_cv0.55_cy0.30,67.36773413906721,0.55,0.3
3936,BY_y_cv0.55_cy0.31,68.41713629448188,0.55,0.31
3937,BY_y_cv0.55_cy0.32,69.53286991823153,0.55,0.32
3938,BY_y_cv0.55_cy0.33,70.73163910609694,0.55,0.33
3939,BY_y_cv0.55_cy0.34,71.98086531423924,0.55,0.34
3940,BY_y_cv0.55_cy0.35,73.34124939093839,0.55,0.35
3941,BY_y_cv0.55_cy0.36,74.78876610462413,0.55,0.36
3942,BY_y_cv0.55_cy0.37,76.37495531750594,0.55,0.37
3943,BY_y_cv0.55_cy0.38,78.04304301527702,0.55,0.38
3944,BY_y_cv0.55_cy0.39,79.86435079187815,0.55,0.39
3945,BY_y_cv0.55_cy0.40,81.84777829295729,0.55,0.4
3946,BY_y_cv0.55_cy0.41,83.98127896244569,0.55,0.41
3947,BY_y_cv0.55_cy0.42,86.35077238557972,0.55,0.42
3948,BY_y_cv0.55_cy0.43,88.88778709392028,0.55,0.43
3949,BY_y_cv0.55_cy0.44,91.66158986813298,0.55,0.44
3950,BY_y_cv0.55_cy0.45,94.75273072990947,0.55,0.45
3951,BY_y_cv0.55_cy0.46,98.16830197376947,0.55,0.46
3952,BY_y_cv0.55_cy0.47,101.96112108207946,0.55,0.47
3953,BY_y_cv0.55_cy0.48,106.13862850092356,0.55,0.48
3954,BY_y_cv0.55_cy0.49,110.75440500961086,0.55,0.49
3955,BY_y_cv0.55_cy0.50,115.96826657522324,0.55,0.5
3956,BY_y_cv0.55_cy0.51,121.8986907145525,0.55,0.51
3957,BY_y_cv0.55_cy0.52,128.4469592808742,0.55,0.52
3958,BY_y_cv0.55_cy0.53,135.87327211234023,0.55,0.53
3959,BY_y_cv0.55_cy0.54,144.347615064148,0.55,0.54
3960,BY_y_cv0.55_cy0.55,153.79712139741528,0.55,0.55
3961,BY_y_cv0.55_cy0.56,164.78149934126884,0.55,0.56
3962,BY_y_cv0.55_cy0.57,177.14743877727125,0.55,0.57
3963,BY_y_cv0.55_cy0.58,191.4122415455391,0.55,0.58
3964,BY_y_cv0.55_cy0.59,207.49203701792945,0.55,0.59
3965,BY_y_cv0.55_cy0.60,226.14918539366028,0.55,0.6
3966,BY_y_cv0.55_cy0.61,247.7069142773604,0.55,0.61
3967,BY_y_cv0.55_cy0.62,272.3296430441306,0.55,0.62
3968,BY_y_cv0.55_cy0.63,300.7395660363007,0.55,0.63
3969,BY_y_cv0.55_cy0.64,333.87845580761217,0.55,0.64
3970,BY_y_cv0.55_cy0.65,371.6076137540067,0.55,0.65
3971,BY_y_cv0.55_cy0.66,415.44488085351605,0.55,0.66
3972,BY_y_cv0.55_cy0.67,466.35336708597777,0.55,0.67
3973,BY_y_cv0.55_cy0.68,525.1321375754657,0.55,0.68
3974,BY_y_cv0.55_cy0.69,592.9620976109153,0.55,0.69
3975,BY_y_cv0.55_cy0.70,671.5696357279195,0.55,0.7
3976,BY_y_cv0.56_cy0.00,50.5461381953468,0.56,0.0
3977,BY_y_cv0.56_cy0.01,50.85729884320135,0.56,0.01
3978,BY_y_cv0.56_cy0.02,51.17297252727805,0.56,0.02
3979,BY_y_cv0.56_cy0.03,51.515481928631566,0.56,0.03
3980,BY_y_cv0.56_cy0.04,51.849507276807714,0.56,0.04
3981,BY_y_cv0.56_cy0.05,52.20149139823171,0.56,0.05
3982,BY_y_cv0.56_cy0.06,52.56079957111161,0.56,0.06
3983,BY_y_cv0.56_cy0.07,52.94577049014079,0.56,0.07
3984,BY_y_cv0.56_cy0.08,53.33254562518832,0.56,0.08
3985,BY_y_cv0.56_cy0.09,53.725757506900855,0.56,0.09
3986,BY_y_cv0.56_cy0.10,54.148273632405655,0.56,0.1
3987,BY_y_cv0.56_cy0.11,54.58220111385836,0.56,0.11
3988,BY_y_cv0.56_cy0.12,55.03355266255294,0.56,0.12
3989,BY_y_cv0.56_cy0.13,55.49059005114686,0.56,0.13
3990,BY_y_cv0.56_cy0.14,55.967436200582426,0.56,0.14
3991,BY_y_cv0.56_cy0.15,56.46246297431608,0.56,0.15
3992,BY_y_cv0.56_cy0.16,56.986793015076366,0.56,0.16
3993,BY_y_cv0.56_cy0.17,57.52004623501288,0.56,0.17
3994,BY_y_cv0.56_cy0.18,58.07660417489861,0.56,0.18
3995,BY_y_cv0.56_cy0.19,58.66203551238578,0.56,0.19
3996,BY_y_cv0.56_cy0.20,59.26424549309887,0.56,0.2
3997,BY_y_cv0.56_cy0.21,59.912915521946175,0.56,0.21
3998,BY_y_cv0.56_cy0.22,60.56961653212238,0.56,0.22
3999,BY_y_cv0.56_cy0.23,61.25461553261376,0.56,0.23
4000,BY_y_cv0.56_cy0.24,61.983241629948495,0.56,0.24
4001,BY_y_cv0.56_cy0.25,62.75421474830928,0.56,0.25
4002,BY_y_cv0.56_cy0.26,63.552580467387095,0.56,0.26
4003,BY_y_cv0.56_cy0.27,64.39904505915783,0.56,0.27
4004,BY_y_cv0.56_cy0.28,65.29318155377568,0.56,0.28
4005,BY_y_cv0.56_cy0.29,66.2355333370102,0.56,0.29
4006,BY_y_cv0.56_cy0.30,67.21567135522895,0.56,0.3
4007,BY_y_cv0.56_cy0.31,68.27140386899082,0.56,0.31
4008,BY_y_cv0.56_cy0.32,69.36339917610731,0.56,0.32
4009,BY_y_cv0.56_cy0.33,70.56348232959627,0.56,0.33
4010,BY_y_cv0.56_cy0.34,71.8293787281602,0.56,0.34
4011,BY_y_cv0.56_cy0.35,73.17820473310331,0.56,0.35
4012,BY_y_cv0.56_cy0.36,74.63270287074903,0.56,0.36
4013,BY_y_cv0.56_cy0.37,76.19837892631894,0.56,0.37
4014,BY_y_cv0.56_cy0.38,77.8527149349713,0.56,0.38
4015,BY_y_cv0.56_cy0.39,79.66366573119068,0.56,0.39
4016,BY_y_cv0.56_cy0.40,81.60686936344774,0.56,0.4
4017,BY_y_cv0.56_cy0.41,83.76679898926541,0.56,0.41
4018,BY_y_cv0.56_cy0.42,86.12013499694696,0.56,0.42
4019,BY_y_cv0.56_cy0.43,88.60674509926122,0.56,0.43
4020,BY_y_cv0.56_cy0.44,91.45430610522637,0.56,0.44
4021,BY_y_cv0.56_cy0.45,94.48789171881202,0.56,0.45
4022,BY_y_cv0.56_cy0.46,97.88495859436776,0.56,0.46
4023,BY_y_cv0.56_cy0.47,101.67807180013553,0.56,0.47
4024,BY_y_cv0.56_cy0.48,105.80118997872832,0.56,0.48
4025,BY_y_cv0.56_cy0.49,110.46534399197206,0.56,0.49
4026,BY_y_cv0.56_cy0.50,115.67071669678263,0.56,0.5
4027,BY_y_cv0.56_cy0.51,121.51551364616172,0.56,0.51
4028,BY_y_cv0.56_cy0.52,128.09543461217163,0.56,0.52
4029,BY_y_cv0.56_cy0.53,135.54405106892608,0.56,0.53
4030,BY_y_cv0.56_cy0.54,143.87238647051035,0.56,0.54
4031,BY_y_cv0.56_cy0.55,153.43723089883954,0.56,0.55
4032,BY_y_cv0.56_cy0.56,164.2559558148816,0.56,0.56
4033,BY_y_cv0.56_cy0.57,176.64530786995368,0.56,0.57
4034,BY_y_cv0.56_cy0.58,190.73032719720945,0.56,0.58
4035,BY_y_cv0.56_cy0.59,206.9143415305764,0.56,0.59
4036,BY_y_cv0.56_cy0.60,225.54765394241917,0.56,0.6
4037,BY_y_cv0.56_cy0.61,247.0336853565252,0.56,0.61
4038,BY_y_cv0.56_cy0.62,271.56632231094954,0.56,0.62
4039,BY_y_cv0.56_cy0.63,299.8732310981579,0.56,0.63
4040,BY_y_cv0.56_cy0.64,332.56746997615454,0.56,0.64
4041,BY_y_cv0.56_cy0.65,370.6118950240395,0.56,0.65
4042,BY_y_cv0.56_cy0.66,414.5396958287778,0.56,0.66
4043,BY_y_cv0.56_cy0.67,464.9185802146845,0.56,0.67
4044,BY_y_cv0.56_cy0.68,523.2806119437398,0.56,0.68
4045,BY_y_cv0.56_cy0.69,590.8679272954367,0.56,0.69
4046,BY_y_cv0.56_cy0.70,668.9180816473798,0.56,0.7
4047,BY_y_cv0.57_cy0.00,50.4882591165213,0.57,0.0
4048,BY_y_cv0.57_cy0.01,50.80453397974034,0.57,0.01
4049,BY_y_cv0.57_cy0.02,51.11721176223037,0.57,0.02
4050,BY_y_cv0.57_cy0.03,51.447087592495336,0.57,0.03
4051,BY_y_cv0.57_cy0.04,51.79154259164916,0.57,0.04
4052,BY_y_cv0.57_cy0.05,52.13778602479051,0.57,0.05
4053,BY_y_cv0.57_cy0.06,52.49939499367374,0.57,0.06
4054,BY_y_cv0.57_cy0.07,52.881996061254725,0.57,0.07
4055,BY_y_cv0.57_cy0.08,53.26900016067666,0.57,0.08
4056,BY_y_cv0.57_cy0.09,53.66661707456825,0.57,0.09
4057,BY_y_cv0.57_cy0.10,54.07200686095693,0.57,0.1
4058,BY_y_cv0.57_cy0.11,54.49991545733065,0.57,0.11
4059,BY_y_cv0.57_cy0.12,54.947036991353535,0.57,0.12
4060,BY_y_cv0.57_cy0.13,55.4156905368598,0.57,0.13
4061,BY_y_cv0.57_cy0.14,55.87989848560338,0.57,0.14
4062,BY_y_cv0.57_cy0.15,56.37915101192048,0.57,0.15
4063,BY_y_cv0.57_cy0.16,56.89297282447478,0.57,0.16
4064,BY_y_cv0.57_cy0.17,57.42274752484246,0.57,0.17
4065,BY_y_cv0.57_cy0.18,57.99503259738395,0.57,0.18
4066,BY_y_cv0.57_cy0.19,58.56372290014644,0.57,0.19
4067,BY_y_cv0.57_cy0.20,59.17575795351968,0.57,0.2
4068,BY_y_cv0.57_cy0.21,59.79769766592144,0.57,0.21
4069,BY_y_cv0.57_cy0.22,60.45368084834826,0.57,0.22
4070,BY_y_cv0.57_cy0.23,61.14234565594344,0.57,0.23
4071,BY_y_cv0.57_cy0.24,61.86852200729682,0.57,0.24
4072,BY_y_cv0.57_cy0.25,62.62015262588613,0.57,0.25
4073,BY_y_cv0.57_cy0.26,63.41954251987573,0.57,0.26
4074,BY_y_cv0.57_cy0.27,64.26895542718813,0.57,0.27
4075,BY_y_cv0.57_cy0.28,65.14929961589442,0.57,0.28
4076,BY_y_cv0.57_cy0.29,66.08112056546871,0.57,0.29
4077,BY_y_cv0.57_cy0.30,67.07378422854946,0.57,0.3
4078,BY_y_cv0.57_cy0.31,68.11568605360681,0.57,0.31
4079,BY_y_cv0.57_cy0.32,69.23023538250945,0.57,0.32
4080,BY_y_cv0.57_cy0.33,70.41859401608164,0.57,0.33
4081,BY_y_cv0.57_cy0.34,71.65634432316365,0.57,0.34
4082,BY_y_cv0.57_cy0.35,73.00245400905769,0.57,0.35
4083,BY_y_cv0.57_cy0.36,74.4329603074746,0.57,0.36
4084,BY_y_cv0.57_cy0.37,75.9940092781737,0.57,0.37
4085,BY_y_cv0.57_cy0.38,77.66709201927189,0.57,0.38
4086,BY_y_cv0.57_cy0.39,79.47689655418017,0.57,0.39
4087,BY_y_cv0.57_cy0.40,81.40917320219015,0.57,0.4
4088,BY_y_cv0.57_cy0.41,83.54067783743177,0.57,0.41
4089,BY_y_cv0.57_cy0.42,85.87084548963449,0.57,0.42
4090,BY_y_cv0.57_cy0.43,88.3748673422002,0.57,0.43
4091,BY_y_cv0.57_cy0.44,91.178799017014,0.57,0.44
4092,BY_y_cv0.57_cy0.45,94.2636751749602,0.57,0.45
4093,BY_y_cv0.57_cy0.46,97.6434065801108,0.57,0.46
4094,BY_y_cv0.57_cy0.47,101.40751299007768,0.57,0.47
4095,BY_y_cv0.57_cy0.48,105.57333828313894,0.57,0.48
4096,BY_y_cv0.57_cy0.49,110.18580542183156,0.57,0.49
4097,BY_y_cv0.57_cy0.50,115.35175356258716,0.57,0.5
4098,BY_y_cv0.57_cy0.51,121.1837790049476,0.57,0.51
4099,BY_y_cv0.57_cy0.52,127.71655393924594,0.57,0.52
4100,BY_y_cv0.57_cy0.53,135.13802023717346,0.57,0.53
4101,BY_y_cv0.57_cy0.54,143.490522468788,0.57,0.54
4102,BY_y_cv0.57_cy0.55,153.03547385444256,0.57,0.55
4103,BY_y_cv0.57_cy0.56,163.81390968238682,0.57,0.56
4104,BY_y_cv0.57_cy0.57,176.06563322915645,0.57,0.57
4105,BY_y_cv0.57_cy0.58,190.13709859798692,0.57,0.58
4106,BY_y_cv0.57_cy0.59,206.34028582190112,0.57,0.59
4107,BY_y_cv0.57_cy0.60,224.99743286043235,0.57,0.6
4108,BY_y_cv0.57_cy0.61,246.11867145227265,0.57,0.61
4109,BY_y_cv0.57_cy0.62,270.6423069493892,0.57,0.62
4110,BY_y_cv0.57_cy0.63,299.0231428300983,0.57,0.63
4111,BY_y_cv0.57_cy0.64,331.8612113405099,0.57,0.64
4112,BY_y_cv0.57_cy0.65,369.2767708324334,0.57,0.65
4113,BY_y_cv0.57_cy0.66,413.1541546031739,0.57,0.66
4114,BY_y_cv0.57_cy0.67,463.2881639485778,0.57,0.67
4115,BY_y_cv0.57_cy0.68,521.7126013034552,0.57,0.68
4116,BY_y_cv0.57_cy0.69,589.1121574367005,0.57,0.69
4117,BY_y_cv0.57_cy0.70,667.0442390470794,0.57,0.7
4118,BY_y_cv0.58_cy0.00,50.42729690232155,0.58,0.0
4119,BY_y_cv0.58_cy0.01,50.74145503136606,0.58,0.01
4120,BY_y_cv0.58_cy0.02,51.06119823768787,0.58,0.02
4121,BY_y_cv0.58_cy0.03,51.38315703163262,0.58,0.03
4122,BY_y_cv0.58_cy0.04,51.722717186054986,0.58,0.04
4123,BY_y_cv0.58_cy0.05,52.07459767437249,0.58,0.05
4124,BY_y_cv0.58_cy0.06,52.43503485534348,0.58,0.06
4125,BY_y_cv0.58_cy0.07,52.80296613997525,0.58,0.07
4126,BY_y_cv0.58_cy0.08,53.19440044894637,0.58,0.08
4127,BY_y_cv0.58_cy0.09,53.5950981152042,0.58,0.09
4128,BY_y_cv0.58_cy0.10,53.99308000447163,0.58,0.1
4129,BY_y_cv0.58_cy0.11,54.42500952548635,0.58,0.11
4130,BY_y_cv0.58_cy0.12,54.86175582659779,0.58,0.12
4131,BY_y_cv0.58_cy0.13,55.32559567494009,0.58,0.13
4132,BY_y_cv0.58_cy0.14,55.80679346896995,0.58,0.14
4133,BY_y_cv0.58_cy0.15,56.29912648786049,0.58,0.15
4134,BY_y_cv0.58_cy0.16,56.80226045065539,0.58,0.16
4135,BY_y_cv0.58_cy0.17,57.34641674230042,0.58,0.17
4136,BY_y_cv0.58_cy0.18,57.891899964062944,0.58,0.18
4137,BY_y_cv0.58_cy0.19,58.46782345722331,0.58,0.19
4138,BY_y_cv0.58_cy0.20,59.06561874818564,0.58,0.2
4139,BY_y_cv0.58_cy0.21,59.69161610849661,0.58,0.21
4140,BY_y_cv0.58_cy0.22,60.35122885848378,0.58,0.22
4141,BY_y_cv0.58_cy0.23,61.049631439192304,0.58,0.23
4142,BY_y_cv0.58_cy0.24,61.76131676717124,0.58,0.24
4143,BY_y_cv0.58_cy0.25,62.515042824466406,0.58,0.25
4144,BY_y_cv0.58_cy0.26,63.31437030095022,0.58,0.26
4145,BY_y_cv0.58_cy0.27,64.13676489852332,0.58,0.27
4146,BY_y_cv0.58_cy0.28,65.00997045180577,0.58,0.28
4147,BY_y_cv0.58_cy0.29,65.95211552238906,0.58,0.29
4148,BY_y_cv0.58_cy0.30,66.94969415344949,0.58,0.3
4149,BY_y_cv0.58_cy0.31,67.97657701853387,0.58,0.31
4150,BY_y_cv0.58_cy0.32,69.06891682595177,0.58,0.32
4151,BY_y_cv0.58_cy0.33,70.2502352677986,0.58,0.33
4152,BY_y_cv0.58_cy0.34,71.51278741282039,0.58,0.34
4153,BY_y_cv0.58_cy0.35,72.83879827283327,0.58,0.35
4154,BY_y_cv0.58_cy0.36,74.28094555267398,0.58,0.36
4155,BY_y_cv0.58_cy0.37,75.8234411513404,0.58,0.37
4156,BY_y_cv0.58_cy0.38,77.50431051363377,0.58,0.38
4157,BY_y_cv0.58_cy0.39,79.27434834128216,0.58,0.39
4158,BY_y_cv0.58_cy0.40,81.22641968067929,0.58,0.4
4159,BY_y_cv0.58_cy0.41,83.34563173205807,0.58,0.41
4160,BY_y_cv0.58_cy0.42,85.63003782817543,0.58,0.42
4161,BY_y_cv0.58_cy0.43,88.17728653947289,0.58,0.43
4162,BY_y_cv0.58_cy0.44,90.97180658846248,0.58,0.44
4163,BY_y_cv0.58_cy0.45,94.01537821762084,0.58,0.45
4164,BY_y_cv0.58_cy0.46,97.36219196136098,0.58,0.46
4165,BY_y_cv0.58_cy0.47,101.11872721053368,0.58,0.47
4166,BY_y_cv0.58_cy0.48,105.28700516134305,0.58,0.48
4167,BY_y_cv0.58_cy0.49,109.85369678810622,0.58,0.49
4168,BY_y_cv0.58_cy0.50,115.0178478779646,0.58,0.5
4169,BY_y_cv0.58_cy0.51,120.83954016614156,0.58,0.51
4170,BY_y_cv0.58_cy0.52,127.3834345068055,0.58,0.52
4171,BY_y_cv0.58_cy0.53,134.74813436141156,0.58,0.53
4172,BY_y_cv0.58_cy0.54,143.1535145756873,0.58,0.54
4173,BY_y_cv0.58_cy0.55,152.6038016371762,0.58,0.55
4174,BY_y_cv0.58_cy0.56,163.30159894155423,0.58,0.56
4175,BY_y_cv0.58_cy0.57,175.615769486018,0.58,0.57
4176,BY_y_cv0.58_cy0.58,189.76225304153107,0.58,0.58
4177,BY_y_cv0.58_cy0.59,205.84603724342853,0.58,0.59
4178,BY_y_cv0.58_cy0.60,224.37617073903584,0.58,0.6
4179,BY_y_cv0.58_cy0.61,245.5961426222224,0.58,0.61
4180,BY_y_cv0.58_cy0.62,270.05200902078445,0.58,0.62
4181,BY_y_cv0.58_cy0.63,298.2602377894684,0.58,0.63
4182,BY_y_cv0.58_cy0.64,330.61081395461025,0.58,0.64
4183,BY_y_cv0.58_cy0.65,368.3661817735805,0.58,0.65
4184,BY_y_cv0.58_cy0.66,411.7016618757197,0.58,0.66
4185,BY_y_cv0.58_cy0.67,461.8217439034984,0.58,0.67
4186,BY_y_cv0.58_cy0.68,520.2354056939591,0.58,0.68
4187,BY_y_cv0.58_cy0.69,587.4134470186488,0.58,0.69
4188,BY_y_cv0.58_cy0.70,665.1605621970486,0.58,0.7
4189,BY_y_cv0.59_cy0.00,50.372518268731454,0.59,0.0
4190,BY_y_cv0.59_cy0.01,50.67883997838362,0.59,0.01
4191,BY_y_cv0.59_cy0.02,51.00930923148335,0.59,0.02
4192,BY_y_cv0.59_cy0.03,51.32841202102827,0.59,0.03
4193,BY_y_cv0.59_cy0.04,51.664789036529335,0.59,0.04
4194,BY_y_cv0.59_cy0.05,52.00962662701805,0.59,0.05
4195,BY_y_cv0.59_cy0.06,52.36773921207915,0.59,0.06
4196,BY_y_cv0.59_cy0.07,52.73392649150666,0.59,0.07
4197,BY_y_cv0.59_cy0.08,53.12336106390322,0.59,0.08
4198,BY_y_cv0.59_cy0.09,53.52225986830381,0.59,0.09
4199,BY_y_cv0.59_cy0.10,53.92837068798508,0.59,0.1
4200,BY_y_cv0.59_cy0.11,54.353346748851074,0.59,0.11
4201,BY_y_cv0.59_cy0.12,54.800661046137975,0.59,0.12
4202,BY_y_cv0.59_cy0.13,55.23850121664782,0.59,0.13
4203,BY_y_cv0.59_cy0.14,55.71773428189372,0.59,0.14
4204,BY_y_cv0.59_cy0.15,56.21262515893268,0.59,0.15
4205,BY_y_cv0.59_cy0.16,56.714704759067175,0.59,0.16
4206,BY_y_cv0.59_cy0.17,57.24074856389544,0.59,0.17
4207,BY_y_cv0.59_cy0.18,57.79931564860072,0.59,0.18
4208,BY_y_cv0.59_cy0.19,58.38125747117739,0.59,0.19
4209,BY_y_cv0.59_cy0.20,58.97163667704117,0.59,0.2
4210,BY_y_cv0.59_cy0.21,59.600810340060335,0.59,0.21
4211,BY_y_cv0.59_cy0.22,60.25326528246969,0.59,0.22
4212,BY_y_cv0.59_cy0.23,60.92121918116828,0.59,0.23
4213,BY_y_cv0.59_cy0.24,61.64490335479167,0.59,0.24
4214,BY_y_cv0.59_cy0.25,62.38952060681133,0.59,0.25
4215,BY_y_cv0.59_cy0.26,63.196960870299705,0.59,0.26
4216,BY_y_cv0.59_cy0.27,64.01168392765868,0.59,0.27
4217,BY_y_cv0.59_cy0.28,64.8768334065575,0.59,0.28
4218,BY_y_cv0.59_cy0.29,65.81004454957257,0.59,0.29
4219,BY_y_cv0.59_cy0.30,66.79784922236031,0.59,0.3
4220,BY_y_cv0.59_cy0.31,67.82700320925743,0.59,0.31
4221,BY_y_cv0.59_cy0.32,68.91982146769352,0.59,0.32
4222,BY_y_cv0.59_cy0.33,70.10153695787176,0.59,0.33
4223,BY_y_cv0.59_cy0.34,71.35976889859595,0.59,0.34
4224,BY_y_cv0.59_cy0.35,72.68677260747262,0.59,0.35
4225,BY_y_cv0.59_cy0.36,74.10100939659023,0.59,0.36
4226,BY_y_cv0.59_cy0.37,75.6285385899806,0.59,0.37
4227,BY_y_cv0.59_cy0.38,77.28635868294042,0.59,0.38
4228,BY_y_cv0.59_cy0.39,79.07666186272745,0.59,0.39
4229,BY_y_cv0.59_cy0.40,81.02187339276043,0.59,0.4
4230,BY_y_cv0.59_cy0.41,83.14257809814389,0.59,0.41
4231,BY_y_cv0.59_cy0.42,85.43783917577895,0.59,0.42
4232,BY_y_cv0.59_cy0.43,87.95265505057196,0.59,0.43
4233,BY_y_cv0.59_cy0.44,90.73861774510424,0.59,0.44
4234,BY_y_cv0.59_cy0.45,93.74958931396507,0.59,0.45
4235,BY_y_cv0.59_cy0.46,97.11566485303594,0.59,0.46
4236,BY_y_cv0.59_cy0.47,100.83561902254296,0.59,0.47
4237,BY_y_cv0.59_cy0.48,104.97561580819712,0.59,0.48
4238,BY_y_cv0.59_cy0.49,109.59528643551478,0.59,0.49
4239,BY_y_cv0.59_cy0.50,114.76411795548992,0.59,0.5
4240,BY_y_cv0.59_cy0.51,120.55402964788485,0.59,0.51
4241,BY_y_cv0.59_cy0.52,127.06184848453596,0.59,0.52
4242,BY_y_cv0.59_cy0.53,134.38723948803676,0.59,0.53
4243,BY_y_cv0.59_cy0.54,142.78654836519198,0.59,0.54
4244,BY_y_cv0.59_cy0.55,152.1897940476505,0.59,0.55
4245,BY_y_cv0.59_cy0.56,162.93973396969216,0.59,0.56
