,combination,extinction_size,wv,wy
1255,BY_y_cv0.17_cy0.48,137.58313863710356,0.17,0.48
1256,BY_y_cv0.17_cy0.49,144.6723258661108,0.17,0.49
1257,BY_y_cv0.17_cy0.50,152.62294330078348,0.17,0.5
1258,BY_y_cv0.17_cy0.51,161.49681281724952,0.17,0.51
1259,BY_y_cv0.17_cy0.52,171.54983668536696,0.17,0.52
1260,BY_y_cv0.17_cy0.53,182.74845017913705,0.17,0.53
1261,BY_y_cv0.17_cy0.54,195.435498175572,0.17,0.54
1262,BY_y_cv0.17_cy0.55,209.8822011665476,0.17,0.55
1263,BY_y_cv0.17_cy0.56,226.2373988258107,0.17,0.56
1264,BY_y_cv0.17_cy0.57,244.89871534289108,0.17,0.57
1265,BY_y_cv0.17_cy0.58,266.0931257850072,0.17,0.58
1266,BY_y_cv0.17_cy0.59,290.5021033930903,0.17,0.59
1267,BY_y_cv0.17_cy0.60,318.281042397931,0.17,0.6
1268,BY_y_cv0.17_cy0.61,350.1701982323933,0.17,0.61
1269,BY_y_cv0.17_cy0.62,386.9668476118911,0.17,0.62
1270,BY_y_cv0.17_cy0.63,429.0277634294417,0.17,0.63
1271,BY_y_cv0.17_cy0.64,477.6363736652808,0.17,0.64
1272,BY_y_cv0.17_cy0.65,533.4347307129547,0.17,0.65
1273,BY_y_cv0.17_cy0.66,598.0294455600916,0.17,0.66
1274,BY_y_cv0.17_cy0.67,671.6903443936351,0.17,0.67
1275,BY_y_cv0.17_cy0.68,756.8988260706819,0.17,0.68
1276,BY_y_cv0.17_cy0.69,854.2434454502704,0.17,0.69
1277,BY_y_cv0.17_cy0.70,965.9619117431996,0.17,0.7
1278,BY_y_cv0.18_cy0.00,53.80496234761414,0.18,0.0
1279,BY_y_cv0.18_cy0.01,54.24048323080096,0.18,0.01
1280,BY_y_cv0.18_cy0.02,54.675907760881465,0.18,0.02
1281,BY_y_cv0.18_cy0.03,55.16027954672554,0.18,0.03
1282,BY_y_cv0.18_cy0.04,55.627911379557176,0.18,0.04
1283,BY_y_cv0.18_cy0.05,56.12641637240631,0.18,0.05
1284,BY_y_cv0.18_cy0.06,56.62300754463341,0.18,0.06
1285,BY_y_cv0.18_cy0.07,57.14749423206285,0.18,0.07
1286,BY_y_cv0.18_cy0.08,57.70183037364224,0.18,0.08
1287,BY_y_cv0.18_cy0.09,58.25846304366024,0.18,0.09
1288,BY_y_cv0.18_cy0.10,58.84225741018963,0.18,0.1
1289,BY_y_cv0.18_cy0.11,59.45271727891068,0.18,0.11
1290,BY_y_cv0.18_cy0.12,60.08806816033885,0.18,0.12
1291,BY_y_cv0.18_cy0.13,60.73903439953356,0.18,0.13
1292,BY_y_cv0.18_cy0.14,61.42124939009882,0.18,0.14
1293,BY_y_cv0.18_cy0.15,62.14482856473334,0.18,0.15
1294,BY_y_cv0.18_cy0.16,62.87505205722519,0.18,0.16
1295,BY_y_cv0.18_cy0.17,63.649453964751785,0.18,0.17
1296,BY_y_cv0.18_cy0.18,64.45852085555762,0.18,0.18
1297,BY_y_cv0.18_cy0.19,65.31454457747077,0.18,0.19
1298,BY_y_cv0.18_cy0.20,66.18898847947275,0.18,0.2
1299,BY_y_cv0.18_cy0.21,67.10775664846607,0.18,0.21
1300,BY_y_cv0.18_cy0.22,68.08262756245149,0.18,0.22
1301,BY_y_cv0.18_cy0.23,69.0966965286183,0.18,0.23
1302,BY_y_cv0.18_cy0.24,70.16027251533613,0.18,0.24
1303,BY_y_cv0.18_cy0.25,71.28555424817915,0.18,0.25
1304,BY_y_cv0.18_cy0.26,72.46866248418536,0.18,0.26
1305,BY_y_cv0.18_cy0.27,73.71647751787985,0.18,0.27
1306,BY_y_cv0.18_cy0.28,75.03001252631967,0.18,0.28
1307,BY_y_cv0.18_cy0.29,76.41941060868866,0.18,0.29
1308,BY_y_cv0.18_cy0.30,77.90156246828666,0.18,0.3
1309,BY_y_cv0.18_cy0.31,79.4652191523066,0.18,0.31
1310,BY_y_cv0.18_cy0.32,81.15048903837341,0.18,0.32
1311,BY_y_cv0.18_cy0.33,82.90446517814998,0.18,0.33
1312,BY_y_cv0.18_cy0.34,84.81353737490154,0.18,0.34
1313,BY_y_cv0.18_cy0.35,86.84539559015083,0.18,0.35
1314,BY_y_cv0.18_cy0.36,89.02313409021899,0.18,0.36
1315,BY_y_cv0.18_cy0.37,91.3575397218996,0.18,0.37
1316,BY_y_cv0.18_cy0.38,93.88491481754755,0.18,0.38
1317,BY_y_cv0.18_cy0.39,96.63382639203412,0.18,0.39
1318,BY_y_cv0.18_cy0.40,99.56855990164767,0.18,0.4
1319,BY_y_cv0.18_cy0.41,102.7860911833772,0.18,0.41
1320,BY_y_cv0.18_cy0.42,106.28535883647947,0.18,0.42
1321,BY_y_cv0.18_cy0.43,110.09611445478497,0.18,0.43
1322,BY_y_cv0.18_cy0.44,114.29521244124987,0.18,0.44
1323,BY_y_cv0.18_cy0.45,118.90207832395627,0.18,0.45
1324,BY_y_cv0.18_cy0.46,123.98372548268254,0.18,0.46
1325,BY_y_cv0.18_cy0.47,129.60731422078953,0.18,0.47
1326,BY_y_cv0.18_cy0.48,135.84943933245978,0.18,0.48
1327,BY_y_cv0.18_cy0.49,142.79693607459265,0.18,0.49
1328,BY_y_cv0.18_cy0.50,150.53559996357907,0.18,0.5
1329,BY_y_cv0.18_cy0.51,159.21966315877327,0.18,0.51
1330,BY_y_cv0.18_cy0.52,168.9693386849647,0.18,0.52
1331,BY_y_cv0.18_cy0.53,179.9551045780407,0.18,0.53
1332,BY_y_cv0.18_cy0.54,192.3779704921779,0.18,0.54
1333,BY_y_cv0.18_cy0.55,206.53123895781977,0.18,0.55
1334,BY_y_cv0.18_cy0.56,222.48429069483592,0.18,0.56
1335,BY_y_cv0.18_cy0.57,240.67904863901296,0.18,0.57
1336,BY_y_cv0.18_cy0.58,261.49728047870855,0.18,0.58
1337,BY_y_cv0.18_cy0.59,285.2231638262346,0.18,0.59
1338,BY_y_cv0.18_cy0.60,312.56730919331113,0.18,0.6
1339,BY_y_cv0.18_cy0.61,343.7955390191425,0.18,0.61
1340,BY_y_cv0.18_cy0.62,379.64815011968426,0.18,0.62
1341,BY_y_cv0.18_cy0.63,420.8944663850111,0.18,0.63
1342,BY_y_cv0.18_cy0.64,468.4678674070972,0.18,0.64
1343,BY_y_cv0.18_cy0.65,523.0660342366342,0.18,0.65
1344,BY_y_cv0.18_cy0.66,586.2381452830535,0.18,0.66
1345,BY_y_cv0.18_cy0.67,658.3879282066961,0.18,0.67
1346,BY_y_cv0.18_cy0.68,741.9112440027958,0.18,0.68
1347,BY_y_cv0.18_cy0.69,837.220563430957,0.18,0.69
1348,BY_y_cv0.18_cy0.70,947.185365327676,0.18,0.7
1349,BY_y_cv0.19_cy0.00,53.69285631182301,0.19,0.0
1350,BY_y_cv0.19_cy0.01,54.10753436336091,0.19,0.01
1351,BY_y_cv0.19_cy0.02,54.57153097705905,0.19,0.02
1352,BY_y_cv0.19_cy0.03,55.02695029916632,0.19,0.03
1353,BY_y_cv0.19_cy0.04,55.49670332736715,0.19,0.04
1354,BY_y_cv0.19_cy0.05,55.96813704237248,0.19,0.05
1355,BY_y_cv0.19_cy0.06,56.46961059454098,0.19,0.06
1356,BY_y_cv0.19_cy0.07,56.98993260334829,0.19,0.07
1357,BY_y_cv0.19_cy0.08,57.52246249237814,0.19,0.08
1358,BY_y_cv0.19_cy0.09,58.08369983684334,0.19,0.09
1359,BY_y_cv0.19_cy0.10,58.66234154969662,0.19,0.1
1360,BY_y_cv0.19_cy0.11,59.26295314723593,0.19,0.11
1361,BY_y_cv0.19_cy0.12,59.88946741549899,0.19,0.12
1362,BY_y_cv0.19_cy0.13,60.53613760255904,0.19,0.13
1363,BY_y_cv0.19_cy0.14,61.21330803016172,0.19,0.14
1364,BY_y_cv0.19_cy0.15,61.90874791595852,0.19,0.15
1365,BY_y_cv0.19_cy0.16,62.63578469405766,0.19,0.16
1366,BY_y_cv0.19_cy0.17,63.40503932438915,0.19,0.17
1367,BY_y_cv0.19_cy0.18,64.19666564406582,0.19,0.18
1368,BY_y_cv0.19_cy0.19,65.03845144405715,0.19,0.19
1369,BY_y_cv0.19_cy0.20,65.90186187134496,0.19,0.2
1370,BY_y_cv0.19_cy0.21,66.81305406790378,0.19,0.21
1371,BY_y_cv0.19_cy0.22,67.77339655080468,0.19,0.22
1372,BY_y_cv0.19_cy0.23,68.75988886613686,0.19,0.23
1373,BY_y_cv0.19_cy0.24,69.81300888208169,0.19,0.24
1374,BY_y_cv0.19_cy0.25,70.91504309884459,0.19,0.25
1375,BY_y_cv0.19_cy0.26,72.07649484000594,0.19,0.26
1376,BY_y_cv0.19_cy0.27,73.30419955935469,0.19,0.27
1377,BY_y_cv0.19_cy0.28,74.60292161312465,0.19,0.28
1378,BY_y_cv0.19_cy0.29,75.96388817500247,0.19,0.29
1379,BY_y_cv0.19_cy0.30,77.41765734723195,0.19,0.3
1380,BY_y_cv0.19_cy0.31,78.96346137079146,0.19,0.31
1381,BY_y_cv0.19_cy0.32,80.5953945030804,0.19,0.32
1382,BY_y_cv0.19_cy0.33,82.35057020478617,0.19,0.33
1383,BY_y_cv0.19_cy0.34,84.19155138757287,0.19,0.34
1384,BY_y_cv0.19_cy0.35,86.20698326182357,0.19,0.35
1385,BY_y_cv0.19_cy0.36,88.33440334834069,0.19,0.36
1386,BY_y_cv0.19_cy0.37,90.61322400180252,0.19,0.37
1387,BY_y_cv0.19_cy0.38,93.08567730660216,0.19,0.38
1388,BY_y_cv0.19_cy0.39,95.76565060714584,0.19,0.39
1389,BY_y_cv0.19_cy0.40,98.6688167570028,0.19,0.4
1390,BY_y_cv0.19_cy0.41,101.83658569068427,0.19,0.41
1391,BY_y_cv0.19_cy0.42,105.2499863838466,0.19,0.42
1392,BY_y_cv0.19_cy0.43,109.01071822251708,0.19,0.43
1393,BY_y_cv0.19_cy0.44,113.09840808117043,0.19,0.44
1394,BY_y_cv0.19_cy0.45,117.63093423864194,0.19,0.45
1395,BY_y_cv0.19_cy0.46,122.55545168826504,0.19,0.46
1396,BY_y_cv0.19_cy0.47,128.0582978179968,0.19,0.47
1397,BY_y_cv0.19_cy0.48,134.19094615757257,0.19,0.48
1398,BY_y_cv0.19_cy0.49,140.97810435542854,0.19,0.49
1399,BY_y_cv0.19_cy0.50,148.56598196952837,0.19,0.5
1400,BY_y_cv0.19_cy0.51,157.05691966017713,0.19,0.51
1401,BY_y_cv0.19_cy0.52,166.6202213397148,0.19,0.52
1402,BY_y_cv0.19_cy0.53,177.34964960210547,0.19,0.53
1403,BY_y_cv0.19_cy0.54,189.49612632092905,0.19,0.54
1404,BY_y_cv0.19_cy0.55,203.30274752026185,0.19,0.55
1405,BY_y_cv0.19_cy0.56,218.95191952865372,0.19,0.56
1406,BY_y_cv0.19_cy0.57,236.77877852010351,0.19,0.57
1407,BY_y_cv0.19_cy0.58,257.04437340130806,0.19,0.58
1408,BY_y_cv0.19_cy0.59,280.36478505094294,0.19,0.59
1409,BY_y_cv0.19_cy0.60,306.9357875780711,0.19,0.6
1410,BY_y_cv0.19_cy0.61,337.6069785289718,0.19,0.61
1411,BY_y_cv0.19_cy0.62,372.7676274328067,0.19,0.62
1412,BY_y_cv0.19_cy0.63,413.049440260856,0.19,0.63
1413,BY_y_cv0.19_cy0.64,459.7390182800023,0.19,0.64
1414,BY_y_cv0.19_cy0.65,513.4403394370446,0.19,0.65
1415,BY_y_cv0.19_cy0.66,575.0998593016957,0.19,0.66
1416,BY_y_cv0.19_cy0.67,646.1352697975293,0.19,0.67
1417,BY_y_cv0.19_cy0.68,727.7187860386204,0.19,0.68
1418,BY_y_cv0.19_cy0.69,821.6979489281939,0.19,0.69
1419,BY_y_cv0.19_cy0.70,929.222703783892,0.19,0.7
1420,BY_y_cv0.20_cy0.00,53.56419970324151,0.2,0.0
1421,BY_y_cv0.20_cy0.01,54.014888739373234,0.2,0.01
1422,BY_y_cv0.20_cy0.02,54.444907959318535,0.2,0.02
1423,BY_y_cv0.20_cy0.03,54.89110440919541,0.2,0.03
1424,BY_y_cv0.20_cy0.04,55.35045119440711,0.2,0.04
1425,BY_y_cv0.20_cy0.05,55.82833156509078,0.2,0.05
1426,BY_y_cv0.20_cy0.06,56.32105525335265,0.2,0.06
1427,BY_y_cv0.20_cy0.07,56.82789897339409,0.2,0.07
1428,BY_y_cv0.20_cy0.08,57.36327928657629,0.2,0.08
1429,BY_y_cv0.20_cy0.09,57.91516943425213,0.2,0.09
1430,BY_y_cv0.20_cy0.10,58.488763964207656,0.2,0.1
1431,BY_y_cv0.20_cy0.11,59.07350103246082,0.2,0.11
1432,BY_y_cv0.20_cy0.12,59.68871302751996,0.2,0.12
1433,BY_y_cv0.20_cy0.13,60.33931868617001,0.2,0.13
1434,BY_y_cv0.20_cy0.14,61.001340926225936,0.2,0.14
1435,BY_y_cv0.20_cy0.15,61.68452144522544,0.2,0.15
1436,BY_y_cv0.20_cy0.16,62.41032794029399,0.2,0.16
1437,BY_y_cv0.20_cy0.17,63.16444511326864,0.2,0.17
1438,BY_y_cv0.20_cy0.18,63.948625766865554,0.2,0.18
1439,BY_y_cv0.20_cy0.19,64.76578825240306,0.2,0.19
1440,BY_y_cv0.20_cy0.20,65.61958282677098,0.2,0.2
1441,BY_y_cv0.20_cy0.21,66.51483323783759,0.2,0.21
1442,BY_y_cv0.20_cy0.22,67.45029290904843,0.2,0.22
1443,BY_y_cv0.20_cy0.23,68.44231319780721,0.2,0.23
1444,BY_y_cv0.20_cy0.24,69.4835709908666,0.2,0.24
1445,BY_y_cv0.20_cy0.25,70.56297820262265,0.2,0.25
1446,BY_y_cv0.20_cy0.26,71.71003311802288,0.2,0.26
1447,BY_y_cv0.20_cy0.27,72.90800067909422,0.2,0.27
1448,BY_y_cv0.20_cy0.28,74.19161579108751,0.2,0.28
1449,BY_y_cv0.20_cy0.29,75.52695404900753,0.2,0.29
1450,BY_y_cv0.20_cy0.30,76.94930299597236,0.2,0.3
1451,BY_y_cv0.20_cy0.31,78.45826740109551,0.2,0.31
1452,BY_y_cv0.20_cy0.32,80.07349762969498,0.2,0.32
1453,BY_y_cv0.20_cy0.33,81.77895620873169,0.2,0.33
1454,BY_y_cv0.20_cy0.34,83.61859881590063,0.2,0.34
1455,BY_y_cv0.20_cy0.35,85.57294906471598,0.2,0.35
1456,BY_y_cv0.20_cy0.36,87.66158521664148,0.2,0.36
1457,BY_y_cv0.20_cy0.37,89.90810544151265,0.2,0.37
1458,BY_y_cv0.20_cy0.38,92.33426002851664,0.2,0.38
1459,BY_y_cv0.20_cy0.39,94.95062000134511,0.2,0.39
1460,BY_y_cv0.20_cy0.40,97.82487331294398,0.2,0.4
1461,BY_y_cv0.20_cy0.41,100.878166615736,0.2,0.41
1462,BY_y_cv0.20_cy0.42,104.27265192203411,0.2,0.42
1463,BY_y_cv0.20_cy0.43,107.90455487917023,0.2,0.43
1464,BY_y_cv0.20_cy0.44,111.91974011783314,0.2,0.44
1465,BY_y_cv0.20_cy0.45,116.34388051417558,0.2,0.45
1466,BY_y_cv0.20_cy0.46,121.22162057198383,0.2,0.46
1467,BY_y_cv0.20_cy0.47,126.65072964728736,0.2,0.47
1468,BY_y_cv0.20_cy0.48,132.62827269128647,0.2,0.48
1469,BY_y_cv0.20_cy0.49,139.25872946591338,0.2,0.49
1470,BY_y_cv0.20_cy0.50,146.6883555972909,0.2,0.5
1471,BY_y_cv0.20_cy0.51,155.05495209883338,0.2,0.51
1472,BY_y_cv0.20_cy0.52,164.34509897047772,0.2,0.52
1473,BY_y_cv0.20_cy0.53,174.87406906568594,0.2,0.53
1474,BY_y_cv0.20_cy0.54,186.8196553698081,0.2,0.54
1475,BY_y_cv0.20_cy0.55,200.2251146123417,0.2,0.55
1476,BY_y_cv0.20_cy0.56,215.55365422441795,0.2,0.56
1477,BY_y_cv0.20_cy0.57,233.1003828404906,0.2,0.57
1478,BY_y_cv0.20_cy0.58,253.0202131478713,0.2,0.58
1479,BY_y_cv0.20_cy0.59,275.664200215384,0.2,0.59
1480,BY_y_cv0.20_cy0.60,301.7890591179081,0.2,0.6
1481,BY_y_cv0.20_cy0.61,331.89294156612283,0.2,0.61
1482,BY_y_cv0.20_cy0.62,366.1894184558488,0.2,0.62
1483,BY_y_cv0.20_cy0.63,405.9040458543452,0.2,0.63
1484,BY_y_cv0.20_cy0.64,451.6224368226762,0.2,0.64
1485,BY_y_cv0.20_cy0.65,504.0912298807213,0.2,0.65
1486,BY_y_cv0.20_cy0.66,564.5383403891525,0.2,0.66
1487,BY_y_cv0.20_cy0.67,634.1794546633608,0.2,0.67
1488,BY_y_cv0.20_cy0.68,714.5253604795862,0.2,0.68
1489,BY_y_cv0.20_cy0.69,806.4686648602813,0.2,0.69
1490,BY_y_cv0.20_cy0.70,912.2525743176444,0.2,0.7
1491,BY_y_cv0.21_cy0.00,53.47829821843135,0.21,0.0
1492,BY_y_cv0.21_cy0.01,53.89318591589272,0.21,0.01
1493,BY_y_cv0.21_cy0.02,54.31388516777551,0.21,0.02
1494,BY_y_cv0.21_cy0.03,54.75994557907671,0.21,0.03
1495,BY_y_cv0.21_cy0.04,55.20861451812035,0.21,0.04
1496,BY_y_cv0.21_cy0.05,55.68474680179352,0.21,0.05
1497,BY_y_cv0.21_cy0.06,56.171917640008175,0.21,0.06
1498,BY_y_cv0.21_cy0.07,56.67432836791504,0.21,0.07
1499,BY_y_cv0.21_cy0.08,57.203739456554295,0.21,0.08
1500,BY_y_cv0.21_cy0.09,57.74439647649907,0.21,0.09
1501,BY_y_cv0.21_cy0.10,58.316882105146405,0.21,0.1
1502,BY_y_cv0.21_cy0.11,58.89587663515958,0.21,0.11
1503,BY_y_cv0.21_cy0.12,59.50080913797974,0.21,0.12
1504,BY_y_cv0.21_cy0.13,60.13076795368888,0.21,0.13
1505,BY_y_cv0.21_cy0.14,60.79176289918996,0.21,0.14
1506,BY_y_cv0.21_cy0.15,61.47507467561845,0.21,0.15
1507,BY_y_cv0.21_cy0.16,62.18225065633906,0.21,0.16
1508,BY_y_cv0.21_cy0.17,62.918590648160176,0.21,0.17
1509,BY_y_cv0.21_cy0.18,63.70502127885011,0.21,0.18
1510,BY_y_cv0.21_cy0.19,64.50575739693922,0.21,0.19
1511,BY_y_cv0.21_cy0.20,65.3426850240465,0.21,0.2
1512,BY_y_cv0.21_cy0.21,66.2238179664075,0.21,0.21
1513,BY_y_cv0.21_cy0.22,67.15738848474412,0.21,0.22
1514,BY_y_cv0.21_cy0.23,68.12542764076754,0.21,0.23
1515,BY_y_cv0.21_cy0.24,69.14575216368357,0.21,0.24
1516,BY_y_cv0.21_cy0.25,70.21283664617896,0.21,0.25
1517,BY_y_cv0.21_cy0.26,71.32782142200104,0.21,0.26
1518,BY_y_cv0.21_cy0.27,72.53025675035626,0.21,0.27
1519,BY_y_cv0.21_cy0.28,73.77709537433749,0.21,0.28
1520,BY_y_cv0.21_cy0.29,75.10160424288804,0.21,0.29
1521,BY_y_cv0.21_cy0.30,76.5042567709903,0.21,0.3
1522,BY_y_cv0.21_cy0.31,77.99626338834386,0.21,0.31
1523,BY_y_cv0.21_cy0.32,79.5812486136476,0.21,0.32
1524,BY_y_cv0.21_cy0.33,81.25069658283684,0.21,0.33
1525,BY_y_cv0.21_cy0.34,83.05026425053056,0.21,0.34
1526,BY_y_cv0.21_cy0.35,84.96476324997147,0.21,0.35
1527,BY_y_cv0.21_cy0.36,87.01838242990563,0.21,0.36
1528,BY_y_cv0.21_cy0.37,89.24097621317489,0.21,0.37
1529,BY_y_cv0.21_cy0.38,91.6175257705303,0.21,0.38
1530,BY_y_cv0.21_cy0.39,94.19904114302808,0.21,0.39
1531,BY_y_cv0.21_cy0.40,96.9659138875466,0.21,0.4
1532,BY_y_cv0.21_cy0.41,100.00705122528709,0.21,0.41
1533,BY_y_cv0.21_cy0.42,103.30298388276972,0.21,0.42
1534,BY_y_cv0.21_cy0.43,106.89878438233828,0.21,0.43
1535,BY_y_cv0.21_cy0.44,110.8449242851435,0.21,0.44
1536,BY_y_cv0.21_cy0.45,115.16761468710013,0.21,0.45
1537,BY_y_cv0.21_cy0.46,119.93009073718753,0.21,0.46
1538,BY_y_cv0.21_cy0.47,125.21627041607812,0.21,0.47
1539,BY_y_cv0.21_cy0.48,131.07472715287184,0.21,0.48
1540,BY_y_cv0.21_cy0.49,137.58710015059754,0.21,0.49
1541,BY_y_cv0.21_cy0.50,144.9055654452004,0.21,0.5
1542,BY_y_cv0.21_cy0.51,153.0510550354815,0.21,0.51
1543,BY_y_cv0.21_cy0.52,162.24460018607903,0.21,0.52
1544,BY_y_cv0.21_cy0.53,172.53842793481292,0.21,0.53
1545,BY_y_cv0.21_cy0.54,184.20460865061904,0.21,0.54
1546,BY_y_cv0.21_cy0.55,197.4515781877375,0.21,0.55
1547,BY_y_cv0.21_cy0.56,212.4280379800621,0.21,0.56
1548,BY_y_cv0.21_cy0.57,229.5353273317256,0.21,0.57
1549,BY_y_cv0.21_cy0.58,249.11226040688763,0.21,0.58
1550,BY_y_cv0.21_cy0.59,271.3750722423044,0.21,0.59
1551,BY_y_cv0.21_cy0.60,296.96920633238113,0.21,0.6
1552,BY_y_cv0.21_cy0.61,326.36042676115045,0.21,0.61
1553,BY_y_cv0.21_cy0.62,360.0040415004209,0.21,0.62
1554,BY_y_cv0.21_cy0.63,398.9803506470888,0.21,0.63
1555,BY_y_cv0.21_cy0.64,443.6776377241978,0.21,0.64
1556,BY_y_cv0.21_cy0.65,495.3243231705902,0.21,0.65
1557,BY_y_cv0.21_cy0.66,554.6310474086833,0.21,0.66
1558,BY_y_cv0.21_cy0.67,623.1154850335586,0.21,0.67
1559,BY_y_cv0.21_cy0.68,701.802341299768,0.21,0.68
1560,BY_y_cv0.21_cy0.69,792.3839450464918,0.21,0.69
1561,BY_y_cv0.21_cy0.70,896.625646717362,0.21,0.7
1562,BY_y_cv0.22_cy0.00,53.36157044399898,0.22,0.0
1563,BY_y_cv0.22_cy0.01,53.76974483316699,0.22,0.01
1564,BY_y_cv0.22_cy0.02,54.19639517837696,0.22,0.02
1565,BY_y_cv0.22_cy0.03,54.630562998976174,0.22,0.03
1566,BY_y_cv0.22_cy0.04,55.07255995192045,0.22,0.04
1567,BY_y_cv0.22_cy0.05,55.540366977427226,0.22,0.05
1568,BY_y_cv0.22_cy0.06,56.02780282874301,0.22,0.06
1569,BY_y_cv0.22_cy0.07,56.52244591465897,0.22,0.07
1570,BY_y_cv0.22_cy0.08,57.04713335596607,0.22,0.08
1571,BY_y_cv0.22_cy0.09,57.58449445785246,0.22,0.09
1572,BY_y_cv0.22_cy0.10,58.13778779961504,0.22,0.1
1573,BY_y_cv0.22_cy0.11,58.71652704916215,0.22,0.11
1574,BY_y_cv0.22_cy0.12,59.31543401545824,0.22,0.12
1575,BY_y_cv0.22_cy0.13,59.94170678477586,0.22,0.13
1576,BY_y_cv0.22_cy0.14,60.58931462220698,0.22,0.14
1577,BY_y_cv0.22_cy0.15,61.25476016126323,0.22,0.15
1578,BY_y_cv0.22_cy0.16,61.96169782534926,0.22,0.16
1579,BY_y_cv0.22_cy0.17,62.69632289409784,0.22,0.17
1580,BY_y_cv0.22_cy0.18,63.44991232979047,0.22,0.18
1581,BY_y_cv0.22_cy0.19,64.25117322006918,0.22,0.19
1582,BY_y_cv0.22_cy0.20,65.08436100916481,0.22,0.2
1583,BY_y_cv0.22_cy0.21,65.95370409926109,0.22,0.21
1584,BY_y_cv0.22_cy0.22,66.86433918864643,0.22,0.22
1585,BY_y_cv0.22_cy0.23,67.82066587932695,0.22,0.23
1586,BY_y_cv0.22_cy0.24,68.81653398445707,0.22,0.24
1587,BY_y_cv0.22_cy0.25,69.87166643456787,0.22,0.25
1588,BY_y_cv0.22_cy0.26,70.98831701871877,0.22,0.26
1589,BY_y_cv0.22_cy0.27,72.14345361714022,0.22,0.27
1590,BY_y_cv0.22_cy0.28,73.38120201522071,0.22,0.28
1591,BY_y_cv0.22_cy0.29,74.68310467298254,0.22,0.29
1592,BY_y_cv0.22_cy0.30,76.05757753762175,0.22,0.3
1593,BY_y_cv0.22_cy0.31,77.51696980049748,0.22,0.31
1594,BY_y_cv0.22_cy0.32,79.08051127959135,0.22,0.32
1595,BY_y_cv0.22_cy0.33,80.72628967620604,0.22,0.33
1596,BY_y_cv0.22_cy0.34,82.49810710486636,0.22,0.34
1597,BY_y_cv0.22_cy0.35,84.37570980194867,0.22,0.35
1598,BY_y_cv0.22_cy0.36,86.40136202456999,0.22,0.36
1599,BY_y_cv0.22_cy0.37,88.58062078235015,0.22,0.37
1600,BY_y_cv0.22_cy0.38,90.93333307945797,0.22,0.38
1601,BY_y_cv0.22_cy0.39,93.46683004979768,0.22,0.39
1602,BY_y_cv0.22_cy0.40,96.17180898834523,0.22,0.4
1603,BY_y_cv0.22_cy0.41,99.15695804332591,0.22,0.41
1604,BY_y_cv0.22_cy0.42,102.38380335618004,0.22,0.42
1605,BY_y_cv0.22_cy0.43,105.92193283771084,0.22,0.43
1606,BY_y_cv0.22_cy0.44,109.7663531594546,0.22,0.44
1607,BY_y_cv0.22_cy0.45,114.0580098779734,0.22,0.45
1608,BY_y_cv0.22_cy0.46,118.70335133162374,0.22,0.46
1609,BY_y_cv0.22_cy0.47,123.8938767124153,0.22,0.47
1610,BY_y_cv0.22_cy0.48,129.6437241515574,0.22,0.48
1611,BY_y_cv0.22_cy0.49,136.03650666605432,0.22,0.49
1612,BY_y_cv0.22_cy0.50,143.1783908890242,0.22,0.5
1613,BY_y_cv0.22_cy0.51,151.16901768868868,0.22,0.51
1614,BY_y_cv0.22_cy0.52,160.18571521171106,0.22,0.52
1615,BY_y_cv0.22_cy0.53,170.25934251039348,0.22,0.53
1616,BY_y_cv0.22_cy0.54,181.6937991654178,0.22,0.54
1617,BY_y_cv0.22_cy0.55,194.6736141282012,0.22,0.55
1618,BY_y_cv0.22_cy0.56,209.41184540535653,0.22,0.56
1619,BY_y_cv0.22_cy0.57,226.18435869957796,0.22,0.57
1620,BY_y_cv0.22_cy0.58,245.301723489876,0.22,0.58
1621,BY_y_cv0.22_cy0.59,267.2026788429197,0.22,0.59
1622,BY_y_cv0.22_cy0.60,292.3515288258368,0.22,0.6
1623,BY_y_cv0.22_cy0.61,321.2485625097521,0.22,0.61
1624,BY_y_cv0.22_cy0.62,354.3026591405782,0.22,0.62
1625,BY_y_cv0.22_cy0.63,392.4496849860805,0.22,0.63
1626,BY_y_cv0.22_cy0.64,436.4200269251343,0.22,0.64
1627,BY_y_cv0.22_cy0.65,486.9499917142092,0.22,0.65
1628,BY_y_cv0.22_cy0.66,545.3388793349642,0.22,0.66
1629,BY_y_cv0.22_cy0.67,612.7698122478591,0.22,0.67
1630,BY_y_cv0.22_cy0.68,690.0447157837239,0.22,0.68
1631,BY_y_cv0.22_cy0.69,779.2524364363154,0.22,0.69
1632,BY_y_cv0.22_cy0.70,881.8348345354485,0.22,0.7
1633,BY_y_cv0.23_cy0.00,53.24823412196783,0.23,0.0
1634,BY_y_cv0.23_cy0.01,53.65596654327128,0.23,0.01
1635,BY_y_cv0.23_cy0.02,54.0658902186462,0.23,0.02
1636,BY_y_cv0.23_cy0.03,54.49592697066329,0.23,0.03
1637,BY_y_cv0.23_cy0.04,54.94522601054579,0.23,0.04
1638,BY_y_cv0.23_cy0.05,55.401906987073744,0.23,0.05
1639,BY_y_cv0.23_cy0.06,55.88358892722828,0.23,0.06
1640,BY_y_cv0.23_cy0.07,56.377939073882594,0.23,0.07
1641,BY_y_cv0.23_cy0.08,56.89056372093365,0.23,0.08
1642,BY_y_cv0.23_cy0.09,57.4294162388671,0.23,0.09
