time_plot,S_y0.00_n0.10,Iv_y0.00_n0.10,Iy_y0.00_n0.10,Rcv_y0.00_n0.10,Rcy_y0.00_n0.10,Rv_y0.00_n0.10,Ry_y0.00_n0.10,Jv_y0.00_n0.10,Jy_y0.00_n0.10,R_y0.00_n0.10,CV_y0.00_n0.10,CY_y0.00_n0.10,BV_y0.00_n0.10,BY_y0.00_n0.10,step
2015.8076923076924,32585.85472660211,0.3673715301758976,0.3673715301758976,3600.24099572379,440.84583621107,15576.55287945805,16348.033092827442,0.3673715301758976,0.3673715301758976,31447.00298305682,0.0,0.0,,,0
2015.826923076923,32734.40152538096,2.066061116175793,1.3879989541380762,2860.6743364947715,351.81309650296896,16391.739432582926,16509.359912104974,0.6460723808631151,0.31551921819882917,31147.596045264007,5.522389815849521,3.5947977981873507,0.4694031343472093,1.977138789003043,1
2015.8461538461538,32883.73983574267,3.4741559050344146,1.7858989309857711,2276.2350771043475,282.2527608883064,17049.53384766133,16648.934603669597,1.292185795459196,0.46107559780298746,30852.290558704455,15.251840658865165,8.244920083443379,0.8270033216563298,2.557567256890816,2
2015.8653846153845,33032.99998082725,4.968546152109746,2.0481824446179604,1814.8793332422233,227.59152702204122,17582.646800657658,16770.65900183719,2.0488837621012888,0.6031266571929302,30561.554617397607,29.58857243071718,13.702816255127226,1.2186222006074212,3.001842894426116,3
2015.8846153846155,33181.14940076955,6.676940454795007,2.2872726457521315,1451.535855522422,184.64040008606304,18017.03852283495,16877.454081581975,2.9235239938347273,0.7424350968686668,30275.5515670138,49.208449406318124,19.928249348131125,1.6676895429260805,3.4239882011521443,4
2015.9038461538462,33326.99562677175,8.711984120978007,2.5417710739221233,1166.5065694669674,150.9866532587311,18373.385939178865,16971.47965114727,3.965799284963428,0.89234365739355,29994.533662039048,75.11852033140116,26.979193830445958,2.202356028632058,3.8780194652731583,5
2015.923076923077,33469.13090575584,11.209615286922045,2.8313628058789946,944.3779701708733,124.76327332251333,18668.22572374305,17054.258808343806,5.243610440812472,1.0628791184131903,29718.895851011875,108.74162047900641,34.97165571413347,2.857963512546447,4.3958540360281315,6
2015.9423076923076,33605.84197192345,14.344059789453398,3.1699108982480677,773.1969809466854,104.51694093259584,18914.865934573427,17126.75076872666,6.845092422306938,1.2619587100854899,29449.20638107709,152.03582637324448,44.06530144807338,3.6800075010102353,5.00150515366695,7
2015.9615384615386,33734.990155831634,18.341772828998753,3.569331109084699,643.8414701059936,89.11649653072955,19124.124585434678,17189.384701463838,8.884878294795511,1.4967232107223771,29186.24988518948,207.65541266558887,54.458633831695686,4.727664834849274,5.71633281099227,8
2015.9807692307693,33853.861925148274,23.496714252696794,4.040483680150755,549.5472539399631,77.68402810145,19304.937925130616,17242.059823144897,11.511656035965437,1.7739665381790806,28931.086224027797,279.15894840125395,66.38653363935343,6.077800537531532,6.56034489421176,9
