,bv_lower,bv_upper,by_lower,by_upper
194,1.3627039649383854,2.3489990903750506,1.8876865527070172,2.213102530214323
195,1.2665128755463757,2.1112048295991834,1.8653566929309586,2.1801870461633133
196,1.2115988875425803,1.9571718103313807,1.8591460034307339,2.1736645958549037
197,1.1850918779533794,1.8572719563630107,1.8725605419272953,2.186706788978099
198,1.1777977551578118,1.7994486820605307,1.9014926914809813,2.220616110846072
199,1.192489219417679,1.7819182528349453,1.9461367562704968,2.272951769030589
200,1.2249883537501498,1.7963426887510519,2.014509471227586,2.351916031719969
201,1.2748275478789426,1.848859535039846,2.104340512572468,2.458648893109509
202,1.3380800657188128,1.926530854173708,2.218675775638391,2.5984232499728046
203,1.4172289367703668,2.031334423193482,2.3655951571104907,2.7762157614173018
204,1.5201440156679813,2.176626600512181,2.5496162785657526,2.9972366259547814
205,1.645162669580327,2.354623039625889,2.779576106222303,3.27847236184619
206,1.7998729490147911,2.571698454906246,3.0752097478508436,3.636669140593883
207,1.9932920741271742,2.8586851322142297,3.4461845657340655,4.0942727169078985
