,combination,extinction_size
278,BY_y_cv0.02_cy0.76,170.49756053773038
279,BY_y_cv0.02_cy0.77,170.49139620715727
280,BY_y_cv0.02_cy0.78,170.48519860022628
281,BY_y_cv0.02_cy0.79,170.47901225142158
282,BY_y_cv0.02_cy0.80,170.47281535449983
283,BY_y_cv0.02_cy0.81,170.4878241898718
284,BY_y_cv0.02_cy0.82,170.51725512282886
285,BY_y_cv0.02_cy0.83,170.51102486620215
286,BY_y_cv0.02_cy0.84,170.50478528312888
287,BY_y_cv0.02_cy0.85,170.49853668536124
288,BY_y_cv0.02_cy0.86,170.48012441041612
289,BY_y_cv0.02_cy0.87,170.47826720816718
290,BY_y_cv0.02_cy0.88,170.47604754659153
291,BY_y_cv0.02_cy0.89,170.4679374461177
292,BY_y_cv0.02_cy0.90,170.4616489290429
293,BY_y_cv0.02_cy0.91,170.46082022062535
294,BY_y_cv0.02_cy0.92,170.47779567334163
295,BY_y_cv0.02_cy0.93,170.47148433210955
296,BY_y_cv0.02_cy0.94,170.46516680081515
297,BY_y_cv0.02_cy0.95,170.45884339483055
298,BY_y_cv0.02_cy0.96,170.4525144291356
299,BY_y_cv0.02_cy0.97,170.44618022016274
300,BY_y_cv0.02_cy0.98,170.43369080122014
301,BY_y_cv0.02_cy0.99,170.4273477389126
302,BY_y_cv0.02_cy1.00,170.42287469683887
303,BY_y_cv0.03_cy0.00,172.56191653551653
304,BY_y_cv0.03_cy0.01,172.56226945049585
305,BY_y_cv0.03_cy0.02,172.55070378485436
306,BY_y_cv0.03_cy0.03,172.5370352887512
307,BY_y_cv0.03_cy0.04,172.57036797142666
308,BY_y_cv0.03_cy0.05,172.51934564404166
309,BY_y_cv0.03_cy0.06,172.51389755465158
310,BY_y_cv0.03_cy0.07,172.51295515205658
311,BY_y_cv0.03_cy0.08,172.51628346312665
312,BY_y_cv0.03_cy0.09,172.51856000220053
313,BY_y_cv0.03_cy0.10,172.524476641625
314,BY_y_cv0.03_cy0.11,172.48604919519315
315,BY_y_cv0.03_cy0.12,172.49485275142783
316,BY_y_cv0.03_cy0.13,172.50365095692686
317,BY_y_cv0.03_cy0.14,172.51247569505577
318,BY_y_cv0.03_cy0.15,172.46591918527903
319,BY_y_cv0.03_cy0.16,172.46566304888296
320,BY_y_cv0.03_cy0.17,172.49182980310908
321,BY_y_cv0.03_cy0.18,172.46138352194106
322,BY_y_cv0.03_cy0.19,172.47167860002574
323,BY_y_cv0.03_cy0.20,172.4567318629659
324,BY_y_cv0.03_cy0.21,172.45764729413824
325,BY_y_cv0.03_cy0.22,172.47654770129176
326,BY_y_cv0.03_cy0.23,172.4363065226666
327,BY_y_cv0.03_cy0.24,172.4348556093277
328,BY_y_cv0.03_cy0.25,172.4376394962992
329,BY_y_cv0.03_cy0.26,172.43930631444442
330,BY_y_cv0.03_cy0.27,172.43938043659074
331,BY_y_cv0.03_cy0.28,172.42744018548876
332,BY_y_cv0.03_cy0.29,172.41328657633164
333,BY_y_cv0.03_cy0.30,172.42286377145248
334,BY_y_cv0.03_cy0.31,172.43064317592163
335,BY_y_cv0.03_cy0.32,172.4132134514421
336,BY_y_cv0.03_cy0.33,172.4076969161697
337,BY_y_cv0.03_cy0.34,172.4021583457423
338,BY_y_cv0.03_cy0.35,172.39948075163613
339,BY_y_cv0.03_cy0.36,172.39389843739954
340,BY_y_cv0.03_cy0.37,172.38829454886454
341,BY_y_cv0.03_cy0.38,172.3826095319966
342,BY_y_cv0.03_cy0.39,172.38328297613882
343,BY_y_cv0.03_cy0.40,172.37761756850287
344,BY_y_cv0.03_cy0.41,172.37193224999504
345,BY_y_cv0.03_cy0.42,172.3662262769591
346,BY_y_cv0.03_cy0.43,172.36049984244278
347,BY_y_cv0.03_cy0.44,172.3548804006045
348,BY_y_cv0.03_cy0.45,172.3491136343879
349,BY_y_cv0.03_cy0.46,172.34333006706603
350,BY_y_cv0.03_cy0.47,172.3375237914383
351,BY_y_cv0.03_cy0.48,172.33578025210883
352,BY_y_cv0.03_cy0.49,172.3299383373182
353,BY_y_cv0.03_cy0.50,172.32530256324353
354,BY_y_cv0.03_cy0.51,172.31941960536477
355,BY_y_cv0.03_cy0.52,172.31350200865728
356,BY_y_cv0.03_cy0.53,172.30758222120912
357,BY_y_cv0.03_cy0.54,172.30164437846688
358,BY_y_cv0.03_cy0.55,172.2956887271341
359,BY_y_cv0.03_cy0.56,172.2994701541702
360,BY_y_cv0.03_cy0.57,172.29328830079743
361,BY_y_cv0.03_cy0.58,172.2872618063961
362,BY_y_cv0.03_cy0.59,172.28123689145795
363,BY_y_cv0.03_cy0.60,172.27519544282532
364,BY_y_cv0.03_cy0.61,172.2691377290654
365,BY_y_cv0.03_cy0.62,172.26055887673758
366,BY_y_cv0.03_cy0.63,172.25447261636768
367,BY_y_cv0.03_cy0.64,172.25912505851045
368,BY_y_cv0.03_cy0.65,172.25300774127413
369,BY_y_cv0.03_cy0.66,172.24687545585024
370,BY_y_cv0.03_cy0.67,172.24070602405828
371,BY_y_cv0.03_cy0.68,172.23454481395456
